food_cpu,food_rx,food_tx,inside_cpu,inside_rx,inside_tx,assurance_cpu,assurance_rx,assurance_tx,train_cpu,train_rx,train_tx,order_other_cpu,order_other_rx,order_other_tx,food_map_cpu,food_map_rx,food_map_tx,label
0.22546246549314825,0.8765117759388924,0.7142857142857143,0.16655477638073785,0.0,0.0,0.01910298726901425,0.38139248305606904,0.4508448540706605,0.2005003776831974,0.0,0.0,0.008964630861391636,0.0,0.0,9.426668762568107e-06,0.0,0.0,0
0.17273047337678735,0.0,0.0,0.16655477638073785,0.0,0.0,0.01910298726901425,0.38139248305606904,0.4508448540706605,0.2005003776831974,0.0,0.0,0.008964630861391636,0.0,0.0,9.426668762568107e-06,0.0,0.0,0
0.09689810717787653,0.0,0.0,0.0944257960634563,0.0,0.0,0.012621707824237731,0.237215033887862,0.09728622631848438,0.1897152100521189,0.0,0.0,0.008964630861391636,0.0,0.0,7.910681068398143e-06,0.0,0.0,0
0.07465574130023755,0.0,0.0,0.0704847210368402,0.0,0.0,0.0042954358617476734,0.0,0.0,0.22411591300533523,0.0,0.0,0.0015907709486597988,0.0,0.0,2.1910657465725165e-06,0.0,0.0,1
0.05172436682233746,0.0,0.0,0.0704847210368402,0.0,0.0,0.0042954358617476734,0.0,0.0,0.22411591300533523,0.0,0.0,0.00394601857871704,0.0,0.0,3.3046642319390845e-06,0.0,0.0,1
0.07431986620222972,0.0,0.0,0.05616393759953544,0.0,0.0,0.0020749270434705816,0.0,0.0,0.07066442112167005,0.41044776119402987,0.5,0.00394601857871704,0.0,0.0,8.548345431821864e-06,0.0,0.0,1
0.07431986620222972,0.0,0.0,0.07432183928272901,0.0,0.0,0.0020749270434705816,0.0,0.0,0.1875409040011996,0.0,0.0,0.0026083625452713983,0.0,0.0,3.6037324880118644e-06,0.0,0.0,1
0.04637505804797889,0.0,0.0,0.09467589944832075,0.0,0.0,0.0021273421819111246,0.0,0.0,0.1875409040011996,0.0,0.0,0.002721097734162838,0.0,0.0,4.886908375826187e-06,0.0,0.0,1
0.04637505804797889,0.0,0.0,0.09467589944832075,0.0,0.0,0.0021273421819111246,0.0,0.0,0.12222133076219131,0.0,0.0,0.005944919512259677,0.0,0.0,4.886908375826187e-06,0.0,0.0,1
0.05625848151000947,0.0,0.0,0.07155321460938119,0.4268292682926829,0.37109375,0.0023474450525742666,0.0,0.0,0.12222133076219131,0.0,0.0,0.005944919512259677,0.0,0.0,3.84775633827326e-06,0.03654831972659958,0.015377144707024927,1
0.17309728084548126,0.9185232336091661,0.8571428571428571,0.07155321460938119,0.4268292682926829,0.37109375,0.0036447248178260974,0.0,0.0,0.07391729648901775,0.0,0.0,0.11201004110819239,0.48637489677952106,0.26098081023454156,3.84775633827326e-06,0.03654831972659958,0.015377144707024927,1
0.17309728084548126,0.9185232336091661,0.8571428571428571,0.04062211292266812,0.0,0.0,0.0036447248178260974,0.0,0.0,0.1341004833504073,0.0,0.0,0.11201004110819239,0.48637489677952106,0.26098081023454156,3.886870245461584e-05,0.3401367002088475,0.46795079313693755,1
0.037496339226945626,0.0,0.0,0.10638962455896456,0.0,0.0,0.015139664919892314,0.5,0.5,0.1341004833504073,0.0,0.0,0.0030783053332272057,0.0,0.22196162046908316,3.886870245461584e-05,0.3401367002088475,0.46795079313693755,1
0.11676956658305632,0.0,0.0,0.10638962455896456,0.0,0.0,0.0024176813380845943,0.0,0.0,0.06336511524592851,0.0,0.0,0.0030783053332272057,0.0,0.22196162046908316,2.8779589822755287e-06,0.0,0.0,1
0.06822154268361813,0.0,0.0,0.06833167624259806,0.0,0.0,0.0024176813380845943,0.0,0.0,0.06336511524592851,0.0,0.0,0.0015575831553664423,0.0,0.0,4.594150862472729e-06,0.0,0.0,1
0.10474152087961572,0.0,0.0,0.06833167624259806,0.0,0.0,0.002946860504701602,0.0,0.0,0.06336511524592851,0.0,0.0,0.010268419945088,0.03468208092485549,0.035820895522388055,1.1531536366383859e-05,0.05581925194607936,0.04758821625121399,1
0.10474152087961572,0.0,0.0,0.04988231722875771,0.0,0.0,0.003155543999572456,0.051756007393715345,0.043010752688172046,0.06336511524592851,0.0,0.0,0.010268419945088,0.03468208092485549,0.035820895522388055,1.1531536366383859e-05,0.05581925194607936,0.04758821625121399,1
0.04727442004460102,0.0,0.0,0.1756390064494558,0.0,0.0,0.005529715683903006,0.025878003696857672,0.021505376344086023,0.06336511524592851,0.0,0.0,0.001107345470216316,0.008670520231213872,0.008955223880597014,2.1298820166066235e-06,0.0,0.0,1
0.12603494003766583,0.0,0.0,0.1756390064494558,0.0,0.0,0.0032546951216477506,0.0,0.0,0.1408087395471445,0.16417910447761194,0.19999999999999998,0.004708816500142446,0.0,0.0,5.85539787166277e-06,0.0,0.0,1
0.1310203619963566,0.24506683640992996,0.41125541125541126,0.06262813124158623,0.4268292682926829,0.37109375,0.0032546951216477506,0.0,0.0,0.1408087395471445,0.16417910447761194,0.19999999999999998,0.00496009482325044,0.15895953757225434,0.08102345415778252,6.713125579288816e-06,0.07309663945319916,0.030754289414049854,1
0.06281687425871835,0.0,0.0,0.09121382629583027,0.0,0.0,0.001957756309238203,0.0,0.0,0.07720065278231293,0.0,0.0,0.00496009482325044,0.15895953757225434,0.08102345415778252,9.655150662953347e-06,0.0,0.0,1
0.06281687425871835,0.0,0.0,0.09121382629583027,0.0,0.0,0.001957756309238203,0.0,0.0,0.13803497528592512,0.0,0.0,0.003270387040455121,0.0,0.0,9.655150662953347e-06,0.0,0.0,1
0.039994493241476144,0.0,0.0,0.03896047618628632,0.0,0.0,0.004456742178086346,0.118607516943931,0.04864311315924219,0.21198870874389159,0.0,0.0,0.003270387040455121,0.0,0.0,2.2594173120817836e-06,0.0,0.0,1
0.039994493241476144,0.0,0.0,0.18144351666915962,0.0,0.0,0.004456742178086346,0.118607516943931,0.04864311315924219,0.21198870874389159,0.0,0.0,0.0019492699015488109,0.0,0.0,2.2594173120817836e-06,0.0,0.0,1
0.06053219342900861,0.0,0.0,0.18144351666915962,0.0,0.0,0.0021363138216267245,0.0,0.0,0.09716898765487465,0.41044776119402987,0.5,0.0019492699015488109,0.0,0.0,1.6827652600591458e-06,0.0,0.0,1
0.14504932053662487,0.0,0.0,0.04058878780146586,0.0,0.0,0.006565540596455982,0.0,0.0,0.09716898765487465,0.41044776119402987,0.5,0.0020503111641393067,0.0,0.0,1.6827652600591458e-06,0.0,0.0,1
0.14504932053662487,0.0,0.0,0.04058878780146586,0.0,0.0,0.006565540596455982,0.0,0.0,0.051657461660600854,0.0,0.0,0.0020503111641393067,0.0,0.0,5.130322737857145e-06,0.0,0.0,1
0.0437185913637352,0.0,0.0,0.03395631879492842,0.0,0.0,0.00188033965864636,0.0,0.0,0.13893608955646397,0.0,0.0,0.00311572589739023,0.0,0.0,5.130322737857145e-06,0.0,0.0,1
