front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_read,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,label
0.01181347987398838,0.014250069237876264,0.11624129930394433,0.00010015326012075844,0.0005414542865993504,0.0001131826151366637,0.4919792781569667,0.0,0.0,0.0,0.0,0.0,0.0,0.028989030687495018,0.36912751677857614,0.0,0.017924252324150864,0.0,0.002536518826960245,0.0,0.0070746530087108725,0.9991100414896151,0.0,0.013520780877487214,0.0,0.0,0.7011331818912998,0.007500090125228814,0.011647254575707144,0.028690473693072836,0.03523610572855182,0.0,0.031573588089364266,0.0,0.0,0.0,0
0.01181347987398838,0.014250069237876264,0.11624129930394433,0.0,0.0,0.0001131826151366637,0.5336682580215388,0.0,0.0,0.0,0.12852329666371734,0.1295888524438534,0.02828172420875323,0.09376445416238517,0.8657718120805384,0.0,0.07366101652223449,0.1771821652495775,0.1755273310678674,0.9605751283823865,0.08284560071502009,0.9991100414896151,0.0,0.019682266758948675,0.16993360336084032,0.173875743353585,0.7011331818912998,0.0,0.011647254575707144,0.03748041386108903,0.0571815428304383,0.0,0.031573588089364266,0.0,0.1169518365476982,0.11257706479611986,0
0.01181347987398838,0.14700862882520407,0.5280742459396754,0.2180815630015951,0.21908275190742604,0.0026936297687571694,0.5336682580215388,0.8834106812846392,0.24639610031451292,0.4324942791762014,0.16706173855505838,0.1678225000356645,0.02828172420875323,0.19088169682602435,0.8422818791946156,0.0,0.07366101652223449,0.1771821652495775,0.1755273310678674,0.9605751283823865,0.1185580460673189,0.9991100414896151,0.0,0.019682266758948675,0.1891870547505682,0.19487751125225458,0.7011331818912998,0.25493511830715304,0.03494176372712143,0.03748041386108903,0.0571815428304383,0.9255884550825774,0.13449378081640273,0.0,0.15175923451971007,0.14542103206964518,0
0.04035600559248974,0.32198730730071795,0.8291415313225059,0.2831153674475462,0.2835629260300693,0.0026936297687571694,0.44153714726631393,0.8834106812846392,0.2816917071246655,0.4324942791762014,0.2035780337286026,0.2054257850303807,0.02828172420875323,0.2222299507067576,0.8422818791946156,0.0,0.07366101652223449,0.28202648266579944,0.2804486012906025,0.9605751283823865,0.282192990772427,0.9991100414896151,0.0,0.3869114829713015,0.23019786888325813,0.23961232696481566,0.5260740587266712,0.2826995308849652,0.03494176372712143,0.025623596414588223,0.027579175063757677,0.9255884550825774,0.3063733422495483,0.0,0.15175923451971007,0.14542103206964524,0
0.04035600559248974,0.32198730730071795,0.8291415313225059,0.2831153674475462,0.2835629260300693,0.0026936297687571694,0.44153714726631393,0.8834106812846392,0.3485185510915282,0.4324942791762014,0.45462580846703715,0.45544198832613714,0.02756029832661816,0.36899198471549277,0.6275167785234999,0.0,0.11276886073308329,0.28202648266579944,0.2804486012906025,0.9395688673162181,0.282192990772427,0.9991100414896151,0.0,0.3869114829713015,0.23019786888325813,0.23961232696481566,0.5260740587266712,0.3603869833905746,0.11813643926788675,0.42120080373924634,0.44316004570030276,0.9255884550825774,0.32907616246036425,0.0,0.3417504014138895,0.3355851861189664,0
0.04035600559248974,0.3937283574317828,0.849002320185615,0.23120188692487584,0.23011791377250573,0.002727770791519461,0.44153714726631393,0.9213261463811471,0.3940745076543729,0.5457665903890154,0.45462580846703715,0.45544198832613714,0.02756029832661816,0.4243780396692485,0.5872483221477296,0.0,0.19303905779035993,0.5012981335180536,0.49439943982854234,0.9395688673162181,0.5049097804199897,0.9991100414896151,0.0,0.3869114829713015,0.47737887459081274,0.48266916950271593,0.5260740587266712,0.48815102355899165,0.11813643926788675,0.42120080373924634,0.44316004570030276,0.9443565340021401,0.46487385250929075,0.0,0.49643677223391275,0.46819319800534787,0
0.040532670987899456,0.6455281162512874,0.8367053364269141,0.6065158650085153,0.6090515759520438,0.002727770791519461,0.543774605185755,0.9213261463811471,0.3805938977774896,0.5457665903890154,0.6414791318979132,0.6424776680038138,0.02756029832661816,0.6018636034777938,0.37919463087246186,0.0,0.2466709354570365,0.5012981335180536,0.49439943982854234,0.9395688673162181,0.6758758652687864,0.9991100414896151,0.0,0.3869114829713015,0.6654469119122493,0.6710363193987405,0.4799821948240517,0.5698641187210609,0.206322795341098,0.6255939016870254,0.6296340703839154,0.9443565340021401,0.4107488385935577,0.0,0.5511203625237759,0.5290672208841556,0
0.040532670987899456,0.6455281162512874,0.8367053364269141,0.6065158650085153,0.6090515759520438,0.002727770791519461,0.543774605185755,0.9213261463811471,0.7916024265042584,0.7551487414187639,0.7390807515002014,0.7398841734285934,0.027283325303162007,0.6267372940145063,0.37919463087246186,0.0,0.2466709354570365,0.7943171392760824,0.7791138748039652,0.9379289075134255,0.6758758652687864,0.9991100414896151,0.0,0.4659004277991675,0.7423589546256895,0.7462752205684889,0.4799821948240517,0.730530833589526,0.2695507487520796,0.6255939016870254,0.6296340703839154,0.9443565340021401,0.5745411011863817,0.0,0.7481991195296597,0.7381753110977385,0
0.040532670987899456,0.6870375863288589,0.8330394431554526,0.806226636548416,0.8087626155595556,0.002722088717799209,0.543774605185755,0.9339844156745687,0.8065435841199051,0.7574370709382157,0.7390807515002014,0.7398841734285934,0.027283325303162007,0.7332339144998047,0.8355704697986539,0.0,0.2763062392451891,0.86000422278697,0.8487901466203799,0.9379289075134255,0.7444577358855585,0.9991100414896151,0.0,0.4659004277991675,0.7423589546256895,0.7462752205684889,0.4799821948240517,0.8861687220868314,0.2695507487520796,0.46830351070433013,0.4542596440814719,0.9128960818135462,0.546842933392743,0.0,0.7481991195296597,0.7381753110977385,0
0.04029817924743101,0.9567982661033423,0.8981902552204177,0.8593347047978909,0.8613287808275832,0.002722088717799209,0.543774605185755,0.9339844156745687,0.8185395782794741,0.7597254004576657,0.8219021052506507,0.8207877172153467,0.027283325303162007,0.8352821121314298,0.8355704697986539,0.0,0.2763062392451891,0.86000422278697,0.8487901466203799,0.9379289075134255,0.866744735481952,0.9991100414896151,0.792847007157136,0.5612376345660547,0.7873024984016888,0.7836249743300522,0.3471085819333939,0.8769890140583831,0.3618968386023296,0.9772470667090566,0.9753200837864063,0.9128960818135462,0.6448894023057963,0.0,0.7481991195296597,0.7381753110977385,0
