front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_net_in,shipping_ctn_net_out,shipping_ctn_mem,label
0.0,0.031591202402155134,0.24982082064146205,0.0,0.0,0.02908455164599788,0.5551260765798485,0.02869777765805509,0.007283081506452911,0.0,0.022478657203804018,0.022749418927538866,0.0,0.00038925088667134664,0.0,0.0,0.00025102449650273614,0.001061588951802488,0.0,0.020360472262705917,1.0,0.0,0.006990079880078211,0.0001498977080476281,0.0027307273464176537,0.03854949284146809,0.0052200832479912945,0.445923460898503,0.0058928493191514955,0.0073205366413560125,0.0,0.0,0.03285232960705251,0.04789695083475089,0.0,0
0.0,0.10280983640776438,0.41282924207131333,0.08581989135939627,0.09021094727336842,0.02908455164599788,0.5551260765798485,0.02869777765805509,0.0002145950273815117,0.0,0.03139829140336612,0.03035162530702549,0.010584373927572879,0.016469275867569463,0.002270975269287767,0.0,0.0,0.0,0.449649862613288,0.08240574167897034,1.0,0.0,0.05476055986989128,0.0001498977080476281,0.0027307273464176537,0.03854949284146809,0.057727252324327905,0.445923460898503,0.006767088727147777,0.003434271684641027,0.0,0.05310465295379353,0.03285232960705251,0.04789695083475089,0.0,0
0.0,0.10280983640776438,0.41282924207131333,0.11811114568453865,0.12305015502711017,0.6151960016647344,0.6048004178405242,0.8731651852741482,0.12121065183950068,0.29980276134122263,0.26096877906793864,0.2603246685221969,0.010584373927572879,0.020784355153901646,0.002270975269287767,0.0019289853161879554,0.2570035105058777,0.25445856076020607,0.449649862613288,0.09004309762328058,1.0,0.0,0.0644430259793147,0.19898882958354777,0.2030369504197502,0.03854949284146809,0.18058154272820956,0.5723793677204663,0.006767088727147777,0.003434271684641027,0.12231521035748565,0.03664956787079826,0.25583394367191037,0.2728215911643088,0.0,0
0.07196944158611063,0.1291131274203152,0.41282924207131333,0.11811114568453865,0.12305015502711017,0.6151960016647344,0.5512023986152323,0.8731651852741482,0.3093192659183425,0.609467455621302,0.2916348946853027,0.29144541113637407,0.010584373927572879,0.040670342804815934,0.002375148446778219,0.2945393123121704,0.2570035105058777,0.25445856076020607,0.449649862613288,0.27646681948045637,1.0,0.0,0.0644430259793147,0.3031058242201748,0.3044995698100101,0.013534196327147585,0.21136555889024902,0.5723793677204663,0.300444365878098,0.30591597183809466,0.12231521035748565,0.2104255918343242,0.25583394367191037,0.2728215911643088,0.0,0
0.07196944158611063,0.4759863512899576,0.8687511198709907,0.3859955866665174,0.39022437664976584,0.6151960016647344,0.5512023986152323,0.8731651852741482,0.3093192659183425,0.609467455621302,0.36302152302711044,0.36389035050983015,0.01067432085721034,0.040670342804815934,0.002375148446778219,0.45090993211510383,0.2570035105058777,0.25445856076020607,0.4522265509001724,0.38318795649913495,1.0,0.0,0.04905699010038516,0.3031058242201748,0.3044995698100101,0.013534196327147585,0.37190775777548246,0.6755407653910153,0.38957492275939276,0.39567062912956613,0.12231521035748565,0.24270881486410972,0.25583394367191037,0.2728215911643088,0.0,0
0.07196944158611063,0.4759863512899576,0.8687511198709907,0.4925806659939652,0.49655811180475223,0.6788367763439977,0.5512023986152323,0.9498279062688189,0.5621474879635895,0.6193293885601578,0.3056431762993145,0.3056613663625302,0.01067432085721034,0.03761240489542696,0.002375148446778219,0.42186933557926964,0.5566671920718566,0.5517515622847937,0.4522265509001724,0.38318795649913495,1.0,0.0,0.04212196987189442,0.5040333158529012,0.5044172209661953,0.013534196327147585,0.5224935237890509,0.652246256239601,0.5009037319760314,0.498808778749714,0.12783423393164273,0.2181639969420341,0.3868218368724056,0.3842420688617505,0.0,0
0.07105834235915463,0.5859555934130997,0.8664665830496328,0.5898670857466014,0.5933724315801109,0.6788367763439977,0.4421591599409875,0.9498279062688189,0.5621474879635895,0.6193293885601578,0.5727415855027326,0.5732366694156877,0.01067432085721034,0.049680800336669745,0.004166927099610529,0.42186933557926964,0.5566671920718566,0.5517515622847937,0.4522265509001724,0.5836859456998755,1.0,0.0,0.06607879705939076,0.5040333158529012,0.5044172209661953,0.011971957039663965,0.6359656520974293,0.652246256239601,0.6847108888626963,0.6792967441409019,0.12783423393164273,0.5760121154146808,0.498262108837576,0.5084981392197546,0.0,0
0.07105834235915463,0.7114450404563716,0.8706325031356388,0.6722597610687842,0.6711980014543677,0.6788367763439977,0.5863285895124477,0.9498279062688189,0.6813442523047564,0.6193293885601578,0.7610512452643073,0.761619800400685,0.010538042090455804,0.08688016855745455,0.005708690126466465,0.42186933557926964,0.5566671920718566,0.5517515622847937,0.45562128743773417,0.7233001432492749,1.0,0.0,0.5294992914262624,0.7941188608688425,0.7969826435990722,0.011971957039663965,0.6792517048513522,0.6605657237936775,0.6847108888626963,0.6792967441409019,0.12783423393164273,0.6367864861122122,0.498262108837576,0.5084981392197546,0.0,0
0.07105834235915463,0.7920374028381717,0.8706325031356388,0.7530289931570636,0.7528831560602133,0.6781789080825928,0.5863285895124476,0.9604177166761991,0.8619546167801901,0.6193293885601578,0.7610512452643073,0.761619800400685,0.010538042090455804,0.1053459937052595,0.005708690126466465,0.47845096080139426,0.9140397263794591,0.9053779326168377,0.45562128743773417,0.7233001432492749,1.0,0.0,0.8643659939894212,0.7941188608688425,0.7969826435990722,0.011971957039663965,0.8441486846095885,0.7271214642262898,0.5814200587148565,0.5620843290796584,0.12939884691972658,0.6367864861122122,0.729237122409352,0.7033836847082121,0.0,0
0.07080251400075997,0.9171613144161317,0.8892223615839454,0.9664196696060487,0.969665285733489,0.6781789080825928,0.6644496609285341,0.9604177166761991,0.8619546167801901,0.6193293885601578,0.8058825577089167,0.8066353000930812,0.010538042090455804,0.1053459937052595,0.005708690126466465,0.5822758361814968,0.9140397263794591,0.9053779326168377,0.45562128743773417,0.8693120359359755,1.0,0.0,0.8643659939894212,0.8543512804285612,0.8550603324508486,0.009992968302889906,0.8441486846095885,0.7271214642262898,0.972671659541416,0.9821442263311169,0.12939884691972658,0.8652553870121826,0.9010451121396275,0.8802574299679662,0.0,0
