food_cpu,food_rx,food_tx,inside_cpu,inside_rx,inside_tx,assurance_cpu,assurance_rx,assurance_tx,train_cpu,train_rx,train_tx,order_other_cpu,order_other_rx,order_other_tx,security_cpu,security_rx,security_tx,label
0.01126499276570614,0.0,0.0,0.21680874409970768,0.0,0.0,0.10250550840062866,0.7627849661121381,0.4188428059395801,0.13752690148999222,0.0,0.0,6.798546947775169e-06,0.0,0.0,0.028739033573267177,0.0,0.0,0
0.01126499276570614,0.0,0.0,0.21680874409970768,0.0,0.0,0.10250550840062866,0.7627849661121381,0.4188428059395801,0.13752690148999222,0.0,0.0,6.798546947775169e-06,0.0,0.0,0.028739033573267177,0.0,0.0,0
0.004799353225217412,0.4538562953197099,0.4166666666666667,0.3176501202739326,0.0,0.0,0.01589147561236254,0.0,0.24142345110087046,0.06053224368963048,0.0,0.0,7.3435797439410335e-06,0.0,0.0,0.028739033573267177,0.0,0.0,0
0.011917086914537437,0.0,0.0,0.3176501202739326,0.0,0.0,0.01589147561236254,0.0,0.24142345110087046,0.16394254349993984,0.0,0.0,1.1735563664798375e-05,0.0,0.0,0.01143148386628285,0.0,0.0,0
0.011917086914537437,0.0,0.0,0.1444954188381497,0.0,0.0,0.02192046034084674,0.118607516943931,0.04864311315924219,0.08438582313697975,0.0,0.0,7.117909268849102e-06,0.11806194418889912,0.044721666470519006,0.01143148386628285,0.0,0.0,0
0.0012856412834362824,0.0,0.0,0.1444954188381497,0.0,0.0,0.012224014182059088,0.0,0.0,0.048265740110095504,0.0,0.0,5.141911853723471e-06,0.0,0.0,0.003724679712134019,0.0,0.0,0
0.0034238518052871927,0.05537244561634805,0.21212121212121213,0.10076857339024646,0.0,0.0,0.012305463234527043,0.051756007393715345,0.043010752688172046,0.048265740110095504,0.0,0.0,5.141911853723471e-06,0.0,0.0,0.02011807811402813,0.0,0.0,0
0.0034238518052871927,0.05537244561634805,0.21212121212121213,0.13948154710769473,0.0,0.0,0.012305463234527043,0.051756007393715345,0.043010752688172046,0.04700845249468312,0.4268292682926829,0.37109375,2.272019464170477e-06,0.0,0.0,0.02011807811402813,0.0,0.0,0
0.0023880718283695273,0.0,0.0,0.13948154710769473,0.0,0.0,0.0028984910019976213,0.012939001848428836,0.010752688172043012,0.04700845249468312,0.4268292682926829,0.37109375,9.260109391108062e-06,0.0,0.0,0.0025738554456776414,0.0,0.0,0
0.0059035271600014205,0.0,0.0,0.060559782472748444,0.0,0.0,0.019699324711110015,0.0,0.0,0.051704690888766724,0.0,0.0,9.260109391108062e-06,0.0,0.0,0.010112482256499244,0.0,0.0,0
0.0059035271600014205,0.0,0.0,0.2745027103169759,0.8208955223880597,0.7421875,0.009850101067018894,0.0,0.0,0.052883111142973324,0.0,0.0,2.8612177964726634e-06,0.0,0.0,0.010112482256499244,0.0,0.0,0
0.003338175067272365,0.12689518787079762,0.23989898989898992,0.2745027103169759,0.8208955223880597,0.7421875,0.009850101067018894,0.0,0.0,0.06015843743477273,0.0,0.0,2.8612177964726634e-06,0.0,0.0,0.009738635950399747,0.045942720763723154,0.013070996147495871,0
0.003338175067272365,0.12689518787079762,0.23989898989898992,0.10973806305019772,0.0,0.0,0.005712023259816185,0.0,0.0,0.06015843743477273,0.0,0.0,2.7149541719951995e-06,0.0,0.0,0.008340701620260547,0.0,0.0,0
0.0028548395816695876,0.0,0.0,0.18607346211585796,0.0,0.0,0.005712023259816185,0.0,0.0,0.03725485499547118,0.0,0.0,7.21389145703289e-06,0.0,0.0,0.008340701620260547,0.0,0.0,0
0.006933019138852694,0.0,0.0,0.18607346211585796,0.0,0.0,0.013918575031278618,0.118607516943931,0.04864311315924219,0.03725485499547118,0.0,0.0,7.21389145703289e-06,0.0,0.0,0.004028345895131479,0.0,0.0,0
0.00502274301818806,0.0,0.0,0.10102431650319639,0.0,0.0,0.01053679040387354,0.0,0.0,0.03485653609709048,0.0,0.0,2.14329224728706e-06,0.05903097209444956,0.022360833235259503,0.011292022781565166,0.0,0.0,0
0.00502274301818806,0.0,0.0,0.1693620497381153,0.0,0.0,0.012074307677002832,0.0,0.0,0.11919145014376809,0.8536585365853658,0.7421875,2.14329224728706e-06,0.05903097209444956,0.022360833235259503,0.011292022781565166,0.0,0.0,0
0.00011346408703155446,0.0,0.0,0.10661351690088629,0.0,0.0,0.013992354197119295,0.0,0.0,0.05947642253977439,0.0,0.0,3.402868125408642e-06,0.0,0.0,0.008491316860125813,0.0,0.0,0
0.00732772554971662,0.0,0.0,0.10661351690088629,0.0,0.0,0.013992354197119295,0.0,0.0,0.050004160357625504,0.0,0.0,1.222333790591962e-05,0.0,0.0,0.008491316860125813,0.0,0.0,0
0.00732772554971662,0.0,0.0,0.13454663839678566,0.41044776119402987,0.37109375,0.00822897144006524,0.0,0.0,0.050004160357625504,0.0,0.0,1.222333790591962e-05,0.0,0.0,0.005635887287717506,0.0,0.0,0
0.0025959627749924737,0.0,0.0,0.13454663839678566,0.41044776119402987,0.37109375,0.00822897144006524,0.0,0.0,0.042046568798252526,0.0,0.0,1.0616828230300438e-06,0.0,0.0,0.005635887287717506,0.0,0.0,0
0.0025959627749924737,0.0,0.0,0.12061479897657955,0.0,0.0,0.0069747861326997515,0.0,0.0,0.042046568798252526,0.0,0.0,3.5915686081208107e-06,0.0,0.0,0.01054652685502279,0.045942720763723154,0.013070996147495871,0
0.0024129215839167836,0.12689518787079762,0.23989898989898992,0.1237341182593489,0.0,0.0,0.016058443144325543,0.0,0.0,0.017937025121466173,0.0,0.0,3.5915686081208107e-06,0.0,0.0,0.01054652685502279,0.045942720763723154,0.013070996147495871,0
0.0031841264862730195,0.0,0.0,0.1237341182593489,0.0,0.0,0.016058443144325543,0.0,0.0,0.10731694655955948,0.0,0.0,3.97305724150746e-06,0.0,0.0,0.00442316884198301,0.0,0.0,0
0.006452779736705818,0.0,0.0,0.05463195579265616,0.0,0.0,0.01198110418289899,0.118607516943931,0.04864311315924219,0.10731694655955948,0.0,0.0,3.97305724150746e-06,0.0,0.0,0.006525988868494617,0.0,0.0,0
0.006452779736705818,0.0,0.0,0.12269098503660113,0.0,0.0,0.006796154926989943,0.0,0.0,0.04464752256754072,0.0,0.0,4.0330242666217644e-06,0.05903097209444956,0.022360833235259503,0.006525988868494617,0.0,0.0,0
0.0014160674848298174,0.0,0.0,0.12269098503660113,0.0,0.0,0.006796154926989943,0.0,0.0,0.04464752256754072,0.0,0.0,3.3114354180561952e-06,0.0,0.0,0.004191185178495221,0.0,0.0,0
0.004596110089591956,0.0,0.0,0.12659676106014295,0.0,0.0,0.003716264298665569,0.0,0.0,0.03063091468696376,0.4268292682926829,0.37109375,3.599681536900975e-06,0.0,0.0,0.02051562130892076,0.0,0.0,0
0.006166082408689237,0.0,0.0,0.11393971705478016,0.0,0.0,0.0071283654010234265,0.0,0.0,0.03063091468696376,0.4268292682926829,0.37109375,8.171479163098983e-06,0.0,0.0,0.02051562130892076,0.0,0.0,0
0.006166082408689237,0.0,0.0,0.2588650456660129,0.8208955223880597,0.7421875,0.020976761726061548,0.0,0.0,0.03902148388648008,0.0,0.0,8.171479163098983e-06,0.0,0.0,0.003135774465714547,0.0,0.0,0
0.0013089245681873968,0.0,0.0,0.2588650456660129,0.8208955223880597,0.7421875,0.008987140489570528,0.0,0.0,0.1325696914149664,0.0,0.0,1.951153130914992e-06,0.0,0.0,0.015329280619023743,0.09188544152744631,0.026141992294991742,0
0.0013089245681873968,0.0,0.0,0.1045567449165923,0.0,0.0,0.008987140489570528,0.0,0.0,0.1325696914149664,0.0,0.0,1.951153130914992e-06,0.0,0.0,0.015329280619023743,0.09188544152744631,0.026141992294991742,0
0.003171329341321955,0.12689518787079762,0.23989898989898992,0.1045567449165923,0.0,0.0,0.0027501308872960534,0.0,0.0,0.00953335309051144,0.0,0.0,2.4885410518841617e-06,0.0,0.0,0.007556143387119693,0.0,0.0,0
0.006608144153173923,0.0,0.0,0.049091477258090335,0.0,0.0,0.0294239845554201,0.237215033887862,0.09728622631848438,0.0808574058914169,0.0,0.0,8.716630532839326e-06,0.0,0.0,0.007556143387119693,0.0,0.0,0
0.006608144153173923,0.0,0.0,0.14989085182617384,0.0,0.0,0.009124865633268198,0.0,0.0,0.09257934911976931,0.0,0.0,8.716630532839326e-06,0.0,0.0,0.004680374554253497,0.0,0.0,0
0.0016269549979404407,0.0,0.0,0.14989085182617384,0.0,0.0,0.012121960818769931,0.0,0.0,0.05332042857442111,0.0,0.0,3.786297620988085e-06,0.05903097209444956,0.022360833235259503,0.004680374554253497,0.0,0.0,0
0.00536668103200246,0.0,0.0,0.10960141782488432,0.0,0.0,0.012121960818769931,0.0,0.0,0.05332042857442111,0.0,0.0,4.7067468353843665e-06,0.0,0.0,0.008220259508248583,0.0,0.0,0
0.00536668103200246,0.0,0.0,0.11409428296538059,0.0,0.0,0.007025192567102282,0.0,0.0,0.02453901610087611,0.4268292682926829,0.37109375,4.7067468353843665e-06,0.0,0.0,0.01107670206005295,0.0,0.0,0
0.002216349770976072,0.0,0.0,0.11391470276490041,0.0,0.0,0.015973847471702808,0.0,0.0,0.02453901610087611,0.4268292682926829,0.37109375,3.042909956861659e-06,0.0,0.0,0.01107670206005295,0.0,0.0,0
0.002216349770976072,0.0,0.0,0.11391470276490041,0.0,0.0,0.015973847471702808,0.0,0.0,0.04331120067587241,0.0,0.0,8.321768048394297e-06,0.0,0.0,0.003981657788585168,0.0,0.0,0
