front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,orders_ctn_read,carts_ctn_read,label
0.004564415408303227,0.00011416185345811299,0.02928039702233254,0.000400972364032127,0.0024040593981127407,0.0,0.3495530289005371,0.005573216665998443,0.0,0.0,0.0005582891039320535,0.001267082812630627,0.0,0.0,0.038194444444457076,0.014177829140315928,0.0003967687223271367,0.0027976432747115355,0.0,0.0,0.9999999999999999,0.011405236032592948,0.00022729019623338816,0.0036589950418475254,0.026019770303364227,0.00041614203786663516,0.016859032550901307,0.0053929431056354525,0.02328612787194191,0.0,0.0,1.0,0.00168976050045489,0.02744105811642568,0.0,0.0,0
0.06710157220265413,0.02857242995839191,0.2111436950146628,0.0003267894063917066,0.002219518253400077,0.0,0.44849132938502084,0.005573216665998443,0.051740613072106104,0.1328382838283826,0.09505784656017727,0.09764457352260104,0.0,0.01442098896176847,0.29166666666662877,0.0077079425845136135,4.411725249997621e-05,0.00012833100215770867,0.0,0.013527661625194488,0.9999999999999999,0.011405236032592948,0.00022729019623338816,0.003658995041847529,0.015719662398015727,0.0005584369533940519,0.016859032550901307,0.0053929431056354525,0.02328612787194191,0.0,0.015534145393907114,1.0,0.00168976050045489,0.02744105811642568,0.0,0.0,0
0.06710157220265413,0.04088653482261972,0.2111436950146628,0.0003267894063917066,0.002219518253400077,0.0,0.44849132938502084,0.005573216665998443,0.051740613072106104,0.1328382838283826,0.09505784656017727,0.09764457352260104,0.09854913748109613,0.01442098896176847,0.29166666666662877,0.0077079425845136135,0.09433346358930249,0.09204205173026561,0.9064041029518027,0.08250304737310575,0.9999999999999999,0.0,3.997600667816827e-05,0.0009535271720208915,0.015719662398015727,0.001889964984854887,0.018069424631478842,0.14362011714184428,0.1596867329030962,0.0,0.023729033006594194,1.0,0.000898100178353171,0.013642971029172793,0.0,0.0,0
0.06710157220265413,0.15208963188816157,0.5679224001804646,0.21001262386394665,0.2111903656878767,0.7870458676558447,0.44849132938502084,0.8330717753719555,0.13702233913854062,0.26567656765676606,0.09505784656017727,0.09764457352260103,0.09854913748109613,0.01345659372485393,0.29166666666662877,0.0,0.15166910325600588,0.14796185643311116,0.9064041029518027,0.08250304737310575,0.9999999999999999,0.14223080934324428,0.0,0.0,0.015719662398015727,0.001889964984854887,0.018069424631478842,0.14362011714184428,0.1596867329030962,0.6956443050272155,0.2259440877408217,1.0,0.00044905008917658527,0.0068214855145863965,0.0,0.0,0
0.4408351365555976,0.3110537031936923,0.9212271599368376,0.21001262386394665,0.2111903656878767,0.7870458676558447,0.33643712702057593,0.8330717753719555,0.20360455289049778,0.26567656765676606,0.31748483557277085,0.31962829334787574,0.09854913748109613,0.011151964832831315,0.29166666666662877,0.10377489448990893,0.15166910325600588,0.14796185643311116,0.9064041029518027,0.21476346514062447,0.9999999999999999,0.14223080934324428,0.3547243531776885,0.36152924892784855,0.004459970945471063,0.0069057686895070145,0.02018761077248951,0.21282794355735032,0.23064700629030416,0.6956443050272155,0.2259440877408217,1.0,0.0,0.0,0.0,0.0,0
0.4408351365555976,0.3508167399301173,0.9212271599368376,0.5201336742257537,0.5192010947639425,0.7870458676558447,0.3941030678453305,0.8330717753719555,0.33961580250546636,0.5519801980198018,0.31748483557277085,0.31962829334787574,0.09969268107116519,0.360145019468138,0.6770833333333712,0.10377489448990893,0.41531498531208166,0.41207647582960827,0.9030995306737156,0.23816367919116327,0.9999999999999999,0.14223080934324428,0.3547243531776885,0.36152924892784855,0.004459970945471063,0.00765584953832872,0.02018761077248951,0.4701670435810714,0.47467582305997347,0.6956443050272155,0.2259440877408217,1.0,0.4211232104605261,0.443994495599895,0.0,0.0,0
0.4408351365555976,0.4829395614257315,0.875795172569366,0.5201336742257537,0.5192010947639425,0.8028974500603405,0.3941030678453305,0.8535726630326604,0.449556618328459,0.891089108910891,0.4517427083935475,0.45393671218059595,0.09969268107116519,0.360145019468138,0.6770833333333712,0.4403032244601553,0.41531498531208166,0.41207647582960827,0.9030995306737156,0.4257934662972425,0.9999999999999999,0.450743015732588,0.3547243531776885,0.36152924892784855,0.004459970945471063,0.00754311440625697,0.02018761077248951,0.4701670435810714,0.47467582305997347,0.7090728147199747,0.26633822614855457,1.0,0.4211232104605261,0.4439944955998951,0.0,0.0,0
0.43341984802233885,0.601660841356516,0.8575682382133998,0.5201336742257536,0.5192010947639424,0.8028974500603405,0.48750750578147045,0.8535726630326604,0.5391279486118923,0.891089108910891,0.623029300309582,0.6247374128131132,0.09969268107116519,0.4971204244199862,0.6701388888889142,0.4403032244601553,0.578302481248026,0.5723881841780842,0.9030995306737156,0.5591846080666844,0.9999999999999999,0.450743015732588,0.7012021248999553,0.7083126727902522,0.003189947447419121,0.010378717825039234,0.02018761077248951,0.7031037011649153,0.6982345471820142,0.7090728147199747,0.44760368003869994,1.0,0.4211232104605261,0.4439944955998951,0.0,0.0,0
0.43341984802233885,0.6462741926892662,0.9019174374013086,0.5808507168439588,0.5763250050395815,0.8028974500603405,0.4772294587197859,0.8535726630326604,0.7044483599682448,0.9719471947194718,0.623029300309582,0.6247374128131132,0.09932107401830463,0.6278363862434647,0.5451388888889142,0.4143570403547131,0.7156802872819669,0.714074373566679,0.9248760718656431,0.6521466611557349,0.9999999999999999,0.450743015732588,0.7012021248999553,0.7083126727902522,0.003189947447419121,0.015410326357573924,0.023905243591406222,0.7891787770758428,0.7834581087349336,0.7090728147199747,0.6329517130173025,1.0,0.5771931248981432,0.593605827709267,0.0,0.0,0
0.43341984802233885,0.7487384206908838,0.8961876832844577,0.9354925183552845,0.9312773862417024,0.8166041331752065,0.4772294587197859,0.8686874813789237,0.7044483599682448,0.9719471947194718,0.7585183418027017,0.7589099818960036,0.09932107401830463,0.6278363862434647,0.5451388888889142,0.5048410318595337,0.7156802872819669,0.714074373566679,0.9248760718656431,0.7731517204556971,0.9999999999999999,0.45074301573258796,0.7012021248999553,0.7083126727902522,0.003189947447419121,0.014660245508752216,0.023905243591406222,0.7891787770758428,0.7834581087349336,0.7217141142058119,0.6329517130173025,1.0,0.5771931248981432,0.593605827709267,0.0,0.0,0
0.4313918196425613,0.9581147660131434,0.8961876832844577,0.9354925183552845,0.9312773862417024,0.8166041331752065,0.3034399223822566,0.8686874813789237,0.8103020307202928,0.9719471947194718,0.9672665784068568,0.9678182745397126,0.09932107401830463,0.7362719891491374,0.45138888888891415,0.6009932179420562,0.9700052334646003,0.9724910592679217,0.9248760718656431,0.7051804121460249,0.9999999999999999,0.5858751467586504,0.6350604789158583,0.6348625830264564,0.0031768335966523634,0.025144049998441963,0.026715082349889757,0.7891787770758428,0.7834581087349336,0.7217141142058119,0.7058306950735405,1.0,0.9109557649032023,0.9261767686595702,0.0,0.0,0
0.4313918196425613,0.8821867234902898,0.8961876832844577,0.9354925183552845,0.9312773862417024,0.8166041331752065,0.3034399223822566,0.8686874813789237,0.8950079232725956,1.0,0.9672665784068568,0.9678182745397126,0.09799353586560376,0.8023292618500741,0.45138888888891415,0.5195255937613471,0.9700052334646003,0.9724910592679217,0.9079795134686748,0.8851911029927043,0.9999999999999999,0.5858751467586504,0.7160178284328894,0.7169756385131355,0.0031768335966523634,0.025144049998441963,0.026715082349889757,0.9791991083372761,0.9640804416203854,0.7217141142058119,0.8583290652899026,1.0,0.9109557649032023,0.9261767686595702,0.0,0.0,0
0.4313918196425613,0.957743344147556,0.9227611098578841,0.9823357615417638,0.9768587465274331,0.8290849855860676,0.3034399223822566,0.8532841619574353,0.8953004705359632,1.0,0.9672665784068567,0.9678182745397125,0.09799353586560376,0.6003812040326949,0.45138888888891415,0.519525593761347,0.7747092366281136,0.7753583977360542,0.9079795134686748,0.9139862007695768,0.9999999999999999,0.6609779810448815,0.7805330577839568,0.7864140172665162,0.0031768335966523634,0.025553476759349967,0.026715082349889757,0.7613421286292761,0.7314379201034272,0.7424478702812551,0.8583290652899026,1.0,0.910709716797477,0.9271755297425626,0.0,0.0,0
0.42396342508060764,0.959075392906533,0.9227611098578841,0.7610343914555997,0.7551089484715118,0.8290849855860676,0.5033328815786515,0.8532841619574353,0.8173893700383159,1.0,0.9716917627072958,0.9718637183589517,0.09799353586560376,0.5328127393146341,0.6527777777778283,0.626065792076469,0.9676094984931856,0.9623615006798059,0.9079795134686748,0.9138219176995126,0.9999999999999999,0.6375192996945718,0.9564530970488283,0.965746598180257,0.0031652654389777574,0.025491694378549406,0.026715082349889757,0.67741864170451,0.6418187046032314,0.7424478702812551,0.8691849237805728,1.0,0.910709716797477,0.9271755297425626,0.0,0.0,0
0.42396342508060764,0.9590753929065325,0.9227611098578841,0.9794503585581366,0.9757462756482879,0.8290849855860676,0.6127778532009387,0.8532841619574353,0.8967934748253664,1.0,0.7847497091230854,0.7844493774107268,0.09651349184718877,0.8067747618554194,0.9409722222221717,0.5291945002393629,0.9693962527763686,0.9630508336583627,0.9138551893461241,0.757684005521694,0.9999999999999999,0.6375192996945718,0.9564530970488283,0.965746598180257,0.0031652654389777574,0.025628380390095604,0.026715082349889757,0.9805416475877727,0.9694508306824148,0.7424478702812551,0.8701271891160144,1.0,0.910709716797477,0.9271755297425626,0.0,0.0,0
0.42396342508060764,0.8785142992291984,0.9227611098578841,0.9786802287666894,0.9753181248889257,0.8403324161928569,0.6127778532009387,0.8628925848648105,0.9052394213454873,1.0,0.7035605694369935,0.7030551228024775,0.09651349184718877,0.8072414971773343,0.9930555555555429,0.5219736377523834,0.9693962527763686,0.9630508336583627,0.9138551893461241,0.7914109394230823,0.9999999999999999,0.5719680580659174,0.9602578151121893,0.968376109958761,0.0031652654389777574,0.025672076513773345,0.02840098560497989,0.9805416475877727,0.9694508306824148,0.7536506885458907,0.7472796085207479,1.0,0.916477525706606,0.9300930355923375,0.0,0.0,0
0.42476696612007336,0.731484196500658,0.9227611098578841,0.9776224206708324,0.9739465409694857,0.8403324161928569,0.46085511692507947,0.8628925848648105,0.9052394213454873,1.0,0.9721424934163634,0.9725436698391476,0.09651349184718877,0.8072414971773343,0.9930555555555429,0.3056353800027088,0.9732024065559025,0.9687129227446227,0.9138551893461241,0.6564581653338,0.9999999999999999,0.5747786558966451,0.9575145711672718,0.9670788455160094,0.0037956518436808168,0.020543317190111706,0.029568149396965365,0.9805416475877727,0.9694508306824148,0.7536506885458907,0.7904528388037536,1.0,0.6263620031945027,0.6196246112907821,0.0,0.0,0
0.42476696612007336,0.9596787845931312,0.9408075795172568,0.9749710895203335,0.9725016451277233,0.8403324161928569,0.4635426504773646,0.8628925848648105,0.9198289098798301,1.0,0.9721424934163634,0.9725436698391476,0.0976342108873098,0.8035494819106181,0.6319444444444571,0.3056353800027088,0.9716803799068577,0.9616378348144193,0.915378903598617,0.9203202779916282,0.9999999999999999,0.5747786558966451,0.9590518176601052,0.9700297796705232,0.0037956518436808168,0.01980733260950623,0.029568149396965365,0.9777843619894023,0.9663377862810476,0.7536506885458907,0.8734944572152501,1.0,0.7074301903379907,0.7091452347958255,0.0,0.0,0
0.42476696612007336,0.9606198254583621,0.9408075795172568,0.9749710895203335,0.9725016451277233,0.8474529215108941,0.4635426504773646,0.8834321507152171,0.9269363068803114,1.0,0.9721424934163634,0.9725436698391476,0.0976342108873098,0.7356549092604733,0.6319444444444571,0.5801149867596952,0.9716803799068577,0.9616378348144193,0.915378903598617,0.9200734184331802,0.9999999999999999,0.4887011867337096,0.9590518176601052,0.9700297796705232,0.0037956518436808168,0.01980733260950623,0.029568149396965365,0.9777843619894023,0.9663377862810476,0.7705317684701393,0.8910511039700078,1.0,0.7852223837152575,0.7921988183630352,0.0,0.0,0
0.4283320609050136,0.9643728017889653,0.9535754568012633,0.9749710895203335,0.9725016451277233,0.8474529215108941,0.47612437529773716,0.8834321507152171,0.9286881835317815,1.0,0.977451061222423,0.9782682817285131,0.0976342108873098,0.8162882645493995,0.48611111111108585,0.5801149867596952,0.9751287970676081,0.9672828024933231,0.915378903598617,0.9280720625021863,0.9999999999999999,0.4650210048713347,0.9536941781322444,0.9668541572706683,0.0040051348294994835,0.026210864019066336,0.02904940993386071,0.9802537154966858,0.9689269695860745,0.7705317684701393,0.8052298303181478,1.0,0.930239997536046,0.9470245403962417,0.0,0.0,0
0.4283320609050136,0.9694150801963572,0.9622377622377623,0.9780892898696852,0.975514984743023,0.8474529215108941,0.5846168328711301,0.8834321507152171,0.8559362287246204,1.0,0.9772940711546545,0.9780600210917209,0.09886614416542629,0.6989220597610878,0.48611111111108585,0.5949558672268203,0.7085513923586452,0.7061321721135964,0.9257099209842299,0.9378041487983634,0.9999999999999999,0.6534096544161361,0.9549421557595495,0.9681789451799099,0.0040051348294994835,0.021727478490697363,0.02904940993386071,0.6760194883228492,0.6438491403973359,0.7705317684701393,0.8339168049389277,1.0,0.9246855759191613,0.9418762376593095,0.0,0.0,0
0.4283320609050136,0.9718879651534374,0.9622377622377623,0.753957389109459,0.7494171968145918,0.8365185588188118,0.5846168328711299,0.8868391727409005,0.9449882925804051,1.0,0.9772940711546545,0.9780600210917209,0.09886614416542629,0.7344367990674376,0.48611111111108585,0.5949558672268203,0.781127759553602,0.7779406128989312,0.9257099209842299,0.9388797466590004,0.9999999999999999,0.6534096544161361,0.9549421557595495,0.9681789451799099,0.0040051348294994835,0.02292466931077494,0.02904940993386071,0.7602893837589245,0.7342602268732873,0.7672133505228806,0.7933164796772658,1.0,0.9246855759191613,0.9418762376593095,0.0,0.0,0
0.42811428349319497,0.9694770144939941,0.9478005865102639,0.980230908873241,0.9765683225607181,0.8365185588188118,0.27453401298146135,0.8868391727409005,0.9391344096545824,1.0,0.6408315061622614,0.6404931693066634,0.09886614416542629,0.7695344638050442,0.6284722222221717,0.5949558672268203,0.9849022865390425,0.9826168202608448,0.9257099209842299,0.9388797466590004,0.9999999999999999,0.6555081183811032,0.9644350403607418,0.9756065333059842,0.004513319443006855,0.026699190952906866,0.02904940993386071,0.9841383761646764,0.9702221496386829,0.7672133505228806,0.9070810797771299,1.0,0.9287772674667575,0.945316052331763,0.0,0.0,0
0.42811428349319497,0.9661546277472429,0.8957365215429731,0.783676603074745,0.7792516772944648,0.8365185588188118,0.27453401298146135,0.8868391727409005,0.9385569474830601,1.0,0.710502156353638,0.7098609110996892,0.10021955026753103,0.8291319179400727,0.6458333333333712,0.6397044889369775,0.9849022865390427,0.982616820260845,0.9226404146765128,0.7920857569904499,0.9999999999999999,0.6555081183811032,0.9647537679667534,0.9759711006001746,0.004513319443006855,0.026476638779321125,0.02904940993386071,0.9841383761646764,0.9702221496386829,0.7672133505228806,0.8184136281349835,1.0,0.936733374258381,0.9492548905927676,0.0,0.0,0
0.42811428349319497,0.7367173640212235,0.8890142115948567,0.70185057343464,0.6971082839027438,0.830020440167867,0.27453401298146135,0.8924787042675547,0.9326387732767233,1.0,0.7924008992835659,0.7919489507511968,0.10021955026753103,0.8291319179400727,0.6458333333333712,0.6051952586373213,0.9828782494075495,0.9810999446254344,0.9226404146765128,0.8322535595301934,0.9999999999999999,0.6555081183811032,0.9625860368284876,0.9760967928333865,0.004513319443006855,0.026476638779321125,0.02904940993386071,0.9841383761646764,0.9702221496386829,0.7893403442851079,0.9097466214561841,1.0,0.9383747268277445,0.9532095725843175,0.0,0.0,0
0.4349561043071638,0.8876260551624026,0.8890142115948567,0.6200245437945353,0.6149648905110229,0.830020440167867,0.5940467996103027,0.8924787042675547,0.9310810214134816,1.0,0.9802070016333306,0.9801891388780518,0.10021955026753103,0.8389534189444053,0.7638888888889142,0.5382909734499305,0.9817676372092371,0.9788683283323306,0.9226404146765128,0.8745896415517299,0.9999999999999999,0.6682018572122743,0.9625860368284876,0.9760967928333865,0.004133584842986926,0.026407165991182317,0.02904940993386071,0.9801513450207525,0.9664154857509502,0.7893403442851079,0.9139374905652378,1.0,0.9383747268277445,0.9532095725843175,0.0,0.0,0
0.4349561043071638,0.8846336461149981,0.8890142115948567,0.9851335186823815,0.9822136608524169,0.830020440167867,0.5940467996103027,0.8924787042675547,0.92719624100921,1.0,0.9788659976101605,0.9791963084507818,0.10003265772190739,0.8337469606337775,0.7638888888889142,0.5548631643575961,0.9817676372092371,0.9788683283323306,0.9177258333439114,0.8750693436019542,0.9999999999999999,0.6682018572122743,0.9625860368284876,0.9760967928333865,0.004133584842986926,0.02600120247064204,0.02904940993386071,0.9804939805443701,0.9650147556082234,0.7893403442851079,0.9158134244192011,1.0,0.9326414853632271,0.9462103680342965,0.0,0.0,0
0.4349561043071638,0.7508600997050326,0.8890142115948567,0.9851335186823815,0.9822136608524169,0.8278541769256862,0.5940467996103027,0.8780426742402746,0.9238157461370934,1.0,0.9788659976101605,0.9791963084507818,0.10003265772190739,0.8409860120691549,0.7673611111110858,0.32540879962495123,0.9789926718382984,0.9769525160114731,0.9177258333439114,0.9489797497897619,0.9999999999999999,0.6551832868011118,0.961238787932452,0.9708606944004696,0.004133584842986926,0.022936883679459577,0.02904940993386071,0.9804939805443701,0.9650147556082234,0.7888844231402818,0.9077853776567034,1.0,0.928668548903027,0.9384362671196679,0.0,0.0,1
