front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,label
0.0,0.0001876750531358811,0.0,8.89129399052409e-05,0.0002933580086172706,0.5206566176488254,0.20084241154045107,0.00010482285288811893,0.0005406211832679232,0.0,0.02270352451298586,0.024393357458836282,0.0,0.002805779634635467,0.23294509151412512,0.01782760476008919,0.0,0.0,0.0,0.0,0.995852961812168,0.0,0.04473128968542381,0.00040305227254094445,0.009933730582937601,1.0,0.0,0.0,0.0098811282114167,0.04512868642402175,0.6387276895068623,0.015803605151195624,0.0,0.0,0.0023248083684827905,0
0.08851708383647248,0.1387828430272393,0.6784007932930678,2.09278341313829e-05,0.0,0.5206566176488254,0.27813498652085744,0.00010482285288811893,0.0005406211832679232,0.0,0.02270352451298586,0.024393357458836282,0.0,0.0009409031862731305,0.23294509151412512,0.015415638144708362,0.11996238164740478,0.11583759172411501,0.0,0.0399880907461659,0.995852961812168,0.0,0.04473128968542381,0.0,0.0,0.484058083599189,0.12217282383512199,0.10743801652892593,0.009533149193230644,0.03658934871512669,0.6387276895068623,0.07974556006741518,0.0,0.09013094943157145,0.1056903838149805,0
0.08851708383647248,0.15870153330755735,0.6784007932930678,0.21171331537886984,0.21225656473269233,0.5206566176488254,0.27813498652085744,0.00010482285288811893,0.0,0.0,0.02270352451298586,0.024393357458836282,0.8654844261454867,0.1683618280981541,0.4425956738768946,0.07943522934798591,0.14536473160001792,0.14203522832540993,0.8189751975049212,0.14283674158863974,0.995852961812168,0.0,0.05615621920149566,0.20287310784772747,0.21123995212099128,0.484058083599189,0.14486108058086014,0.10743801652892593,0.009533149193230644,0.03658934871512669,0.6387276895068623,0.10148690980071964,0.0,0.09013094943157145,0.1056903838149805,0
0.08851708383647248,0.19809075557679987,0.6784007932930678,0.21171331537886984,0.21225656473269233,0.6355382006857486,0.2121919862233091,0.007137429176637833,0.02672949784646489,0.017605633802816906,0.3575844216286292,0.3584063523862749,0.8654844261454867,0.2556977048694912,0.4425956738768946,0.07943522934798591,0.14536473160001792,0.14203522832540993,0.8189751975049212,0.15734671514252271,0.995852961812168,0.0,0.20748433079357217,0.20287310784772747,0.21123995212099128,0.484058083599189,0.24047656734392434,0.1377410468319562,0.0024484913922222483,0.009116673996131225,0.6289952753355802,0.10148690980071964,0.0,0.09013094943157145,0.1056903838149805,0
0.0878596016448862,0.29090326692662777,0.8173172270801408,0.28464940740677064,0.2854276173672995,0.6355382006857486,0.459327675453899,0.007137429176637833,0.03547625364780435,0.017605633802816906,0.3575844216286292,0.3584063523862749,0.8654844261454867,0.3407066787290709,0.5757071547420765,0.08561046130888207,0.35785641333706597,0.3563144460258107,0.8189751975049212,0.3704424247503628,0.995852961812168,0.0,0.20748433079357217,0.3889449768094604,0.3921476535774184,0.27807292025656527,0.26676448245321094,0.1377410468319562,0.0,0.0,0.6289952753355802,0.18937671209066645,0.0,0.380404588571491,0.3807723680755272,0
0.0878596016448862,0.47804763292962943,0.8447218966916072,0.28464940740677064,0.2854276173672995,0.6355382006857486,0.459327675453899,0.007137429176637833,0.040232214729862374,0.01767512972572277,0.3575844216286292,0.3584063523862749,0.8589814134820797,0.4596279513707992,0.49916805324460256,0.1419507317444144,0.4484672337766494,0.44531848984972466,0.8212331452453976,0.4154467995287133,0.995852961812168,0.0,0.2705093678736188,0.5763285016930368,0.5795754784783494,0.27807292025656527,0.441659163707835,0.24793388429752028,0.5223381676429789,0.529541099111103,0.6289952753355802,0.3859559875498468,0.0,0.4496891922676493,0.46061054727731,0
0.0878596016448862,0.47804763292962943,0.8447218966916072,0.223757835698213,0.22278000632847436,0.6384982891192947,0.5316205397401697,0.00743186500351936,0.046007102271759255,0.01767512972572277,0.41970424763668607,0.41931315440172096,0.8589814134820797,0.5386790183904565,0.49916805324460256,0.20266098944401828,0.4484672337766494,0.44531848984972466,0.8212331452453976,0.5078302704679518,0.995852961812168,0.0,0.21873924522858532,0.5763285016930368,0.5795754784783494,0.27807292025656527,0.4063029799756266,0.24793388429752028,0.5223381676429789,0.529541099111103,0.6216768017047613,0.4121299208416757,0.0,0.4496891922676493,0.46061054727731,0
0.08866536523119725,0.586086816934545,0.8399891823672585,0.42153992462369205,0.4203607002887007,0.6384982891192947,0.4433780472381276,0.00743186500351936,0.054306714491406415,0.017767790956263907,0.750596552278068,0.7506785130474924,0.8589814134820797,0.7433463817116805,0.5091514143094855,0.20266098944401828,0.7915947284094146,0.7888642560252093,0.8212331452453976,0.6678206688193288,0.995852961812168,0.0,0.5320154927009717,0.6726814140165099,0.6770995176405682,0.1781930211806655,0.6720950751986695,0.31955922865013786,0.8597110571773633,0.8526980339520178,0.6216768017047613,0.6485306539352187,0.0,0.5731546832770301,0.5818417194450031,0
0.08866536523119725,0.7904746108227277,0.8351212476336427,0.8332000571863083,0.8324091229384911,0.6384982891192947,0.4433780472381276,0.00743186500351936,0.06656850691600559,0.017767790956263907,0.750596552278068,0.7506785130474924,0.858141725836692,0.7433463817116805,0.5091514143094855,0.20266098944401828,0.7915947284094146,0.7888642560252093,0.815806980156505,0.7251306472401274,0.995852961812168,0.0,0.6728404683865319,0.6726814140165099,0.6770995176405682,0.1781930211806655,0.708577485415803,0.44628099173553704,0.9017803036610084,0.8933704147677407,0.6216768017047613,0.6485306539352187,0.0,0.7194126162876919,0.7212577144662888,0
0.08866536523119725,0.7904746108227277,0.8351212476336427,0.8332000571863083,0.8324091229384911,0.6432279996329584,0.4433780472381276,0.007534894730510832,0.08217047211340263,0.017790956263899205,0.7505965522780681,0.7506785130474926,0.858141725836692,0.7824501144798811,0.5740432612312816,0.5177623539949222,0.7915947284094146,0.7888642560252093,0.815806980156505,0.872599623550364,0.995852961812168,0.0,0.6728404683865319,0.7368868981983125,0.7322916073978155,0.1781930211806655,0.8000851992703252,0.44628099173553704,0.9017803036610084,0.8933704147677407,0.6147933750859408,0.6485306539352187,0.0,0.7194126162876919,0.7212577144662888,0
