,label,time,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out
1279,1,2023-01-05 17:40:25,0.02752636320335919,0.3043782376514962,231055360.0,119785.06254430699,436614.6035811475,0.0019043553385308743,1501.328690552552,0.022767083758202394,0.3431537092687099,59138048.0,32742.329776485378,30537.74119618522,0.012240136353844161,0.08006831554080243,691499008.0,39192.005103125666,21179.579895280076,33714.69509693213,0.004859474157459509,0.11472990538636343,651575296.0,0.0,46472.14990518433,39950.14316229605,43937.28127982548,0.00023472797231834992,0.007169552108668876,24551424.0,5597.842554996667,2381.8354443165063,0.0005595616130436986,0.015191820515205522,602390528.0,4142.680804565138,4851.00570642276
1280,1,2023-01-05 17:40:30,0.02752636320335919,0.28288568432686034,231055360.0,119785.06254430699,436614.6035811475,0.0019043553385308743,1331.2000000000003,0.022767083758202394,0.39969346790348637,59170816.0,32742.329776485378,30537.74119618522,0.01259350330666469,0.08281472120197494,691499008.0,39192.005103125666,20664.03106105033,32825.28159187883,0.004831289379240614,0.10668805253712091,651575296.0,0.0,58939.33456049719,39950.14316229605,43937.28127982548,0.00023472797231834992,0.00641815837162793,24551424.0,4086.7909507198224,1768.9341777408636,0.0005595616130436986,0.015242973881359374,602390528.0,4189.3469149557,5085.336092100376
1281,0,2023-01-05 17:40:35,0.02752636320335919,0.25929043233083193,231055360.0,107612.2158709712,392942.99975847354,0.0019090324194826703,1698.361085044628,0.02905483810760567,0.3522176563530441,59170816.0,32671.7860286325,30397.980995491373,0.01259350330666469,0.08281472120197494,691499008.0,39192.005103125666,20664.03106105033,32825.28159187883,0.004831289379240614,0.10668805253712091,651575296.0,0.0,58939.33456049719,39950.14316229605,43937.28127982548,0.00023472797231834992,0.006366610952639792,24551424.0,5094.584717607973,2205.1495016611298,0.0005624624687504212,0.015359602034351747,602390528.0,4109.186115486101,5025.690850702611
1282,0,2023-01-05 17:40:40,0.02880637798935463,0.28206988737599115,231104512.0,107612.2158709712,392942.99975847354,0.0019090324194826703,1698.361085044628,0.02905483810760567,0.3689174963471431,59170816.0,32544.97095417214,30167.887110774776,0.01259350330666469,0.07451934359013242,691322880.0,46237.4464772285,20608.078335373317,32953.916768665855,0.004831289379240614,0.09838676325694672,651575296.0,0.0,66327.02936870724,33567.610942353815,36910.457328129705,0.00022613152112675635,0.006366610952639792,24551424.0,5088.787559417546,2188.243391478287,0.0005624624687504212,0.01556133729746754,602390528.0,4109.186115486101,5025.690850702611
1283,0,2023-01-05 17:40:45,0.02880637798935463,0.2905570671576281,232210432.0,107612.2158709712,392942.99975847354,0.0019090324194826703,1698.361085044628,0.02905483810760567,0.35173626813977765,43225088.0,32544.97095417214,30167.887110774776,0.012434749367762116,0.08110710747794712,691523584.0,40946.84127973997,20608.078335373317,32953.916768665855,0.004797776089165269,0.10470870130184146,651575296.0,0.0,66327.02936870724,39641.97239589478,43589.73693523652,0.00022613152112675635,0.006379969641360848,24551424.0,5088.787559417546,2188.243391478287,0.0005624624687504212,0.01642472585385423,602390528.0,4175.683556677247,4662.300707819225
1284,0,2023-01-05 17:40:50,0.02880637798935463,0.28629932659535673,232210432.0,129717.85843264716,471809.768869628,0.0018919392917467956,1018.6731881204537,0.02459403501661279,0.3350364281456787,43225088.0,36803.63861714842,34079.27935903678,0.012434749367762116,0.08845855272385747,691679232.0,48968.6756217,23247.49639558898,37161.02949772045,0.004797776089165269,0.10470870130184146,651575296.0,0.0,51425.280407915314,39641.97239589478,43589.73693523652,0.00022613152112675635,0.004935094541553095,24551424.0,4052.5658793735183,1711.7855081183993,0.000597911230189088,0.01642472585385423,602390528.0,4876.948044199422,5445.287701964154
1285,0,2023-01-05 17:40:55,0.021017928748409576,0.2862993265953567,232210432.0,141861.79990558967,514782.7451198179,0.0018919392917467956,1018.6731881204537,0.02459403501661279,0.3033314876617512,27279360.0,36803.63861714842,34079.27935903678,0.012434749367762116,0.08851320765442838,691679232.0,48968.6756217,24060.23076108818,38412.59129882503,0.004797776089165269,0.12957886628400975,651575296.0,0.0,65129.46171878456,47033.333333333336,51267.14841578655,0.0002058665932203717,0.007253905976514392,24551424.0,6603.891135643239,2744.540386927533,0.000597911230189088,0.015028858706334448,602390528.0,5593.691262677957,6279.59430538755
1286,0,2023-01-05 17:41:00,0.021017928748409576,0.3329879140122165,230158336.0,141861.79990558967,514782.7451198179,0.0018919392917467956,1155.1043429216018,0.02459403501661279,0.20013903705709907,27279360.0,25683.750000000004,23715.900000000005,0.01214347741250066,0.10001422666529028,691453952.0,48968.6756217,24060.23076108818,38412.59129882503,0.004741505621166779,0.13189018961597906,651575296.0,0.0,65129.46171878456,48687.10753306498,53186.47498562392,0.0002058665932203717,0.008223303605601933,24551424.0,6603.891135643239,2744.540386927533,0.000597911230189088,0.019566964177279732,602390528.0,5593.691262677957,6279.59430538755
1287,0,2023-01-05 17:41:05,0.021017928748409576,0.36959554526131905,230158336.0,162605.300304181,588464.4227519433,0.0018826710000008978,1155.1043429216018,0.012145317450127669,0.2081715777354261,27279360.0,49407.52895752896,45566.86776061776,0.01214347741250066,0.09579945570891416,691453952.0,45319.96225507429,28773.486390711,45807.396516625195,0.004741505621166779,0.14477072022254048,651575296.0,0.0,64857.58084005121,55053.123550608296,59605.248135859285,0.0002058665932203717,0.008223303605601933,24551424.0,6603.891135643239,2744.540386927533,0.0005940880028901044,0.01773787486854526,602390528.0,5509.969543506215,6131.562622517503
1288,0,2023-01-05 17:41:10,0.014386443205788989,0.4109011615421969,230158336.0,162605.300304181,588464.4227519433,0.0018826710000008978,1155.1043429216018,0.012145317450127669,0.15800969039913226,27279360.0,49407.52895752896,45566.86776061776,0.01214347741250066,0.12659069290763408,691789824.0,34636.840114551254,33530.875847832496,53348.03892657033,0.004741505621166779,0.15193904449429288,651575296.0,0.0,57281.94456005993,61337.23433208798,66133.23601454833,0.00019460687671237522,0.00908850313445947,24551424.0,7199.620991253645,2987.0262390670555,0.0005940880028901044,0.02289994274595033,602390528.0,6963.0833017720815,7725.9553092670485
