,label,time,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,carts_ctn_read,orders_ctn_read
0,0,2023-01-04 12:16:20,0.03861317088955123,0.07456221539148492,171024384.0,23827.55648307776,90902.93530532619,0.0020156689628995973,651.3649615690432,0.0018724368176065108,0.005032986381476458,19951616.0,2334.0983795733273,2377.262174549897,0.23109841169579196,0.23372041104991348,655564800.0,7449.08787520858,873.0884808013355,1486.176961602671,0.10270660283623288,0.29825603247343185,636256256.0,15728.916552378942,5847.2180690947525,7431.573071785979,0.0003318627878787783,0.0021013773312361273,21602304.0,1245.7184844659644,817.8306987960885,0.002105889100245406,0.11284231913585013,588742656.0,1152.1789158769013,1905.6465616435491,0.0,0.0
1,0,2023-01-04 12:16:25,0.06896610775166474,0.10533578992991678,185393152.0,23827.55648307776,90902.93530532619,0.0020183114527985656,797.6941653034197,0.0019280419617252486,0.006953345895880595,19972096.0,8908.166992544207,8426.699039556519,0.21579454968600773,0.3532525473839446,657993728.0,8327.393623382526,873.0884808013355,1486.176961602671,0.09891836067311696,0.37610538029867224,634671104.0,26018.148820326674,9330.365974282888,11633.642832073003,0.0009154017005789782,0.002126372064789836,21602304.0,1418.4301348487681,836.6647467745812,0.0020832190173182626,0.11284231913585013,588742656.0,1152.1789158769013,1905.6465616435491,0.0,0.0
2,0,2023-01-04 12:16:30,0.07034536413491399,0.12770642860329404,189419520.0,23827.55648307776,90902.93530532619,0.0020202140112775685,797.6941653034197,0.0019702196199774865,0.0076270088992573,19972096.0,8908.166992544207,8426.699039556519,0.18300244047881042,0.42642585296777097,657993728.0,9758.365519979787,10327.764855149082,16842.320434200326,0.08765974055762758,0.49130752111626286,634671104.0,26018.148820326674,7591.535645400594,9465.568069780798,0.0009951775352004322,0.0027804188609637983,21606400.0,1633.116969842669,963.2983412132384,0.002067501576529612,0.1338335030365947,588742656.0,1152.1789158769013,1905.6465616435491,0.0,0.0
3,0,2023-01-04 12:16:35,0.0730171571478944,0.137915405471515,196440064.0,40836.0621579635,150656.5503336511,0.0019644483496694446,452.3727359650321,0.0019797852663339223,0.00849015339595243,19972096.0,14967.268149391522,13965.744196832828,0.17583075114393631,0.39282360001629,660410368.0,10409.514882264502,10327.764855149082,16842.320434200326,0.08582124833808451,0.5679672895967006,634671104.0,30670.38793266988,6814.005147543687,8496.097833774715,0.0010597090589710353,0.00292083940380701,21606400.0,2129.2276913785295,1140.3820021138458,0.0019531387599363327,0.13687579666191152,586158080.0,1838.2151656173007,2569.702983848891,0.0,0.0
4,0,2023-01-04 12:16:40,0.061221982988686474,0.1761296373649834,196440064.0,38672.7211100519,142675.33269780743,0.0019640420086979474,555.0260845999231,0.0020037324163405075,0.00849015339595243,19972096.0,14967.268149391522,13965.744196832828,0.1703216251548522,0.5087831868465555,663900160.0,11980.8729270526,10327.764855149082,16842.320434200326,0.08439288414825602,0.5782540034912259,633446400.0,36384.107793825846,8474.3,10065.7,0.0006420341231853664,0.0032713383731102106,21630976.0,2548.0498781173824,1310.9647477967374,0.0019415062462660399,0.13687579666191152,586158080.0,2209.898443389951,2912.7012284358507,0.0,0.0
5,0,2023-01-04 12:16:45,0.06110223889760971,0.1633746229375212,196440064.0,64070.68822087822,236730.46743260566,0.001963716879698582,555.0260845999231,0.002023329625099652,0.010454199280217735,20070400.0,14967.268149391522,13965.744196832828,0.14821916874194216,0.5221168833266865,663900160.0,10042.101445834885,12268.04955721328,19805.45740086376,0.06507945106600548,0.578254003491226,633446400.0,36384.107793825846,23726.684439583474,27445.48499555677,0.0006589692121865471,0.004004152842158719,21737472.0,2548.0498781173824,1310.9647477967374,0.0019323446097566095,0.14348297253280995,586158080.0,2209.898443389951,2912.7012284358507,0.0,0.0
6,0,2023-01-04 12:16:50,0.06315497257741519,0.18009883586501418,198139904.0,64070.688220878204,236730.4674326056,0.0019614138775053474,880.0716204118173,0.002102664187782345,0.011926528946028699,20193280.0,21009.7091899695,19488.160376260217,0.13424799757196762,0.5089990928288219,666935296.0,7577.6,12268.04955721328,19805.45740086376,0.0621288346711546,0.5926934605206667,633446400.0,40556.63384064458,23726.684439583474,27445.48499555677,0.0006732757310228621,0.004402777454269558,21737472.0,3445.315331641899,1634.4463573758608,0.0029171801677998,0.13660738216284432,585863168.0,2209.898443389951,2912.7012284358507,0.0,0.0
7,0,2023-01-04 12:16:55,0.05067372603224745,0.16715914927557723,198139904.0,70463.03317535545,259688.60803931893,0.0019627453718327123,1223.1734023491938,0.002115555301402749,0.012902780904894379,20226048.0,21009.7091899695,19488.160376260217,0.12268379618782292,0.5110430414754075,669405184.0,8483.24170867754,12268.049557213282,19805.457400863765,0.05788927119383944,0.589216970984204,639332352.0,45501.813167168904,23726.684439583474,27445.48499555677,0.0005215287988288468,0.004621562739839128,21975040.0,3445.3153316418993,1634.446357375861,0.002660600708034657,0.13359913861306155,585707520.0,2860.8712298464284,3530.8418768877355,0.0,0.0
8,0,2023-01-04 12:17:00,0.04783949469469512,0.22918427900368785,214310912.0,79900.33606385213,294371.42932157114,0.0019531048387096757,1223.1734023491938,0.002085878789325844,0.01465918931290693,20226048.0,21009.7091899695,19488.160376260217,0.10379061540851911,0.5110430414754075,669405184.0,17514.526710402995,12075.950326558062,19082.403407562397,0.040786595070938673,0.5860823788379431,645070848.0,45501.813167168904,26078.12862396872,29903.87992445578,0.0005277208209524254,0.004827831420065125,22126592.0,3445.3153316418993,1634.446357375861,0.002520808312500002,0.13359913861306155,585707520.0,2860.8712298464284,3530.8418768877355,0.0,0.0
9,0,2023-01-04 12:17:05,0.047897341785215944,0.24110693436685443,219840512.0,79900.33606385213,294371.42932157114,0.001921727479915432,1211.1400639426363,0.0020730341698113213,0.01465918931290693,20226048.0,25672.96777631061,23759.700697291915,0.10061308493827163,0.4927603878008544,670048256.0,17514.526710402995,13490.103666865938,21317.046958601106,0.03993334466435506,0.5818894470538825,647794688.0,37176.7508725335,26078.12862396872,29903.87992445578,0.0005527980242718427,0.0047223507392964645,22126592.0,4087.3823213495925,1845.580337398117,0.00233826704878049,0.10525753107699645,585932800.0,2860.8712298464284,3530.8418768877355,0.0,0.0
10,0,2023-01-04 12:17:10,0.03895792734914181,0.2517723146625216,220598272.0,79900.33606385213,294371.42932157114,0.001921727479915432,1213.8394290371175,0.0020730341698113213,0.013456253462698579,20234240.0,25672.96777631061,23759.700697291915,0.10061308493827163,0.46690710774356203,671997952.0,19675.762557077625,16969.840083694515,26815.722612464506,0.03993334466435506,0.5818894470538825,647794688.0,46406.085619486934,26078.12862396872,29903.87992445578,0.0005534928512396679,0.005366064250688619,22126592.0,4087.3823213495925,1845.580337398117,0.00233826704878049,0.10525753107699645,585932800.0,3374.522657191284,3995.915783454838,0.0,0.0
11,0,2023-01-04 12:17:15,0.039026676902292855,0.2517723146625216,220598272.0,87337.44802972884,321526.84057544434,0.001921727479915432,1213.8394290371175,0.0020730341698113213,0.016636471982708633,20250624.0,25672.96777631061,23759.700697291915,0.08281517377127666,0.46690710774356203,671997952.0,19675.762557077625,16969.840083694515,26815.722612464506,0.028225498081703104,0.4920361016626996,647794688.0,46406.085619486934,36121.98204190223,40801.5962753575,0.0005534928512396679,0.005471705413032563,22126592.0,4087.3823213495925,1845.580337398117,0.00233826704878049,0.09896983043992139,587440128.0,3374.522657191284,3995.915783454838,0.0,0.0
12,0,2023-01-04 12:17:20,0.03903809986970684,0.26665626625459365,220233728.0,76329.75238500851,280190.033247575,0.0019534284565859406,1079.8229921852933,0.002170170683991685,0.018021600135038653,20254720.0,21820.952902873338,20194.755605169074,0.08281517377127666,0.3850764708464063,671997952.0,21498.69997327048,18072.623336889355,28503.8948491375,0.028225498081703104,0.46018071295238727,646197248.0,46406.085619486934,36121.98204190223,40801.5962753575,0.0005534928512396679,0.005420585718417038,22175744.0,4459.103150247386,1981.3051919584143,0.0022490190492610936,0.10874054564610139,588800000.0,3604.9252152893187,4212.600090648134,0.0,0.0
13,0,2023-01-04 12:17:25,0.029854191509136676,0.29015455934341355,220028928.0,84641.50706984667,310700.6892987519,0.0019534284565859406,1289.7402256625558,0.002170170683991685,0.016934953591375788,20254720.0,31686.32538125672,29260.414689194036,0.08281517377127666,0.4170704419692254,675381248.0,21498.69997327048,18072.623336889355,28503.8948491375,0.028225498081703104,0.45646578926296266,646197248.0,49701.02898338119,40354.502209451144,44854.948929080245,0.0005060713379790948,0.006069566033391886,22175744.0,5102.326315581775,2237.741954578639,0.0022490190492610936,0.10874054564610139,588800000.0,4169.233785756302,4812.226313152219,0.0,0.0
14,0,2023-01-04 12:17:30,0.02991966807263063,0.25230650328663407,220028928.0,114385.90006536095,418282.6748405418,0.0019534284565859406,1289.7402256625558,0.002170170683991685,0.020501841920751464,20267008.0,31686.32538125672,29260.414689194036,0.06005086209426235,0.4170704419692254,675381248.0,18096.671172755094,19512.092893290694,30612.095998012977,0.019958268638941404,0.5514090908482517,641032192.0,49701.02898338119,40354.502209451144,44854.948929080245,0.0005060713379790948,0.00660320774566521,22224896.0,5102.326315581775,2237.741954578639,0.0022490190492610936,0.1133414760920935,589176832.0,4169.233785756302,4812.226313152219,0.0,0.0
15,0,2023-01-04 12:17:35,0.02991966807263063,0.24480276267595813,220028928.0,114385.90006536095,418282.6748405418,0.0019455922764676334,1165.5610293986874,0.002104540196969699,0.02114458793971298,20971520.0,35413.92653993361,32671.924890571147,0.06005086209426235,0.35472853608896293,675381248.0,20285.987662520893,22512.546285354132,35490.21113999843,0.019958268638941404,0.5414898438139483,643022848.0,47813.22957198443,40354.502209451144,44854.948929080245,0.0005060713379790948,0.006084626259043451,22224896.0,5409.09704049424,2341.246931232633,0.0017357073775100427,0.10255822252526564,589176832.0,4506.382396221895,5152.664179870641,0.0,0.0
16,0,2023-01-04 12:17:40,0.02519768462382446,0.2231369625158981,220028928.0,114385.90006536095,418282.6748405418,0.0019455922764676334,917.2339663203153,0.002104540196969699,0.021093875378236447,21667840.0,35413.92653993361,32671.924890571147,0.06005086209426235,0.32062815697343056,684408832.0,23905.953060206626,22512.546285354132,35490.21113999843,0.019958268638941404,0.48084891253245643,643022848.0,51536.81540778315,41484.17013111609,46143.83683331557,0.00046250337699680575,0.006773403007018521,22261760.0,5507.601100208148,2362.046535831103,0.0017357073775100427,0.1069274691573651,589840384.0,5165.3662985104875,5855.760462052893,0.0,0.0
