front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,carts_ctn_read,orders_ctn_read,label
0.10444877336189427,0.12073508549196343,0.10232820406285703,0.0856278889256848,0.08870370662208597,0.2859184080795437,0.19363850913903585,0.38305216317672364,0.10644796012928034,0.0,0.031219631312559688,0.030792589901141358,1.0,0.44551099271535033,0.0,0.05472196492509181,0.019931349232293068,0.013440323908819819,1.0,0.4981829676738546,0.9651615789440982,0.15188617036314478,0.07321857510451694,0.07507005984306923,0.18594576317181158,0.09483328382774046,0.0,0.10139970407061791,0.11931388015061328,0.7218920255562092,0.5134389851569212,0.18355214268020603,0.12717001164787964,0.14930535815879795,0.0,0.0,0
0.18876875548630237,0.17214970519801917,0.15438263269576047,0.0856278889256848,0.08870370662208597,0.2869852037168016,0.2741194041499347,0.3968725641741252,0.16030064419099882,0.0025445292620869253,0.13339890243732141,0.1334739707987304,0.9337777274301238,0.6753309176652729,0.05494301862318274,0.062723696250876,0.019931349232293068,0.013440323908819819,0.9631158848749355,0.6308635475623626,0.9627570009257935,0.2626923628963409,0.11733115151384625,0.1258933928768622,0.8386005106156879,0.09699943994483311,0.0,0.11905881276056607,0.12449706704514865,0.7141207938793196,0.5134389851569212,0.18355214268020603,0.12717001164787964,0.14930535815879795,0.0,0.0,0
0.1926003080674864,0.20952520990374876,0.16896915018325886,0.0856278889256848,0.08870370662208597,0.28775328274930534,0.2741194041499347,0.4073556257580037,0.17919219059822283,0.0025445292620869253,0.13339890243732141,0.1334739707987304,0.7918809962212419,0.8160184692590857,0.05494301862318274,0.07576044646584949,0.25091322922309967,0.2516163249429528,0.853496641276338,0.8272054216444438,0.9627570009257935,0.2626923628963409,0.0953096101284148,0.09967089016462455,0.9278251982309406,0.15368207932376854,0.0012437810945273853,0.14100972426569833,0.1593470147490032,0.7087329056158207,0.6107460068323141,0.18355214268020603,0.12717001164787964,0.14930535815879795,0.0,0.0,0
0.20002250711590325,0.22658174854575763,0.19440281343206056,0.16562936572265888,0.1669170956342508,0.26524021106837625,0.08419301221763659,0.40973312285007046,0.20339737068636693,0.0025445292620869253,0.22757415011519375,0.22749211137859945,0.7608479428902021,0.7514126863432906,0.10960807931066441,0.08169268846789786,0.25091322922309967,0.2516163249429528,0.8355962125913925,0.9578585718665388,0.9627570009257935,0.3127929816177789,0.08546251938437587,0.08794530932430991,1.0000000000000002,0.16585155563332737,0.0012437810945273853,0.1917351567100787,0.2080809731346096,0.6695296990893089,0.6248489051319717,0.027247956403272156,0.20555405917548877,0.2227875747713578,0.0,0.0,0
0.1672556984615447,0.2904277667490699,0.19440281343206056,0.1554538404909513,0.15647022845396247,0.2650761677636888,0.14065223678226113,0.4156850760565875,0.20339737068636693,0.0025445292620869253,0.22757415011519375,0.22749211137859945,0.7370090685826794,0.9743638052631683,0.18854813304919915,0.09600841498698899,0.25091322922309967,0.2516163249429528,0.8216889841330037,0.975390474224111,0.9608992003380078,0.3743248361360436,0.10648944259711245,0.10692938578552069,0.5328545812524015,0.1962273739936079,0.008706467661690809,0.23455813073059434,0.2550258600153845,0.6655421107330253,0.6248489051319717,0.027247956403272156,0.24802126075729072,0.26074258953164414,0.0,0.0,0
0.16692305125626902,0.2691174631535539,0.19440281343206056,0.27491612103140406,0.27958195714380374,0.26494491042255874,0.14065223678226113,0.42055587151577006,0.258475152578097,0.014758269720101858,0.22757415011519375,0.22749211137859945,0.6413681844644241,1.0,0.18854813304919915,0.07834539897343054,0.2983152333166675,0.2975750068539211,0.6336442766953898,0.9753904742241112,0.9608992003380078,0.3743248361360436,0.29965435902613513,0.3171349871376898,0.5517955053184135,0.25973637445616493,0.041044776119402826,0.23455813073059434,0.2550258600153845,0.6624015311382072,0.6554772207487882,0.027247956403272156,0.24802126075729072,0.26074258953164414,0.0,0.0,0
0.1726255131950809,0.2970592625852804,0.20056090575892915,0.27491612103140395,0.2795819571438036,0.2640151688582747,0.3194269104210596,0.4402741095782026,0.29976372575040416,0.03002544529262119,0.321490453349758,0.3212279965276664,0.5809126795241065,0.9747789195425789,0.2572037431668672,0.05589276392854195,0.2983152333166675,0.2975750068539211,0.6049156817134722,1.0,0.9608992003380078,0.4192593572405798,0.29965435902613513,0.3171349871376898,0.567796524675804,0.29428297764728706,0.041044776119402826,0.3263001072122381,0.34404897609262797,1.0,0.6236046391771679,0.009412930393857266,0.24802126075729072,0.26074258953164414,0.0,0.0,0
0.1379528062224486,0.2754404199551987,0.20056090575892915,0.3049832560477963,0.3096325905894565,0.2645527044378966,0.5081324988166538,0.4434781361545331,0.3271407808856986,0.03409669211195965,0.321490453349758,0.3212279965276664,0.5308725200124639,0.9787087424250805,0.31307328824238034,0.06414353724447226,0.29831523331666754,0.29757500685392113,0.5636372890859287,0.9940749324103566,0.9698278272431855,0.472514690417671,0.29965435902613513,0.3171349871376898,0.3980762994243644,0.31324389530012997,0.1131840796019894,0.32630010721223823,0.344048976092628,0.9120453845815365,0.6096595838773955,0.0,0.32239908241335224,0.32914392337571907,0.0,0.0,0
0.13007935605831822,0.3790682404154762,0.2591443961359825,0.3493727034508619,0.3550300279110697,0.26066073925746014,0.5081324988166538,0.4361021765449065,0.3763957804681073,0.03409669211195965,0.321490453349758,0.3212279965276664,0.449118687778541,0.9787087424250805,0.31307328824238034,0.14642230663729142,0.2936221650735368,0.2863603350866517,0.39711755568406276,0.9887325690470374,0.9785327724722417,0.472514690417671,0.32943439251293144,0.34686886385264654,0.4050017204156484,0.33112006759363455,0.15920398009950176,0.32630010721223823,0.344048976092628,0.8641249999999991,0.6096595838773955,0.0,0.32239908241335224,0.32914392337571907,0.0,0.0,0
0.13024005436770492,0.39898788902886784,0.2791767446691694,0.3493727034508619,0.3550300279110697,0.24799343275876973,0.501514176429779,0.43290970586322847,0.3763957804681073,0.03409669211195965,0.393970433628408,0.393731878874207,0.4353690023223283,0.9435573745650637,0.32761975354396355,0.14642230663729142,0.3281705498311405,0.3210199790052481,0.3888099066817477,0.981586451114348,0.9826646701005946,0.3828609211715604,0.32943439251293144,0.34686886385264654,0.4330491315527878,0.32197863700421364,0.15920398009950176,0.39194901238073926,0.40215368515422384,0.8015504405900206,0.47827883699491314,0.013623978201636078,0.32239908241335224,0.32914392337571907,0.0,0.0,0
0.10540650139467118,0.4168069588037284,0.2819219183570506,0.3493727034508619,0.3550300279110697,0.24799343275876973,0.5029988241502668,0.43290970586322847,0.34266182398658374,0.03511450381679415,0.393970433628408,0.393731878874207,0.4353690023223283,0.8938502492287229,0.3717224126748828,0.16611206571344306,0.41318203278493826,0.40630523181354256,0.3888099066817477,0.981586451114348,0.9826646701005946,0.4822529279114585,0.32943439251293144,0.34686886385264654,0.43382625559596133,0.3777657474113579,0.15920398009950176,0.39194901238073926,0.40215368515422384,0.8015504405900206,0.47827883699491314,0.013623978201636078,0.38108705685910327,0.38060741412808413,0.0,0.0,0
0.10559748657409838,0.4168069588037284,0.2819219183570506,0.3843540211367015,0.39057460112522097,0.24799343275876973,0.5029988241502668,0.43290970586322847,0.4318447618275087,0.03715012722646316,0.393970433628408,0.393731878874207,0.35835457787693914,0.8938502492287229,0.3717224126748828,0.16611206571344306,0.41318203278493826,0.40630523181354256,0.2748167820009496,0.8284471595921236,0.9826646701005946,0.4822529279114585,0.4566354943331437,0.4786749258662046,0.43382625559596133,0.38692108605645187,0.15920398009950176,0.39194901238073926,0.40215368515422384,0.8015504405900206,0.44913148517934715,0.1047807778053027,0.38108705685910327,0.38060741412808413,0.0,0.0,0
0.10562921939825744,0.44167416134056836,0.28060126723152934,0.3325780494821451,0.3364675518609551,0.26079138654534795,0.42928993686905653,0.45705253650846106,0.4706879410410457,0.03765903307888063,0.33409943207649506,0.3332215383166062,0.35835457787693914,0.7365175736229372,0.3717224126748828,0.1827197851305379,0.4401235100983693,0.43248902679469253,0.2748167820009496,0.7741552282564094,0.9802414519426133,0.4822529279114585,0.4566354943331437,0.4786749258662046,0.43382625559596133,0.38249082321898775,0.1741293532338304,0.4299560518900863,0.43950557510496585,0.7709565127604916,0.49442474738158637,0.18702006440425833,0.40741202885770117,0.40458495980837667,0.0,0.0,0
0.08011646614102419,0.4809336825701967,0.2798593283969669,0.37167335051985295,0.37640391068402995,0.26079138654534795,0.5447441756492337,0.45705253650846106,0.4402150881383979,0.03765903307888063,0.48743469955858443,0.48709939740778235,0.35835457787693914,0.7980311737961059,0.4482534976373582,0.1827197851305379,0.4401235100983693,0.43248902679469253,0.2748167820009496,0.7678237914091682,0.9802414519426133,0.5177366374106578,0.5102385494939448,0.5276995502954497,0.3807880175506363,0.43873437853175434,0.1741293532338304,0.49572317161453205,0.5100777467808608,0.7709565127604916,0.49442474738158637,0.18702006440425833,0.4718879072452632,0.47093755048476216,0.0,0.0,0
0.08029835900656344,0.4176994487198979,0.2798593283969669,0.5115795487218711,0.5172213605051406,0.26079138654534795,0.5447441756492337,0.45705253650846106,0.5402414159403074,0.03918575063613261,0.48743469955858443,0.48709939740778235,0.2598497395703035,0.7980311737961059,0.4482534976373582,0.15172588524897557,0.4752903810902969,0.465187530811065,0.1943231310139345,0.9296380218783079,0.9724063798984733,0.5177366374106578,0.5102385494939448,0.5276995502954497,0.3807880175506363,0.4849821713675261,0.189054726368159,0.49572317161453205,0.5100777467808608,0.7709565127604916,0.515752884029432,0.20980926430517854,0.4718879072452632,0.47093755048476216,0.0,0.0,0
0.08029835900656344,0.40516265454966016,0.2798593283969669,0.5115795487218711,0.5172213605051406,0.2576278540125907,0.4764457594616362,0.440740382971685,0.5582659566741823,0.1267175572519088,0.5453719667002636,0.5450053787810138,0.2598497395703035,0.6781687454145092,0.4482534976373582,0.17167147068392985,0.5485927700757071,0.5408478005379932,0.1943231310139345,0.9127324024308185,0.9754260825261117,0.49740665946906687,0.5102385494939448,0.5276995502954497,0.3807880175506363,0.44003956547643286,0.189054726368159,0.5270893102746417,0.5385626290071783,0.5949949189525403,0.46576588503404137,0.20980926430517854,0.5104093012920101,0.5086092425711695,0.0,0.0,0
