front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_read,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,label
0.001998170092261678,0.011907453850489537,0.16202001197297533,0.00010062714290694783,0.0,0.06077385710050143,0.4939695773930754,0.009724841212071872,0.0,0.545454545454545,0.001955343005945672,0.003462686551361462,0.0,0.0315502147141219,0.6185897435897232,0.0,0.016946497426546372,0.00013885831885324107,0.0,0.0,0.012114230815089227,0.0,0.013529521968833504,0.0,0.0,0.9274270968658238,0.021285780193849205,0.456989247311828,0.0014876609254811865,0.010278501690236141,0.0,0.0009518546663181329,0.765493667466675,0.002024377213938877,0.03371776646189354,0
0.001998170092261678,0.019526921897566864,0.16202001197297533,0.17011276763231697,0.16961789166657953,0.06077385710050143,0.4234640986468791,0.009724841212071872,0.06098377753594659,0.6524475524475521,0.001955343005945672,0.003462686551361462,0.07148831155501661,0.0315502147141219,0.6185897435897232,0.0,0.016946497426546372,0.12664834563209065,0.1249166454841367,0.9360623973117019,0.08962080659700628,0.0,0.09647892032562902,0.10442783997865362,0.11054768597811389,0.9274270968658238,0.021285780193849205,0.456989247311828,0.1373950826692428,0.14436438315870145,0.0,0.0026748409998414028,0.765493667466675,0.002024377213938876,0.03371776646189354,0
0.001998170092261678,0.1355317313715215,0.5894124689985463,0.17011276763231697,0.16961789166657953,0.7190871160977439,0.39183390130001255,0.6693943304915844,0.18419218211346433,0.7622377622377616,0.0,0.0,0.07148831155501661,0.03147880842068996,0.6185897435897232,0.0,0.010734755648028739,0.1683769897195256,0.1660912828748473,0.9360623973117019,0.08962080659700628,0.0,0.09647892032562902,0.10442783997865362,0.11054768597811389,0.9274270968658238,0.13525544562759556,0.5331541218637987,0.18035378868328805,0.1597786232191822,0.017644365737459755,0.003575927291272229,0.765493667466675,0.1741054821940812,0.18586133660367052,0
0.3654363713010182,0.27894225881395296,0.9262806807491664,0.17011276763231697,0.16961789166657953,0.7190871160977439,0.39183390130001255,0.6693943304915844,0.18419218211346433,0.7622377622377616,0.0005167570206771671,0.001025512086170131,0.07148831155501661,0.20478309388419103,1.0,0.0,0.10975136523170227,0.1683769897195256,0.1660912828748473,0.9360623973117019,0.08962080659700628,0.0,0.11947161198840654,0.10442783997865362,0.11054768597811389,0.3593306227657578,0.14772635985019328,0.5331541218637987,0.2407489372198545,0.24296965892581676,0.017644365737459755,0.009644655433793588,0.765493667466675,0.2234862388717689,0.22541034078497973,0
0.3654363713010182,0.3082819806914442,0.9262806807491664,0.22140949965009304,0.22021066566698735,0.7190871160977439,0.32739355094871464,0.6693943304915844,0.18419218211346433,0.7622377622377616,0.3952350318073686,0.3968307427856351,0.0707234759431886,0.35819478247122594,0.9038461538461888,0.0,0.10975136523170227,0.14363364670462758,0.14024566492720164,0.9487479420302849,0.299104327678053,0.0,0.24042584155470348,0.43118739984389176,0.4352021520686258,0.3593306227657578,0.2993809400495691,0.6630824372759854,0.2407489372198545,0.24296965892581676,0.017644365737459755,0.009644655433793588,0.765493667466675,0.3813460108471884,0.38395706638251054,0
0.3654363713010182,0.35821662147765443,0.9262806807491664,0.46931088207836974,0.46859618933959596,0.6951823870321499,0.3280271448300681,0.7120803684979397,0.28035133449785415,0.7622377622377616,0.3952350318073686,0.3968307427856351,0.0707234759431886,0.4200960398990113,0.9038461538461888,0.0,0.10975136523170227,0.5660141384030847,0.5609969865058234,0.9487479420302849,0.5633481728462437,0.0,0.296318231215172,0.4810445635918181,0.48646545995744367,0.3593306227657578,0.4941315744594019,0.7222222222222223,0.1866985871833682,0.16851823842605582,0.01828926772730117,0.013543043283052463,0.765493667466675,0.3813460108471884,0.38395706638251054,0
0.36437816161731107,0.5125382959024439,0.9329513384075943,0.6733466778706593,0.6724511619461973,0.6951823870321499,0.291754197473454,0.7120803684979397,0.30528247622133425,0.7622377622377616,0.5216398539904752,0.5230548862134902,0.0707234759431886,0.5478766761025448,0.7884615384615472,0.0,0.21368737926669862,0.5660141384030847,0.5609969865058234,0.9487479420302849,0.5633481728462437,0.0,0.3520047674091371,0.597498433816037,0.6062037313587499,0.2299485974323856,0.5433077821448622,0.7222222222222223,0.16392472322041018,0.13714847817166384,0.01828926772730117,0.01720099281981957,0.765493667466675,0.4862912390977061,0.5009820077312228,0
0.36437816161731107,0.694322780017935,0.9876849397075176,0.6733466778706593,0.6724511619461973,0.6951823870321499,0.42385724427939486,0.7120803684979397,0.7224659403800764,1.0,0.5216398539904752,0.5230548862134902,0.07051818453447789,0.612954191285955,0.8685897435897232,0.0,0.21368737926669862,0.5660141384030847,0.5609969865058234,0.9310270968229977,0.5633481728462437,0.0,0.29165868197438444,0.48460436508341986,0.4901256601407053,0.2299485974323856,0.5433077821448622,0.7222222222222223,0.7831708892548018,0.7817497818576933,0.01828926772730117,0.030340723591162917,0.765493667466675,0.4862912390977061,0.5009820077312228,0
0.36437816161731107,0.8630082616298712,0.9876849397075176,0.7574707703541678,0.7577727501323488,0.7017558837459612,0.35366020368640494,0.7204863599825405,0.7224659403800764,1.0,0.8488709650626001,0.8503681076302895,0.07051818453447789,0.7661890181139659,0.8685897435897232,0.0,0.21368737926669862,0.743869146271037,0.7362282335087235,0.9310270968229977,0.8224504032539596,0.0,0.26151929490590126,0.4347472013354936,0.4388623522518874,0.2299485974323856,0.678710398337761,0.833333333333333,0.7831708892548018,0.7817497818576933,0.018241308317424976,0.0323025602525234,0.765493667466675,0.759763429257778,0.7325604894037164,0
0.36510672815222855,0.8686296472359679,0.9741725818865989,0.7795605148745978,0.778760991208534,0.7017558837459612,0.35366020368640494,0.7204863599825405,0.8322707313468635,1.0,0.5971692588614664,0.597321366759837,0.07051818453447789,0.9168448462563368,0.955128205128176,0.0,0.2922780441848888,0.827928420004298,0.8230730715045581,0.9310270968229977,0.8509839891223782,0.0,0.33629005033543985,0.9581138088846574,0.9457311686850318,0.17493005803423656,0.7073328296052389,0.833333333333333,0.7831708892548018,0.7817497818576933,0.018241308317424976,0.04068597677088983,0.765493667466675,0.9020809580679129,0.8775360167796743,0
