,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_read,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,label,class
150,0.3830830439625972,0.979799217346617,0.6917883211678832,0.7576484654827217,0.7558754972071828,0.7271122779070867,0.4895927491174318,0.8903190527817691,0.9349884517490062,0.521292217327459,0.9729630863025592,0.9736414559236696,0.0722187654351408,0.891045066576669,0.2323390894819681,0.0,0.4550173300417435,0.9625502525174766,0.9646685958348922,0.9561528072420922,0.946280968222232,0.0,0.657818737091465,0.636908833390185,0.6321582828581824,0.1718198538104448,0.8076904985142145,0.0332103321033212,0.976020434873129,0.9661735696315435,0.0422215781795451,0.053280837755229,0.7715357166972249,0.9327661970441338,0.9261961421094947,1,1
151,0.3830830439625972,0.9784645935747494,0.6917883211678832,0.9437149018779784,0.9437269167064778,0.741242728009309,0.8285907697750445,0.8903959401312164,0.8405872254732124,0.521292217327459,0.9729630863025592,0.9736414559236696,0.0722187654351408,0.8654735527297391,0.2197802197802616,0.0,0.3139125380399443,0.9625502525174766,0.9646685958348922,0.9561528072420922,0.9418274587585244,0.0,0.657818737091465,0.7142838588983798,0.713471535587102,0.1718198538104448,0.8503707921035727,0.0332103321033212,0.976020434873129,0.9661735696315435,0.0574415693128471,0.053280837755229,0.7715357166972249,0.9185742767919374,0.9311875350079026,1,1
152,0.3952534185811353,0.9773790486745464,0.6917883211678832,0.9437149018779784,0.9437269167064778,0.741242728009309,0.8285907697750445,0.8903959401312164,0.7883856941093226,0.521292217327459,0.8165783361329468,0.8169495690144649,0.0722187654351408,0.9371358887389352,0.2715855572998862,0.0,0.3139125380399443,0.9638396952216688,0.9683760269032222,0.9561528072420922,0.9400066423286696,0.0,0.6446152949623403,0.7932021132476601,0.7923000397104818,0.1374947650362463,0.9274017097183582,0.0332103321033212,0.9597800077355778,0.94044280226304,0.0574415693128471,0.1497593364730678,0.7918027933454181,0.9202921171859284,0.9415559835648504,1,1
153,0.3952534185811353,0.9773790486745464,0.6917883211678832,0.9437149018779784,0.9437269167064778,0.741242728009309,0.8285907697750445,0.8903959401312164,0.902598024465654,0.521292217327459,0.9589276966345306,0.9600524952157792,0.125099970807472,0.8752615213482293,0.2715855572998862,0.0,0.3139125380399443,0.8193842209003213,0.8232406698711018,0.9621355487356964,0.9292131962624908,0.0,0.6446152949623403,0.9470190521913642,0.9459420494805572,0.1374947650362463,0.8195241780374964,0.0332103321033212,0.9597800077355778,0.94044280226304,0.0574415693128471,0.1474783905143349,0.7918027933454181,0.9202921171859284,0.9415559835648504,1,1
154,0.3952534185811353,0.9388970803808676,0.7195255474452553,0.915925774293768,0.9170523026439832,0.790983530342591,0.7636813970622816,0.9013581973037802,0.8776654083551946,0.521292217327459,0.9304508407983032,0.9317718542091604,0.125099970807472,0.8352987445022007,0.2715855572998862,0.0,0.2324305673344007,0.9180813988132625,0.9180720698930522,0.9621355487356964,0.9126694929017504,0.0,0.6446152949623403,0.9108746379945386,0.9169575538049184,0.1374947650362463,0.7767877091137125,0.0332103321033212,0.9597800077355778,0.94044280226304,0.0599211486679201,0.4052420846534729,0.807192682660794,0.8689759722744159,0.8781232570611777,1,1
155,0.4346713841101026,0.9388970803808676,0.7195255474452553,0.8988918693394413,0.9001432383604635,0.790983530342591,0.7636813970622816,0.9013581973037802,0.85909526966678,0.521292217327459,0.9304508407983032,0.9317718542091606,0.125099970807472,0.7882241409682327,0.2715855572998862,0.0,0.2141966415346158,0.783819224187563,0.7844436848492715,0.9621355487356964,0.8961172231322936,0.0,0.7415679234362387,0.9108746379945386,0.9169575538049184,0.1154188863208239,0.5993399682603779,0.0332103321033212,0.7499811811417643,0.7319936260047548,0.0599211486679201,0.5063547546731083,0.807192682660794,0.8689759722744159,0.8781232570611777,1,1
156,0.4346713841101026,0.8989195990303073,0.749543795620438,0.8988918693394413,0.9001432383604635,0.790983530342591,0.7757707784938429,0.9013581973037802,0.85909526966678,0.521292217327459,0.6919241801108067,0.692193536133498,0.1974072488659942,0.873228274797731,0.2637362637362912,0.0,0.4296606418133267,0.8993880962562198,0.9001046294419212,0.962419618387336,0.8961172231322936,0.0,0.7674790590161473,0.892032509002574,0.907188232734386,0.1154188863208239,0.7999049693263873,0.0332103321033212,0.8981957035621303,0.8906459184473999,0.0599211486679201,0.5063547546731083,0.807192682660794,0.8204773037335774,0.8404815902101423,1,1
157,0.4346713841101026,0.8296196319524427,0.8145072992700735,0.72351217152973,0.7274236139458417,0.8296824359898531,0.7420269722752793,0.9157871278199596,0.8143979229473,0.521292217327459,0.72183166965812,0.7222833214857413,0.1974072488659942,0.8614011458601053,0.2637362637362912,0.0,0.5238021352312743,0.8650754161093338,0.8620596606988692,0.962419618387336,0.7346353153580674,0.0,0.7674790590161473,0.7103279647868305,0.7223965096937047,0.1154188863208239,0.7999049693263873,0.0332103321033212,0.8981957035621303,0.8906459184473999,0.0614238549866172,0.6356940612253608,0.807192682660794,0.8204773037335774,0.8404815902101423,1,1
158,0.491567171512743,0.8280460802681888,0.8079379562043796,0.8394024734223242,0.8446239597966761,0.8296824359898531,0.7420269722752793,0.9157871278199596,0.8143979229473,0.521292217327459,0.8728356976236487,0.8736068104935627,0.1974072488659942,0.8441372380235641,0.2637362637362912,0.0,0.5238021352312743,0.8434421208039192,0.8354195694842551,0.962419618387336,0.7694406683951647,0.0,0.6276786565984191,0.6185088387973391,0.6312889969614144,0.128400382399532,0.761917317436227,0.0332103321033212,0.7463110731285922,0.7280650565211895,0.0614238549866172,0.7134152993888933,0.807192682660794,0.6247216750290425,0.63995318880588,1,1
159,0.491567171512743,0.8247797744223507,0.7156021897810216,0.8394024734223242,0.8446239597966761,0.8296824359898531,0.4679919544679256,0.9157871278199596,0.7971521980183561,0.521292217327459,0.8419785556208931,0.8427493846157784,0.2826170915971219,0.8373370785580174,0.3076923076923208,0.0,0.5238021352312743,0.8434421208039192,0.8354195694842551,0.9896918178205946,0.8230428897601428,0.0,0.7571211329641983,0.8312894540335772,0.8516782514150167,0.128400382399532,0.7416731244853758,0.0332103321033212,0.8471808316245166,0.8386212963355416,0.0614238549866172,0.9638987496519852,0.807192682660794,0.7600630268868445,0.8033112901004108,1,1
160,0.491567171512743,0.8079336869709555,0.7156021897810216,0.8366563563487786,0.8422677504540103,0.9240052247007516,0.5482439728443897,0.9508568460734212,0.6621451866939787,0.521292217327459,0.8427553739821939,0.8434673160286718,0.2826170915971219,0.812738738238841,0.3076923076923208,0.0,0.5238021352312743,0.8121161366823835,0.8032534775414101,0.9896918178205946,0.75384955753885,0.0,0.7571211329641983,0.7943719323517259,0.8196135759163912,0.128400382399532,0.7402396078505403,0.0332103321033212,0.8471808316245166,0.8386212963355416,0.0455738681919641,0.9634623456633128,0.807192682660794,0.6946943199505535,0.7333210474271478,1,1
161,0.5311709231004862,0.8079336869709555,0.7156021897810216,0.8212969247377668,0.8272469045902705,0.9240052247007516,0.5482439728443897,0.9508568460734212,0.7449078027036314,0.521292217327459,0.8268142720507623,0.8272010757036755,0.2826170915971219,0.7993076190052104,0.3076923076923208,0.0,0.5238021352312743,0.8121161366823835,0.8032534775414101,0.9896918178205946,0.8227832354837901,0.0,0.6351993931858635,0.7943719323517259,0.8196135759163912,0.1139714111004781,0.7402396078505403,0.0332103321033212,0.8272622852419301,0.8304375099191712,0.0455738681919641,0.9634623456633128,0.807192682660794,0.6946943199505535,0.7333210474271478,1,1
162,0.5311709231004862,0.5524225604300484,0.7053832116788321,0.8212969247377668,0.8272469045902705,0.9240052247007516,0.5482439728443897,0.9508568460734212,0.7470837162729775,0.521292217327459,0.8268142720507623,0.8272010757036755,0.3014052674748642,0.7992985167876283,0.483516483516496,0.0,0.259714956829118,0.6814677486966586,0.6744369428087442,0.9787714551701956,0.7335403230179729,0.0,0.742225508101647,0.7943719323517259,0.8196135759163912,0.1139714111004781,0.6014770158243773,0.0332103321033212,0.823463642826132,0.8235994107561674,0.0455738681919641,0.924617678814483,0.807192682660794,0.7098701151636626,0.7508802348667282,1,1
163,0.5311709231004862,0.7227202954846476,0.7247262773722625,0.8140841255370477,0.8197254550054162,0.9210086233207222,0.8430371904759433,0.9610673605749092,0.7475268140843959,0.521292217327459,0.7003057981146557,0.700028772499328,0.3014052674748642,0.8013163543910274,0.4740973312402161,0.0,0.259714956829118,0.6710455700823564,0.6641222913883649,0.9787714551701956,0.8060749829658811,0.0,0.742225508101647,0.7973432334334134,0.8202926478094614,0.1139714111004781,0.6406388439687384,0.0332103321033212,0.823463642826132,0.8235994107561674,0.0463421133049472,0.9988747534295144,0.807192682660794,0.7043287272143953,0.7684398677153791,1,1
164,0.5371946320464676,0.8044882601729574,0.7247262773722625,0.8140841255370477,0.8197254550054162,0.9210086233207222,0.8430371904759433,0.9610673605749092,0.7411180083831798,0.521292217327459,0.8191834411472337,0.8192648757465084,0.3014052674748642,0.8081573202133723,0.3799058084772468,0.0,0.259714956829118,0.8005514221126583,0.7893898632526684,0.9787714551701956,0.8060749829658811,0.0,0.6089095942688301,0.7944284543131925,0.8147601411329054,0.1053019608108468,0.7314661447958987,0.0332103321033212,0.8172260396741311,0.8112179269651121,0.0463421133049472,0.9987304056331788,0.807192682660794,0.694109457497813,0.761088000509968,1,1
165,0.5371946320464676,0.8044882601729574,0.7247262773722625,0.8140841255370477,0.8197254550054162,0.9210086233207222,0.8430371904759433,0.9610673605749092,0.7408933205812553,0.521292217327459,0.8191834411472337,0.8192648757465084,0.3088151326967355,0.8081573202133723,0.3799058084772468,0.0,0.259714956829118,0.8005514221126583,0.7893898632526684,0.9890309079608685,0.8043919338503237,0.0,0.6089095942688301,0.7944284543131925,0.8147601411329054,0.1053019608108468,0.7314661447958987,0.0332103321033212,0.8172260396741311,0.8112179269651121,0.0463421133049472,0.9987304056331788,0.807192682660794,0.694109457497813,0.761088000509968,1,1
