,food_cpu,food_rx,food_tx,inside_cpu,inside_rx,inside_tx,assurance_cpu,assurance_rx,assurance_tx,train_cpu,train_rx,train_tx,order_other_cpu,order_other_rx,order_other_tx,security_cpu,security_rx,security_tx,label,class
94,0.0022128961635972,0.0,0.0,0.1179285629215794,0.0,0.0,0.0098849861923887,0.0,0.0,0.1636152230865546,0.8536585365853658,0.7421875,5.360935967930112e-06,0.0,0.0,0.0216369098278179,0.0,0.0,0,3
130,0.0019150492493258,0.1268951878707976,0.2398989898989899,0.2122585701010539,0.0,0.0,0.0914685566719602,1.0,1.0,0.0780527323033951,0.0,0.0,2.2506581226923058e-05,0.3020545844832873,0.2457337883959044,0.0738986907924213,0.4539379474940334,0.4124243258117776,0,2
191,0.0085459164435778,0.6974291364535267,0.5202020202020202,0.0775060304972728,0.0,0.0,0.5817455760335982,0.5,0.5,0.1093224308873629,0.0,0.0,1.174025668206198e-05,0.0202391904323827,0.0155348946687066,0.1258056785690038,0.8608591885441528,0.7977435332966428,0,2
192,0.0085459164435778,0.6974291364535267,0.5202020202020202,0.0945108940965902,0.0,0.0,0.0126594882579028,0.0,0.0,0.1093224308873629,0.0,0.0,2.124638751807129e-05,0.3022079116835326,0.2457337883959044,0.1258056785690038,0.8608591885441528,0.7977435332966428,0,2
251,0.005126307009788,0.1278839815425181,0.3333333333333333,0.0793046326091509,0.0,0.0,0.0455973095913581,0.5,0.5,0.0281657463109896,0.0,0.0,2.2391683433252595e-06,0.0,0.0,0.1418843932142445,0.9081145584725536,0.8251238304898183,0,2
266,0.0031779343193612,0.0,0.0,0.1760733463780988,0.0,0.0,0.0194481699620251,0.0,0.0,0.0356714153720248,0.0,0.0,6.1464422138544825e-06,0.0,0.0,0.0066950767550991,0.0,0.0,0,3
373,0.0028594284196488,0.6539222148978246,0.3535353535353536,0.1219416763830382,0.0,0.0,0.0787507651733049,0.7627849661121381,0.901689708141321,0.0413326731286715,0.4268292682926829,0.37109375,5.274034019265664e-05,0.6246550137994481,0.2617394374485112,0.1403987052757503,0.9081145584725536,0.5979636763896533,0,2
433,0.0035017588481531,0.3487145682267633,0.2601010101010101,0.3558163264163222,0.0,0.0,0.1249731629607953,0.7627849661121381,0.9027137736815156,0.275568151707086,0.0,0.0,6.482709382220498e-05,0.6243483593989574,0.2617394374485112,0.1950902140670172,0.9081145584725536,0.5978260869565217,0,2
487,0.008279380516161,0.0,0.0,0.2357835763639602,0.0,0.0,0.0183136318604488,0.0,0.0,0.106041965948829,0.4268292682926829,0.37109375,0.0142725845710484,0.0,0.0,0.0161450135776229,0.0,0.0,1,1
488,0.0054055700516967,0.0,0.0,0.143457699155749,0.0,0.0,0.0183136318604488,0.0,0.0,0.1072229733863132,0.0,0.0,0.1286159316271555,0.0,0.0,0.0161450135776229,0.0,0.0,1,1
489,0.004243584130001,0.0,0.0,0.143457699155749,0.0,0.0,0.0085154500259838,0.0,0.0,0.1076869972257884,0.0,0.0,0.5769220884649569,0.0,0.0,0.0035071850685471,0.0,0.0,1,1
490,0.004243584130001,0.0,0.0,0.0387167071935497,0.4104477611940298,0.37109375,0.0085154500259838,0.0,0.0,0.1076869972257884,0.0,0.0,0.5769220884649569,0.0,0.0,0.0035071850685471,0.0,0.0,1,1
491,0.0036366743705577,0.1268951878707976,0.2398989898989899,0.2483683776067596,0.0,0.0,0.0071170647988329,0.0,0.0,0.0124621280183352,0.0,0.0,0.4571828216370416,0.0,0.0,0.0099514982050631,0.0459427207637231,0.0130709961474958,1,1
492,0.0036366743705577,0.1268951878707976,0.2398989898989899,0.2483683776067596,0.0,0.0,0.0157909199192432,0.0,0.0,0.0640423837371995,0.0,0.0,0.9429731353359608,0.0,0.0,0.0081703162094857,0.0,0.0,1,1
493,0.0033005871397922,0.0,0.0,0.0721410253394756,0.0,0.0,0.0242471892815467,0.237215033887862,0.0972862263184843,0.0640423837371995,0.0,0.0,0.9429731353359608,0.0,0.0,0.0081703162094857,0.0,0.0,1,1
494,0.0033005871397922,0.0,0.0,0.0721410253394756,0.0,0.0,0.0242471892815467,0.237215033887862,0.0972862263184843,0.025424750814608,0.0,0.0,0.3554373899096752,0.0590309720944495,0.0223608332352595,0.005861428857518,0.0,0.0,1,1
495,0.0012881918664737,0.0,0.0,0.0632684193843572,0.0,0.0,0.0062894280582182,0.0,0.0,0.1458322605563962,0.0,0.0,0.5357038309877216,0.0,0.0,0.0100112070804755,0.0,0.0,1,1
496,0.0042510073586679,0.0,0.0,0.3080707672928079,0.0,0.0,0.0062894280582182,0.0,0.0,0.1458322605563962,0.0,0.0,0.5704278001734855,0.0,0.0,0.0112122819540509,0.0,0.0,1,1
497,0.004594082892091,0.0,0.0,0.1649778287521714,0.0,0.0,0.0071279872014855,0.0,0.0,0.0263327686875377,0.4268292682926829,0.37109375,0.5704278001734855,0.0,0.0,0.0112122819540509,0.0,0.0,1,1
498,0.004594082892091,0.0,0.0,0.1649778287521714,0.0,0.0,0.0226923353416031,0.0,0.0,0.1034061269340551,0.0,0.0,0.4892679515058322,0.0,0.0,0.0018031147067706,0.0,0.0,1,1
499,0.0028630810609641,0.0,0.0,0.0,0.0,0.0,0.0226923353416031,0.0,0.0,0.1034061269340551,0.0,0.0,0.5818604593171635,0.0,0.0,0.0104167630562089,0.0,0.0,1,1
500,0.0028630810609641,0.0,0.0,0.2803758415721817,0.8208955223880597,0.7421875,0.0055919827265076,0.0,0.0,0.0307169593953268,0.0,0.0,0.5818604593171635,0.0,0.0,0.0161988039217326,0.0918854415274463,0.0261419922949917,1,1
501,0.0010783179521135,0.0,0.0,0.2803758415721817,0.8208955223880597,0.7421875,0.0679424880131925,0.7627849661121381,0.4188428059395801,0.0909243863973247,0.0,0.0,0.4675519681926953,0.0101195952161913,0.0077674473343533,0.0161988039217326,0.0918854415274463,0.0261419922949917,1,1
502,0.0083856056652076,0.951219512195122,1.0,0.1290950165934345,0.0,0.0,0.0679424880131925,0.7627849661121381,0.4188428059395801,0.0909243863973247,0.0,0.0,0.7302981184503112,0.6044158233670653,0.4914675767918088,0.0677053461467259,0.4540572792362768,0.4125619152449091,1,1
503,0.0070142470998064,0.0,0.0,0.1290950165934345,0.0,0.0,0.0052096229937573,0.0,0.2419354838709677,0.0313827835304586,0.0,0.0,0.7302981184503112,0.6044158233670653,0.4914675767918088,0.0098282561724732,0.0,0.0,1,1
504,0.0070142470998064,0.0,0.0,0.0458013514436792,0.0,0.0,0.0294167836362197,0.237215033887862,0.0972862263184843,0.0313827835304586,0.0,0.0,0.3969378428897115,0.0590309720944495,0.0223608332352595,0.0098282561724732,0.0,0.0,1,1
505,0.0016814755532734,0.0,0.0,0.1980265592022905,0.0,0.0,0.0294167836362197,0.237215033887862,0.0972862263184843,0.0406265390089235,0.0,0.0,0.8153483742220411,0.0,0.0,0.0010888162692685,0.0,0.0,1,1
506,0.0037373523700791,0.027686222808174,0.106060606060606,0.1980265592022905,0.0,0.0,0.0037459907823393,0.0,0.0,0.0406265390089235,0.0,0.0,0.8153483742220411,0.0,0.0,0.0010888162692685,0.0,0.0,1,1
507,0.0032485913668012,0.0,0.0,0.1094410650263266,0.0,0.0,0.0037459907823393,0.0,0.0,0.0533836059209108,0.4268292682926829,0.37109375,0.4285572999015002,0.0064397424103035,0.0049429210309521,0.0078226138772372,0.0100238663484486,0.0057787561915244,1,1
508,0.0032485913668012,0.0,0.0,0.1345727727294958,0.0,0.0,0.0081498672247318,0.0388170055452865,0.032258064516129,0.0587007683016301,0.0,0.0,0.4285572999015002,0.0064397424103035,0.0049429210309521,0.0080628948663399,0.0100238663484486,0.0057787561915244,1,1
509,0.0012533535559675,0.0,0.0,0.1345727727294958,0.0,0.0,0.0192373766676179,0.0,0.0,0.0870843387530928,0.0,0.0,0.4285872803436259,0.0,0.0,0.0115761122840995,0.0,0.0,1,1
510,0.0068318066963537,0.0,0.0,0.1106719920969778,0.4104477611940298,0.37109375,0.0192373766676179,0.0,0.0,0.0692639872516961,0.0,0.0,0.6439001383564545,0.0,0.0,0.0115761122840995,0.0,0.0,1,1
511,0.0047007503387741,0.2537903757415952,0.4797979797979798,0.2543385792406035,0.0,0.0,0.0062463435668682,0.0,0.0,0.0692639872516961,0.0,0.0,0.6439001383564545,0.0,0.0,0.0081171860092521,0.0459427207637231,0.0130709961474958,1,1
512,0.0047007503387741,0.2537903757415952,0.4797979797979798,0.2543385792406035,0.0,0.0,0.0115226204471734,0.0,0.0,0.0324331799411841,0.0,0.0,0.4968408895939379,0.0,0.0,0.0081171860092521,0.0459427207637231,0.0130709961474958,1,1
