,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_read,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,label,class
447,0.0401081973311132,0.6590506240197571,0.6351366424986056,0.7237825393704572,0.7205415069261079,0.0026649300802156,0.7041028507546115,0.902259950328098,0.5160354090477116,0.0,0.6313419955498302,0.6329706375197786,0.0272176430802517,0.5499972721193398,0.0,0.0,0.2486907377947491,0.575829121861709,0.5815639957628183,0.9671915337790434,0.5266982074315449,0.9984168601267764,0.0,0.4234353124291793,0.5186167423501343,0.519977726069146,0.294348750975671,0.7574861435465423,0.4873294346978554,0.6275466410547306,0.6235717298028806,0.8649019530191809,0.6375900966559717,0.0917431192660842,0.5159364445335572,0.5312362195355476,0,2
448,0.0401081973311132,0.6155382480858873,0.6351366424986056,0.400441498539952,0.400649067378276,0.0026649300802156,0.6682552269478198,0.902259950328098,0.5052097931820534,0.0,0.6313419955498302,0.6329706375197786,0.0271671537904483,0.3883207403372964,0.0,0.0,0.2486907377947491,0.2732140200440925,0.2809620340711317,0.964071291352952,0.4904477215805202,0.9984168601267764,0.0,0.3522986743047787,0.5186167423501343,0.519977726069146,0.294348750975671,0.4936246835103498,0.4873294346978554,0.6275466410547306,0.6235717298028806,0.8649019530191809,0.4563437347543203,0.0917431192660842,0.5159364445335572,0.5312362195355476,0,2
449,0.0401081973311132,0.4084814600880558,0.6351366424986056,0.400441498539952,0.400649067378276,0.0026730928730959,0.7850963576076387,0.8624253762898247,0.3989082915320814,0.0,0.3407538088643932,0.3438019633756231,0.0271671537904483,0.3460928364650638,0.0,0.0,0.1943732761114644,0.2732140200440925,0.2809620340711317,0.964071291352952,0.3658901197693796,0.9984168601267764,0.0,0.2672627493989065,0.5186167423501343,0.519977726069146,0.294348750975671,0.4219160888347643,0.4873294346978554,0.4872098812809008,0.4799000695251668,0.8390968920339922,0.4080379649404962,0.0917431192660842,0.5159364445335572,0.5312362195355476,0,1
450,0.0392746574375908,0.2205417583663116,0.6356943669827109,0.400441498539952,0.400649067378276,0.0026730928730959,0.7850963576076387,0.8624253762898247,0.3416093840859386,0.2315340909090917,0.3407538088643932,0.3438019633756231,0.0271671537904483,0.3460928364650638,0.0,0.0,0.1712491305641838,0.2732140200440925,0.2809620340711317,0.964071291352952,0.1319434268040497,0.9984168601267764,0.0,0.2345880424225866,0.210079504430336,0.2098386446072852,0.2498548737844421,0.3795445875314984,0.4873294346978554,0.322203620755918,0.315610035331088,0.8390968920339922,0.2276245059717807,0.0917431192660842,0.2241866961777966,0.2546826303697284,0,1
451,0.0392746574375908,0.234428596598992,0.6356943669827109,0.0413786222421119,0.0444029387544659,0.0026730928730959,0.6646255023559622,0.8624253762898247,0.2243750857224715,0.4630681818181816,0.3407538088643932,0.3438019633756231,0.0284238019996511,0.2802946574035491,0.0,0.0,0.5759604280854627,0.2042231242555248,0.2124112754906549,0.9992538287817342,0.089703315569807,0.9984168601267764,0.0,0.1896883251376207,0.210079504430336,0.2098386446072852,0.2498548737844421,0.2179511175107612,0.4873294346978554,0.322203620755918,0.315610035331088,0.8390968920339922,0.176448175276757,0.0917431192660842,0.1345403536111659,0.1597047532499131,0,1
452,0.0392746574375908,0.0878981521050011,0.6356943669827109,0.0247406266440821,0.0274327359331213,0.0001081909039164,0.2952281249999999,0.4380545077345152,0.1076843251394228,0.4630681818181816,0.0041105871407052,0.0079636034275332,0.0284238019996511,0.0029059980927546,0.0,0.0,0.5759604280854627,0.0022129816471079,0.0116350668944049,0.9992538287817342,0.0902649138738312,0.9984168601267764,0.0,0.1896883251376207,0.210079504430336,0.2098386446072852,0.2498548737844421,0.0627948312616275,0.4873294346978554,0.0352631649103822,0.0307009114597721,0.0,0.176448175276757,0.0917431192660842,0.1345403536111659,0.1597047532499131,0,1
453,0.0,0.0038329597357052,0.6456218627997767,0.0247406266440821,0.0274327359331213,0.0001081909039164,0.3351115837947188,0.4380545077345152,0.0204620076014903,0.4630681818181816,0.0049141817162026,0.0091760188643598,0.0284238019996511,0.0041039372017374,0.0,0.0,0.5759604280854627,0.0021349914217158,0.0118536337632022,0.9992538287817342,0.0,0.9984168601267764,0.0,0.1896883251376207,0.0002554371548887,0.0038601855516377,0.7872316651038878,0.049101447130843,0.4873294346978554,0.0246032562509153,0.0294537233481987,0.0,0.0070309673360527,0.0917431192660842,0.0006600454548971,0.0100806761710182,0,1
454,0.0,0.0038329597357052,0.6456218627997767,0.0247406266440821,0.0274327359331213,0.0001081909039164,0.5824993094331432,0.4380545077345152,0.0165647952427787,0.4630681818181816,0.0049141817162026,0.0091760188643598,0.0,0.0040464333684709,0.0,0.0,0.5150424390562858,0.0018395844634614,0.0106632907910221,0.0,0.0007135692436617,0.9984168601267764,0.0,0.1335217909750795,0.0002554371548887,0.0038601855516377,0.7872316651038878,0.0116952670635159,0.4873294346978554,0.0246032562509153,0.0294537233481987,0.0,0.014212326369406,0.0917431192660842,0.0011125846683253,0.0164732176948652,0,1
455,0.0,0.0011172603583105,0.6450641383156723,3.7454716851502336e-05,8.848474688126669e-05,0.0002162837537625,0.5824993094331432,0.0135981696406972,0.0100681277596762,0.4630681818181816,0.0053712443023014,0.009948291718818,0.0,0.0038842669371071,0.0,0.0,0.5150424390562858,0.0018395844634614,0.0106632907910221,0.0,0.0006936107090016,0.9984168601267764,0.0,0.1562184570022974,0.0002554371548887,0.0038601855516377,0.7872316651038878,0.0096839070159724,0.4873294346978554,0.0005303285831038,0.0101236427217845,0.0,0.0,0.0917431192660842,0.0005089592823479,0.0059508520696961,0,1
456,0.0001873719280616,0.0010163805344753,0.6471834913552703,0.000513768802808,0.0027356566348087,0.0002162837537625,0.6144505437327644,0.0135981696406972,0.0097024261953139,0.4630681818181816,0.0053712443023014,0.009948291718818,0.0,0.0046463168021518,0.0,0.0,0.5150424390562858,0.0012701534826922,0.0081500905473424,0.0,0.0034211099464261,0.9984168601267764,0.0,0.1562184570022974,0.0,0.000759745984909,0.7587541516683791,0.0,0.4873294346978554,0.0007857319701128,0.0062885971685441,0.0,0.0019505173052933,0.0917431192660842,0.0013198453604094,0.0169282728489143,0,1
457,0.0001873719280616,0.0010163805344753,0.6471834913552703,0.000513768802808,0.0027356566348087,0.0002162837537625,0.6144505437327644,0.0135981696406972,0.0100917525843426,0.6917613636363633,0.0053712443023014,0.009948291718818,0.0,0.0046463168021518,0.0,0.0,0.0004824529434241,0.0018325191886703,0.0107971050126063,0.0,0.0035453092392561,0.9984168601267764,0.0,0.0,0.0002963483782544,0.007443026549643,0.7587541516683791,0.0104012988097951,0.4873294346978554,0.0007857319701128,0.0062885971685441,0.0,0.013622850014606,0.0917431192660842,0.001797246583702,0.0268259710931195,0,1
458,0.0001873719280616,6.661509787260662e-05,0.6471834913552703,0.0006099264495841,0.0031604410595897,0.0,0.6511666911737675,0.0419688221205502,0.0,0.6917613636363633,0.0052619235855255,0.0096162294913818,0.0,0.0019052060447415,0.0,0.0,0.0108004120282684,0.0018325191886703,0.0107971050126063,0.0,0.0035453092392561,0.9984168601267764,0.0,0.0033544323889408,0.0002963483782544,0.007443026549643,0.7587541516683791,0.0024853512445708,0.4873294346978554,0.0016735490580493,0.0125191099773466,0.0,0.013622850014606,0.0917431192660842,0.001797246583702,0.0268259710931195,0,1
459,0.000488228329164,0.0005047011196315,0.6471834913552703,0.0006099264495841,0.0031604410595897,0.0,0.6511666911737675,0.0419688221205502,0.0023322652948976,0.6917613636363633,0.0050663414744838,0.0093818312424203,0.0,0.0015653673965334,0.0,0.0,0.0,0.0018325191886703,0.0107971050126063,0.0,0.0034185678503192,0.9984168601267764,0.0,0.0050068204632624,0.0004396149104819,0.0102917124456496,0.8151946552292779,0.0132538906642058,0.4883040935672511,0.0016735490580493,0.0125191099773466,0.0,0.0063187431033718,0.0917431192660842,0.0007317448233954,0.0169413202387016,0,1
460,0.000488228329164,0.0007512712200793,0.6522030117122144,0.0006430599367573,0.0033854363468287,0.0,0.6468981101068201,0.0419688221205502,0.008670286447083,0.920454545454545,0.0050663414744838,0.0093818312424203,0.0,0.0036770990472744,0.0,0.0,0.029878384361041,0.0,0.0,0.0,0.0035997637769159,0.9984168601267764,0.0,0.0050068204632624,0.0003533327136218,0.0067840950167414,0.8151946552292779,0.0065644345838121,0.4883040935672511,0.0004925428329187,0.0050020057508357,0.0,0.0118101784354871,0.0917431192660842,0.0002919519119504,0.0100172947408224,0,1
464,0.0413878044461542,0.9054735015501666,0.7378694924707192,0.9715213803109082,0.9732324272729416,0.0027345626595827,0.6677905719193333,0.9086396959557124,0.921834164662739,0.00284090909091,0.9724372998480642,0.9715702518778992,0.0274693066852534,0.921047036779178,0.8390410958903658,0.0,0.5586164863300207,0.9641229460912428,0.9586529608187724,0.96302307798273,0.7377876617941201,0.9984293750664855,0.0,0.7830666802244997,0.9679244912430208,0.9736335392891838,0.0140146589409158,0.8476832193756542,0.3703703703703702,0.96262620054448,0.9666563299961112,0.8694878132598892,0.7760861095443774,0.3669724770641096,0.9128499834276502,0.8922106881781041,0,2
465,0.0413878044461542,0.987537706445332,0.7153374233128833,0.9769810294975768,0.9804977712328828,0.0027345626595827,0.7090602050713591,0.9086396959557124,0.9429256476875426,0.00284090909091,0.9724372998480642,0.9715702518778992,0.0272431903828044,0.9178661227514884,0.8390410958903658,0.0,0.562652346842154,0.9641229460912428,0.9586529608187724,0.967001863859807,0.7736144611466919,0.9984293750664855,0.0,0.3866693679891177,0.9724927572925106,0.972680708669791,0.0140146589409158,0.6201456903117467,0.3703703703703702,0.9645564334506266,0.9659280793199638,0.8694878132598892,0.8538472415056438,0.3669724770641096,0.9142890594954544,0.8956761515554013,0,2
466,0.0413878044461542,0.991070404345548,0.7472392638036807,0.9769810294975768,0.9804977712328828,0.0027773853293573,0.5746017092671817,0.9250257988869138,0.9518902179666378,0.00284090909091,0.979293327430198,0.9785034312002472,0.0272431903828044,0.917480001187405,0.818493150684958,0.0,0.562652346842154,0.9687261930350022,0.9614585801963412,0.967001863859807,0.8125012246569584,0.9984293750664855,0.0,0.4398411800718522,0.9724927572925106,0.972680708669791,0.0140146589409158,0.7464092196229842,0.3703703703703702,0.9645564334506266,0.9659280793199638,0.8705168720149973,0.8697474186976432,0.3669724770641096,0.9142890594954544,0.895676151555401,0,2
490,0.0408655531043289,0.870431178919119,0.7316229782487449,0.9723253417686109,0.9724583653910908,0.0027188501808392,0.4324736321687541,0.9154196914996204,0.8186390489652682,0.00284090909091,0.791780794650067,0.7915362112781439,0.0269337979672402,0.8958277537412321,0.5308219178082254,0.0,0.594473218429091,0.9660991152907836,0.9667448805724692,0.960292186537077,0.9482345761816606,0.9984293750664855,0.0,0.7497624291890579,0.7244447067675837,0.727071066083099,0.1499105268865566,0.8165858352565768,0.3703703703703702,0.9548190723413468,0.9493057353593932,0.9203743115193022,0.7150990400733618,0.3669724770641096,0.9560614936050346,0.9213094618748624,2,2
491,0.0406891530332641,0.8217069537999082,0.7316229782487449,0.9666019488681508,0.9664400190554704,0.0027188501808392,0.5837893753336892,0.9154196914996204,0.8979115189235621,0.00284090909091,0.9622636868615204,0.9622254387593158,0.0269337979672402,0.894563935482464,0.5308219178082254,0.0,0.594473218429091,0.9636670760100576,0.9679309981711408,0.960292186537077,0.8525418423737526,0.9984293750664855,0.0,0.5840130734675951,0.8176130877715609,0.8194442151682507,0.1228630126995458,0.8936247109379375,0.3703703703703702,0.9548190723413468,0.9493057353593932,0.9203743115193022,0.7141637095846168,0.3669724770641096,0.9560614936050346,0.9213094618748624,2,2
492,0.0406891530332641,0.872885225619898,0.7110987172336865,0.9442447532315033,0.9446673638236174,0.0027188501808392,0.5374100403721256,0.9154196914996204,0.8965418163828863,0.00284090909091,0.9622636868615204,0.9622254387593158,0.0318596016026049,0.885345746598587,0.2979452054794365,0.0,0.3504960375193232,0.9459015664619436,0.9454462875426712,0.9562561576599128,0.8744027164283749,0.9984293750664855,0.0,0.5840130734675951,0.9531127168702704,0.9574215923617192,0.1228630126995458,0.8758096691029077,0.3703703703703702,0.9545922919250712,0.9434065697212282,0.9203743115193022,0.9233364173702624,0.3669724770641096,0.9560614936050346,0.9213094618748624,2,2
493,0.0406891530332641,0.93223399326874,0.7156720580033467,0.9442447532315033,0.9446673638236174,0.0106257437802474,0.5374100403721256,0.9405467399429848,0.8143020272326414,0.00284090909091,0.9622636868615204,0.9622254387593158,0.0318596016026049,0.812652730547737,0.2979452054794365,0.0,0.3504960375193232,0.9459015664619436,0.9454462875426712,0.9562561576599128,0.9149656989296288,0.9984293750664855,0.0,0.7562758442637716,0.9531127168702704,0.9574215923617192,0.1228630126995458,0.8744606246482552,0.3703703703703702,0.9108845179602956,0.8980090467254176,0.94400834787968,0.9233364173702624,0.3669724770641096,0.6108982026910609,0.5704993755053662,2,2
494,0.0479867196728676,0.9263104180810388,0.7156720580033467,0.940533769372108,0.9399197555737318,0.0106257437802474,0.6075777921837378,0.9405467399429848,0.8732597831665309,0.00284090909091,0.8915968132317159,0.8919045788794555,0.0318596016026049,0.8448006187956456,0.3287671232876619,0.0,0.5442370929777396,0.939165031129987,0.9356710632115808,0.9562561576599128,0.9149656989296288,0.9984293750664855,0.0,0.7562758442637716,0.893705942615516,0.9041858509817012,0.1391258771009409,0.8744606246482552,0.3703703703703702,0.8961072593010767,0.8793514323711136,0.94400834787968,0.8824846186076196,0.3669724770641096,0.871742539968444,0.859630979414704,2,2
495,0.0479867196728676,0.9115692627877868,0.6847741215839376,0.940533769372108,0.939919755573732,0.0106257437802474,0.6075777921837378,0.9405467399429848,0.8732597831665309,0.00284090909091,0.8915968132317159,0.8919045788794555,0.0455561198195282,0.8448006187956456,0.3287671232876619,0.0,0.757810239350386,0.8840460298842941,0.87616042025762,0.9575405214563688,0.7729081947990273,0.9984293750664855,0.0,0.7562758442637716,0.8816376366522441,0.8916998973755416,0.1391258771009409,0.7644128371158708,0.3703703703703702,0.8661108955798642,0.8556958001299111,0.94400834787968,0.8503511524875307,0.3669724770641096,0.871742539968444,0.859630979414704,2,2
496,0.0479867196728676,0.8907941242764086,0.6847741215839376,0.7063651553511389,0.7041808077445505,0.0217735541251098,0.538008141986879,0.9583234768762476,0.711393953150784,0.00284090909091,0.8915968132317159,0.8919045788794555,0.0455561198195282,0.6992633676360479,0.7636986301370143,0.0,0.7578102393503859,0.8840460298842941,0.87616042025762,0.9575405214563688,0.8595916372310682,0.9984293750664855,0.0,0.7286119196921166,0.8607742372357808,0.8757474674764781,0.1391258771009409,0.7175054107109659,0.3703703703703702,0.8661108955798642,0.8556958001299111,0.9425201280189884,0.8345996712311846,0.3669724770641096,0.871742539968444,0.859630979414704,2,2
497,0.0573824737005699,0.8796127265845467,0.6453987730061348,0.6060820137541233,0.6047594311249859,0.0217735541251098,0.538008141986879,0.9583234768762476,0.7296997700477859,0.00284090909091,0.8452868510268393,0.8457058686265894,0.0455561198195282,0.7779964283645523,0.7636986301370143,0.0,0.7578102393503859,0.8443579838928195,0.8315581721666053,0.9575405214563688,0.8494545465972589,0.9984293750664855,0.0,0.7286119196921166,0.8328135498608854,0.8514403204818075,0.092238768914002,0.7798300891465634,0.3703703703703702,0.6573524615780166,0.6336717003701394,0.9425201280189884,0.7917611497083424,0.3669724770641096,0.8243827482125698,0.829540476748649,2,2
498,0.0573824737005699,0.8569310996850837,0.6534300055772446,0.8198925129760505,0.8246170135951373,0.0217735541251098,0.4327945905829966,0.9583234768762476,0.8529557371708753,0.00284090909091,0.8452868510268393,0.8457058686265894,0.0572028340496747,0.7779964283645523,0.7636986301370143,0.0,0.5979718632379103,0.8443579838928195,0.8315581721666053,0.9538269742174538,0.8243453719429618,0.9984293750664855,0.0,0.7286119196921167,0.8328135498608854,0.8514403204818075,0.092238768914002,0.6106494431961709,0.3703703703703702,0.8060026657467295,0.8003594715647074,0.9425201280189884,0.7917611497083424,0.3669724770641096,0.8243827482125698,0.829540476748649,2,2
499,0.0573824737005699,0.7293196515061457,0.6534300055772446,0.8198925129760505,0.8246170135951373,0.0342358237997275,0.6216146861429135,0.9430666649953136,0.8412984697890012,0.00284090909091,0.7717060978177736,0.7728363128283224,0.0572028340496747,0.6774184470157105,0.7636986301370143,0.0,0.5979718632379103,0.6856362737123004,0.6752425599278704,0.9538269742174538,0.8147103377506169,0.9984293750664855,0.0,0.7175810455923333,0.8146091658030578,0.837206364948805,0.092238768914002,0.6331141566759361,0.3703703703703702,0.6101827925000606,0.5807783521870045,0.9445071308236864,0.6499487671827415,0.3669724770641096,0.7715727471415832,0.7872721407300375,2,2
500,0.0670577535876353,0.7552487258008602,0.8303402119353036,0.7707244955470789,0.7773391017873479,0.0342358237997275,0.6216146861429135,0.9430666649953136,0.8279144136059157,0.00284090909091,0.6495128681124774,0.6504641229945646,0.0572028340496747,0.738237711726151,0.3116438356164508,0.0,0.5979718632379103,0.5729833409370394,0.5611428400598915,0.9538269742174538,0.7952875046489015,0.9984293750664855,0.0,0.7175810455923333,0.7535521010694531,0.7854067517373889,0.1435359705058254,0.6414286431831928,0.3703703703703702,0.5402396295730794,0.5023481205987262,0.9445071308236864,0.7391757831003429,0.3669724770641096,0.7647809447254424,0.776792371018584,2,2
501,0.0670577535876353,0.742688496058774,0.8303402119353036,0.765463820499155,0.7721117911985644,0.0342358237997275,0.7135207395546962,0.9430666649953136,0.8139761995091898,0.00284090909091,0.7656030639699319,0.7665653734884897,0.0664642926528804,0.7227564051159509,0.3116438356164508,0.0,0.2337401851789871,0.7824461599090846,0.7594946253294375,0.946824125901377,0.7767119546030289,0.9984293750664855,0.0,0.7175810455923333,0.7491484782319683,0.7809168140464108,0.1435359705058254,0.638452446281062,0.3703703703703702,0.7548664148547315,0.7513199501774528,0.9445071308236864,0.7066630455658092,0.3669724770641096,0.7647809447254424,0.776792371018584,2,2
502,0.0670577535876353,0.7081187365549542,0.8303402119353036,0.765463820499155,0.7721117911985644,0.0364336753309269,0.539641311372672,0.9431741717688732,0.8149833892903695,0.00284090909091,0.7656030639699319,0.7665653734884897,0.0664642926528804,0.6623997720630499,0.4212328767123381,0.0,0.3056320249433724,0.7824461599090846,0.7594946253294375,0.946824125901377,0.6838021460949241,0.9984293750664855,0.0,0.5012984165937721,0.7491484782319683,0.7809168140464108,0.1435359705058254,0.6978167777820344,0.3703703703703702,0.7548664148547315,0.7513199501774528,0.9295076839722508,0.7022942249590144,0.3669724770641096,0.6120053834908337,0.6066976670866998,2,2
503,0.0678446701955025,0.807326480016662,0.897155605131065,0.765463820499155,0.7721117911985644,0.0364336753309269,0.539641311372672,0.9431741717688732,0.8150837260087458,0.00284090909091,0.7733830439656195,0.7743780967601352,0.0664642926528804,0.7280204259479421,0.4212328767123381,0.0,0.3056320249433724,0.7824461599090846,0.7594946253294375,0.946824125901377,0.6514108508289811,0.9984293750664855,0.0,0.5012984165937721,0.6604542742546482,0.6886789861107612,0.1640541202407626,0.6178444715137864,0.3703703703703702,0.7548664148547315,0.7513199501774528,0.9295076839722508,0.7089623075445469,0.3669724770641096,0.7467240411930558,0.750674060581079,2,2
504,0.0678446701955025,0.7992248220207849,0.863915225878416,0.5258974958741631,0.5282924899868031,0.0364336753309269,0.6104989298675516,0.9431741717688732,0.8150837260087458,0.00284090909091,0.7733830439656195,0.7743780967601352,0.0579175250763932,0.7364777468609972,0.3424657534246762,0.0,0.3056320249433724,0.7921220737058484,0.7717543729156022,0.9295536338858869,0.758634736188847,0.9984293750664855,0.0,0.5012984165937721,0.7631083715535739,0.7956490848610289,0.1640541202407626,0.5238302915888381,0.3703703703703702,0.7615702858512244,0.7589270737660194,0.9295076839722508,0.7116844856467445,0.3669724770641096,0.7467240411930558,0.750674060581079,2,2
505,0.0678446701955025,0.7918368040356146,0.863915225878416,0.5902642286726435,0.5937974651972198,0.0332645969658878,0.6566507496298767,0.933680464514316,0.7074568504070139,0.00284090909091,0.7777516711406871,0.7785162829069823,0.0579175250763932,0.6604962690762273,0.3424657534246762,0.0,0.3056320249433724,0.7921220737058484,0.7717543729156022,0.9295536338858869,0.7589796783433583,0.9984293750664855,0.0,0.7192177714539162,0.7631083715535739,0.7956490848610289,0.1640541202407626,0.6274711693156221,0.3703703703703702,0.7632895260081592,0.7567133950742106,0.9028366002698128,0.7143238095820966,0.3669724770641096,0.7467240411930558,0.750674060581079,2,2
506,0.0661977031869094,0.7967292856287236,0.7185722253206919,0.7709062459349384,0.7776339028764937,0.0332645969658878,0.6566507496298767,0.933680464514316,0.7917175865758375,0.00284090909091,0.7708139477075656,0.7713359645800901,0.0579175250763932,0.7490628195247268,0.5205479452055215,0.0,0.6179983390100111,0.7921220737058484,0.7717543729156022,0.9295536338858869,0.758698042417717,0.9984293750664855,0.0,0.7192177714539162,0.7596446698526237,0.7915433677799816,0.2157761641668998,0.6865787533430798,0.3703703703703702,0.7632895260081592,0.7567133950742106,0.9028366002698128,0.7056616055370871,0.3669724770641096,0.735112043464765,0.7398507877858108,2,2
507,0.0661977031869094,0.791890809620674,0.7185722253206919,0.6457612256914931,0.6502758548236408,0.0332645969658878,0.6566507496298767,0.933680464514316,0.7917175865758375,0.00284090909091,0.7670676558036655,0.7673712957889439,0.0645797839532384,0.7490628195247268,0.5205479452055215,0.0,0.6179983390100111,0.5314147464824969,0.5237397420002797,0.9540772184408566,0.758698042417717,0.9984293750664855,0.0,0.7192177714539162,0.6427041730949761,0.6676776786527019,0.2157761641668998,0.6749313916401035,0.3703703703703702,0.5146066422562189,0.4756795947490142,0.9028366002698128,0.7014003987008802,0.3669724770641096,0.735112043464765,0.7398507877858108,2,2
508,0.0661977031869094,0.793609864088398,0.6793084216397096,0.7688946214009612,0.7747048655389414,0.0350217540100536,0.4675307322287547,0.94834931422298,0.7954290853447015,0.00284090909091,0.7670676558036655,0.7673712957889439,0.0645797839532384,0.7723981296151035,0.5239726027397182,0.0,0.5416010721722739,0.5973376912834863,0.5887105888397853,0.9540772184408566,0.7505319379471407,0.9984293750664855,0.0,0.824228200755583,0.7566898243312473,0.7831199544679069,0.2157761641668998,0.6763391335338554,0.3703703703703702,0.5809755669547015,0.5503532023466312,0.8785597635040637,0.6902401379467508,0.3669724770641096,0.735112043464765,0.7398507877858108,2,2
509,0.0676977234114142,0.7972093494692745,0.6254322364751816,0.7688946214009612,0.7747048655389414,0.0350217540100536,0.5240414788611856,0.94834931422298,0.6070228963068748,0.00284090909091,0.7735957541968026,0.7736871073224288,0.0645797839532384,0.7663905861383795,0.5034246575341967,0.0,0.5416010721722739,0.6632606360844758,0.6536814356792908,0.9540772184408566,0.7505319379471407,0.9984293750664855,0.0,0.7079340984913038,0.7566898243312473,0.7831199544679069,0.1534832511798669,0.6808122521425202,0.3703703703703702,0.7631118070047473,0.7552799836767715,0.8785597635040637,0.6252734570108318,0.3669724770641096,0.7152364515332893,0.7211191105354349,2,2
510,0.0676977234114142,0.6840100497308992,0.6254322364751816,0.7744618936231622,0.7799360407323082,0.0350217540100536,0.5240414788611856,0.94834931422298,0.8103455313465349,0.00284090909091,0.7735957541968026,0.7736871073224288,0.0645314282728652,0.7663905861383795,0.5034246575341967,0.0,0.7064995534269694,0.7871536331253831,0.7702655217199273,0.947107716368349,0.6310693840629484,0.9984293750664855,0.0,0.7079340984913038,0.7566898243312473,0.7831199544679069,0.1534832511798669,0.6193233147784645,0.3703703703703702,0.7631118070047473,0.7552799836767717,0.8785597635040637,0.6728290385583476,0.3669724770641096,0.7152364515332893,0.7211191105354349,2,2
511,0.0676977234114142,0.6623730446752077,0.6548800892359177,0.7693353997081362,0.7751165479268769,0.0353579582045152,0.8242172863723523,0.944545058501886,0.8103455313465349,0.00284090909091,0.7718335886612079,0.7725337570379324,0.0645314282728652,0.7643517675322886,0.7431506849314928,0.0,0.5874302062547828,0.7871536331253832,0.7702655217199273,0.947107716368349,0.6643231415246467,0.9984293750664855,0.0,0.8130538222556716,0.7645700771371139,0.7891585687661142,0.1534832511798669,0.6722413696854328,0.3703703703703702,0.7620571063895168,0.7540101722004187,0.8866984516058053,0.671780124633209,0.3669724770641096,0.7152364515332893,0.7211191105354349,2,2
512,0.0674547327657629,0.7433445470447918,0.6597880646960403,0.7693353997081362,0.7751165479268769,0.0353579582045152,0.8242172863723523,0.944545058501886,0.81800194053818,0.00284090909091,0.7718335886612079,0.7725337570379324,0.0645314282728652,0.6983562483429506,0.7089041095890707,0.0,0.5261553260714839,0.7871536331253832,0.7702655217199273,0.947107716368349,0.6960314079169257,0.9984293750664855,0.0,0.7091039732140143,0.7614179782804088,0.787544234955624,0.1351466848589302,0.6722413696854328,0.3703703703703702,0.7620571063895168,0.7540101722004187,0.8866984516058053,0.671780124633209,0.3669724770641096,0.7110815566779924,0.7107884038174765,2,2
513,0.0674547327657629,0.74727707278523,0.6597880646960403,0.7620218717856522,0.7673433952386519,0.0353579582045152,0.8242172863723523,0.944545058501886,0.8268647636428307,0.00284090909091,0.7631295555688328,0.7640433914116025,0.0697764489871616,0.7682169814517382,0.6404109589041127,0.0,0.5363600837176987,0.7777694081483807,0.7561949287498004,0.957799824134955,0.7543727388505388,0.9984293750664855,0.0,0.7091039732140143,0.7522492029852305,0.7772846026683419,0.1351466848589302,0.6823406186946571,0.3703703703703702,0.7550481256054101,0.7438531818622198,0.8866984516058053,0.5023026060621056,0.3669724770641096,0.7110815566779924,0.7107884038174765,2,2
514,0.0674547327657629,0.7136657416703724,0.6597880646960403,0.7744027675212649,0.7802448560940571,0.03563419745734,0.7555603541351759,0.9733906730016818,0.8301062383517663,0.00284090909091,0.7726343292141166,0.7732489386468793,0.0697764489871616,0.7634923271447667,0.6404109589041127,0.0,0.3038016818557429,0.6001463195624943,0.5834989118965647,0.957799824134955,0.6795437722530139,0.9984293750664855,0.0,0.5168058516292071,0.7583513728036549,0.7848467626086792,0.1351466848589302,0.6988152655905446,0.3703703703703702,0.7550481256054101,0.7438531818622198,0.9046187319088068,0.6745622876168442,0.3669724770641096,0.7110815566779924,0.7107884038174765,2,2
515,0.0673308914996919,0.6790534237564658,0.6597880646960403,0.7744027675212649,0.7802448560940571,0.03563419745734,0.7555603541351759,0.9733906730016818,0.8301062383517663,0.00284090909091,0.7726343292141166,0.7732489386468793,0.0697764489871616,0.7596784216569686,0.7226027397259713,0.0,0.3132746670472989,0.7866277001761206,0.7668589696882527,0.957799824134955,0.7620882367830814,0.9984293750664855,0.0,0.5168058516292071,0.7583513728036549,0.7848467626086792,0.1167605437007346,0.6988152655905446,0.3703703703703702,0.7666470090942046,0.7548122160320957,0.9046187319088068,0.6745622876168442,0.3669724770641096,0.7240913890220675,0.726896909088524,2,2
