,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_net_in,shipping_ctn_net_out,shipping_ctn_mem,label,class
139,0.070085572988639,0.9668311635243132,0.8380293028497827,0.8123942545754649,0.8123108688033074,0.7199799565326808,0.4487872813760422,0.9509810466241472,0.9384998464469088,0.1219512195121943,0.977799258700094,0.9785654725005676,0.0107904536423983,0.1336937257356497,0.0044016763831331,0.5486606505717992,0.971709110338614,0.972439767002442,0.6379792880049666,0.8434097545835123,1.0,0.0,0.7289963412360605,0.9736684529265178,0.9716867783143598,0.0006529575291689,0.7393633425969621,0.069097888675623,0.9845147013291988,0.9750352553248736,0.117887141081724,0.900186826372332,0.9253151007749806,0.920125576074322,0.0,1,1
140,0.0701235017341192,0.9640399329358262,0.8380293028497827,0.974769470219548,0.978412741983353,0.7199799565326808,0.4487872813760422,0.9509810466241472,0.8533517677151471,0.1219512195121943,0.9707787611882752,0.9712076918683064,0.0107904536423983,0.1268645159259167,0.0284001779401088,0.5486606505717992,0.9666030600245792,0.9630983171176084,0.6379792880049666,0.9230180705578812,1.0,0.0,0.6021874276780478,0.9736684529265178,0.9716867783143598,0.00055324399141,0.8214655164361111,0.069097888675623,0.9752512020659618,0.9603167236299976,0.117887141081724,0.8642479151539252,0.9253151007749806,0.920125576074322,0.0,1,1
141,0.0701235017341192,0.9615249765759306,0.8380293028497827,0.974769470219548,0.978412741983353,0.7199799565326808,0.3990227991203583,0.9509810466241472,0.9066346127728044,0.1219512195121943,0.9637341660543792,0.963601980829734,0.0214522123568163,0.1995370208400398,0.1191028072393525,0.2903974089635854,0.9666030600245792,0.9630983171176084,0.6455998353463787,0.8068038896464574,1.0,0.0,0.6594572109186791,0.798618483996656,0.7986280711559027,0.00055324399141,0.8030249146949051,0.069097888675623,0.9699611097586668,0.9551141069634838,0.117887141081724,0.8642479151539252,0.527968326339546,0.5323566633307922,0.0,1,1
142,0.0701235017341192,0.7956552086635159,0.9140771749047388,0.9685406358653236,0.9696875532944296,0.7251754645237167,0.3818148245033622,0.9400969040336952,0.9083198414550192,0.1219512195121943,0.9637341660543792,0.963601980829734,0.0214522123568163,0.1995370208400398,0.1191028072393525,0.2903974089635854,0.6196447208456383,0.613127594213225,0.6455998353463787,0.8062076299068097,1.0,0.0,0.583555613193937,0.7044599180234228,0.7043174726345414,0.00055324399141,0.7773948037082332,0.069097888675623,0.9699611097586668,0.9551141069634838,0.1157538280715724,0.7225790298165015,0.5891699824003278,0.5940670118221958,0.0,1,1
143,0.1208850184678404,0.7547301789735992,0.9140771749047388,0.8044597762129675,0.8038618534104033,0.7251754645237167,0.3818148245033622,0.9400969040336952,0.7099214366799204,0.1219512195121943,0.7616964822228013,0.7625938707995755,0.0214522123568163,0.2042280192771794,0.1191028072393525,0.4160041531447029,0.7071383872378394,0.700743201628994,0.6455998353463787,0.7563031143194205,1.0,0.0,0.4882934721936797,0.7044599180234228,0.7043174726345414,0.0029902627852138,0.694402492364427,0.069097888675623,0.7452095164920813,0.7515331487782443,0.1157538280715724,0.6261845758043899,0.7344198727293811,0.7405241818968442,0.0,1,1
144,0.1208850184678404,0.6164634949334835,0.7991198411420597,0.6653906295765557,0.6653701668194395,0.7251754645237167,0.1216618738370339,0.9400969040336952,0.6709977181307426,0.1219512195121943,0.7616964822228013,0.7625938707995755,0.1173917007904725,0.3788878171347886,0.1877502282784293,0.4289544069126751,0.6542498396362036,0.6481972321408832,0.6671106801299729,0.7563031143194205,1.0,0.0,0.4882934721936797,0.5441565903559704,0.5501332182442424,0.0029902627852138,0.6013848565491304,0.069097888675623,0.6361638828085094,0.6469053356901903,0.1157538280715724,0.6261845758043899,0.7344198727293811,0.7405241818968442,0.0,1,1
145,0.1208850184678404,0.5714273287400841,0.7991198411420597,0.6653906295765557,0.6653701668194395,0.7404193167011452,0.0950630397449381,0.9355218064234674,0.6081436036555646,0.1219512195121943,0.473688902019035,0.4759837719208746,0.1173917007904725,0.5085887251717957,0.1891316054412213,0.4289544069126751,0.6542498396362036,0.6481972321408832,0.6671106801299729,0.6206064824194475,1.0,0.0,0.4092459365565452,0.5441565903559704,0.5501332182442424,0.0029902627852138,0.4517142344462962,0.069097888675623,0.6361638828085094,0.6469053356901903,0.1194739407711369,0.5917141953305182,0.5901981702221489,0.5951037456768513,0.0,1,1
146,0.2450707155433267,0.5714273287400842,0.7991198411420597,0.4708031399278963,0.4736235172086498,0.7404193167011452,0.4260553152459623,0.9355218064234674,0.6081436036555646,0.1219512195121943,0.473688902019035,0.4759837719208746,0.1173917007904725,0.586207335879197,0.1891316054412213,0.3633148503348822,0.5377016719779201,0.5311003789568199,0.6671106801299729,0.4416188393531896,1.0,0.0,0.4021972508170506,0.3141066585043472,0.3257414687833362,0.009141150489917,0.4187833792224079,0.408829174664107,0.4783423705628388,0.4937121888223224,0.1194739407711369,0.4774779482946486,0.5289965141613672,0.5333933971854478,0.0,1,1
147,0.2450707155433267,0.5141256765945124,0.8747383674126552,0.4708031399278963,0.4736235172086496,0.7404193167011452,0.6148312268087855,0.9355218064234674,0.4840701689500027,0.1219512195121943,0.4736889020190348,0.4759837719208745,0.3677310808370971,0.6848054378380547,0.1891316054412213,0.3273421172145991,0.5377016719779201,0.5311003789568199,0.7220466808388263,0.3306875346636064,1.0,0.0,0.4021972508170506,0.3141066585043472,0.3257414687833362,0.009141150489917,0.4187833792224079,0.408829174664107,0.4783423705628388,0.4937121888223224,0.1194739407711369,0.3891794177574374,0.3008554785425989,0.3533065080790356,0.0,1,1
148,0.2450707155433267,0.2869712216993382,0.8747383674126552,0.1676749412758891,0.1688342026327441,0.7720963116511259,0.6148312268087855,0.9160434974979824,0.4146414406982612,0.1219512195121943,0.4736889020190348,0.4759837719208745,0.3677310808370971,0.7869465688563854,0.1879843600009367,0.3273421172145991,0.3973826377983385,0.396184717561781,0.7220466808388263,0.3115947947624755,1.0,0.0,0.4021972508170506,0.2542694267173925,0.2682708134555443,0.009141150489917,0.265602394619188,0.3800383877159303,0.2180096782563942,0.2552849378984104,0.1253805549801175,0.2493418081869388,0.3008554785425989,0.3533065080790356,0.0,1,1
149,0.7062325900166206,0.2709235116750139,0.8747383674126552,0.1603560236630684,0.1622320613415293,0.7720963116511259,0.5030628470140499,0.9160434974979824,0.157322583102512,0.1219512195121943,0.1522664539771074,0.1560215520370483,0.3677310808370971,0.8786790570291074,0.1879843600009367,0.3273421172145991,0.2394779438984946,0.2400759325501668,0.7220466808388263,0.3115947947624755,1.0,0.0,0.2139744539601676,0.2542694267173925,0.2682708134555443,0.0226538994477233,0.1485188524076051,0.3800383877159303,0.2039636813805513,0.2315343747089581,0.1253805549801175,0.2493418081869388,0.3008554785425989,0.3533065080790356,0.0,1,1
150,0.7062325900166206,0.227410549907626,0.893468577255407,0.1603560236630684,0.1622320613415293,0.7720963116511259,0.598852398679836,0.9160434974979824,0.2083991237782856,0.1219512195121943,0.1522664539771074,0.1560215520370483,0.9849290815046244,0.969985357601808,0.1879843600009367,0.2909376750386082,0.2394779438984946,0.2400759325501668,0.931672705771818,0.1265469051425776,1.0,0.0,0.252812824055729,0.1430867949351316,0.1627492654746809,0.0226538994477233,0.181173068936624,0.3800383877159303,0.2039636813805513,0.2315343747089581,0.1253805549801175,0.2289773663529197,0.1471110710931637,0.2050641882321033,0.0,1,1
151,0.7062325900166206,0.1519696594773922,0.8432887887082061,0.1603560236630684,0.1622320613415293,0.8826685788750173,0.598852398679836,0.8885052344828432,0.1623841220954463,0.1219512195121943,0.1522664539771074,0.1560215520370483,0.9849290815046244,0.9983836363522488,0.1879843600009367,0.2909376750386082,0.147010848666537,0.1554541871467457,0.931672705771818,0.1530201864673754,1.0,0.0,0.252812824055729,0.1438285568751991,0.1633550956767518,0.0226538994477233,0.1734806923964472,0.3800383877159303,0.1940136934769613,0.2257549898267839,0.1182961754191363,0.1198104788509958,0.1471110710931637,0.2050641882321033,0.0,1,1
