,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_read,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,label,class
187,0.0915997069374966,0.9879921103667882,0.8199179775968659,0.9751273032152886,0.971731295699394,0.7135850727769715,0.7768887559510455,0.0081959603699814,0.0842800868337866,0.0149648302884388,0.9709872691744992,0.970137059790469,0.8876392640006971,0.9786543615628612,0.7246963562753308,0.4884935551337857,0.7372853525600666,0.7320035279369403,0.8507031465673507,0.8753337250756091,0.9965169890748724,0.0,0.7121609147807559,0.9638482628466536,0.9630221507035608,0.1588242725103616,0.9311573356199052,0.2083333333333357,0.9674328193341598,0.9662310379034073,0.7986804414560001,0.6707287615738947,0.0600000000000591,0.963371044153356,0.9655849745612102,1,1
188,0.0927231252908809,0.9772886107343216,0.8928811899369529,0.9771636396012652,0.9736107651817544,0.7135850727769715,0.7768887559510455,0.0081959603699814,0.0755337116420662,0.0149648302884388,0.9433784808301396,0.9412276167638504,0.8876392640006971,0.9786543615628612,0.7246963562753308,0.4732996083956622,0.7886342489937158,0.7844785661581033,0.8507031465673507,0.8595632665917042,0.9965169890748724,0.0,0.7564310401145108,0.941236404151506,0.9379372291730736,0.1446237755692037,0.927088267334666,0.2083333333333357,0.9674328193341598,0.9662310379034073,0.7986804414560001,0.5989855532788969,0.0600000000000591,0.963371044153356,0.9655849745612102,1,1
189,0.0927231252908809,0.9325796386355792,0.8857195323498805,0.8422390557198773,0.8391767543049358,0.7135850727769715,0.7768887559510455,0.0081959603699814,0.1580771249495876,0.0924090072227729,0.6122324249683613,0.6097360549384804,0.8731059517996193,0.8800080008852638,0.7570850202429256,0.4732996083956622,0.9431013433241332,0.9395895688360144,0.8550953291843227,0.8208311016345171,0.9965169890748724,0.0,0.7564310401145108,0.941236404151506,0.9379372291730736,0.1446237755692037,0.6986332661163889,0.2083333333333357,0.968866939995214,0.9632317561153686,0.7986804414560001,0.6532155730382089,0.0600000000000591,0.6910858705473559,0.6747052489652283,1,1
190,0.0927231252908809,0.7796445009306305,0.7958621533941361,0.7608087524197717,0.7580425238731229,0.7131535047840176,0.2745198542120687,0.0239382106006174,0.1579454109593601,0.0924090072227729,0.5981671084152901,0.5990424545474895,0.8731059517996193,0.8800080008852638,0.7570850202429256,0.423474950687464,0.9431013433241332,0.9395895688360144,0.8550953291843227,0.8171398891047299,0.9965169890748724,0.0,0.7564310401145108,0.9357224188942423,0.9299027064666184,0.1446237755692037,0.8236332264441567,0.2083333333333357,0.8518134985320759,0.8528424802402997,0.7639149508257147,0.6408987472000367,0.0600000000000591,0.8073433067142007,0.788207066548164,1,1
191,0.1287204825629751,0.8455724892546556,0.7958621533941361,0.7754036085663498,0.7749247208063382,0.7131535047840176,0.3111171338393326,0.0239382106006174,0.1491250571930147,0.0924090072227729,0.6649785296506907,0.6659516463194882,0.8731059517996193,0.8169051202165585,0.7489878542510269,0.423474950687464,0.817717290503816,0.8109976594061808,0.8550953291843227,0.8171398891047299,0.9965169890748724,0.0,0.6921876866886906,0.9357224188942423,0.9299027064666184,0.1636309819306947,0.8236332264441567,0.2083333333333357,0.7976394219546155,0.800614527452129,0.7639149508257147,0.5392703635009805,0.0600000000000591,0.8073433067142007,0.788207066548164,1,1
192,0.1287204825629751,0.7974544397298848,0.7896186570361756,0.7754036085663498,0.7749247208063382,0.7131535047840176,0.6307403570553475,0.0239382106006174,0.6184635774768071,0.1987442760704338,0.7423821237161862,0.7438445860237993,0.8814931236486724,0.6574905301435636,0.7489878542510269,0.423474950687464,0.761232076672291,0.7534802740188813,0.8645533039373076,0.6014022651033655,0.9965169890748724,0.0,0.6921876866886906,0.7989540337311785,0.8016931682600927,0.1636309819306947,0.5865476833098782,0.2083333333333357,0.7976394219546155,0.800614527452129,0.7639149508257147,0.518274783952519,0.0600000000000591,0.6527639749219886,0.6372916868730755,1,1
193,0.1287204825629751,0.7546471744024436,0.8287935361449472,0.7754036085663498,0.7749247208063382,0.7133777745867513,0.7992204728447612,0.0512637219615606,0.6184635774768071,0.1987442760704338,0.7423821237161861,0.7438445860237991,0.8814931236486724,0.6312983413873636,0.5971659919028411,0.2555601821742725,0.761232076672291,0.7534802740188813,0.8645533039373076,0.5548331917424809,0.9965169890748724,0.0,0.6921876866886908,0.7054491948100409,0.7152519248735498,0.1636309819306947,0.5185887278968692,0.2083333333333357,0.7976394219546155,0.800614527452129,0.7662731865116873,0.4971029903005423,0.0600000000000591,0.6123892431390452,0.6368509010257534,1,1
194,0.1859407048054924,0.604744865332554,0.8287935361449472,0.7142599915012408,0.7159894198528403,0.7133777745867513,0.7992204728447612,0.0512637219615606,0.6636643975630329,0.1987442760704338,0.7423821237161861,0.7438445860237991,0.8814931236486724,0.6105837262304419,0.5202429149798036,0.2407929664597935,0.7014093541140495,0.6948567535051088,0.8645533039373076,0.5986425783276296,0.9965169890748724,0.0,0.5103364143698169,0.661505921417967,0.6698821386295678,0.2645151996203334,0.5573165836662521,0.2083333333333357,0.7060709289793599,0.7200463774786423,0.7662731865116873,0.4258764002742694,0.0600000000000591,0.6123892431390451,0.6368509010257533,1,1
195,0.1859407048054924,0.6488776050368688,0.8287935361449472,0.6355306259404364,0.6387088759914349,0.7133777745867513,0.6805052492231883,0.0512637219615606,0.6636643975630329,0.1987442760704338,0.5643345788252329,0.5663646799474875,0.9033094547607124,0.6105837262304419,0.5202429149798036,0.2407929664597935,0.6173742205195532,0.6104632965183351,0.8650479191992694,0.5986425783276296,0.9965169890748724,0.0,0.5103364143698169,0.661505921417967,0.6698821386295678,0.2645151996203334,0.6087437554099082,0.2083333333333357,0.573712252949871,0.5987429693969872,0.7662731865116873,0.4178224128133726,0.0600000000000591,0.6123892431390451,0.6368509010257533,1,1
196,0.1859407048054924,0.5539323857565964,0.8107975760543553,0.5528133530533206,0.5572836280211475,0.7035761634310729,0.7140108127920827,0.1132092357279691,0.7970023757231874,0.1987442760704338,0.6082944581996883,0.611755887897424,0.9033094547607124,0.59009092806565,0.6417004048583408,0.206986112145049,0.6173742205195532,0.6104632965183351,0.8650479191992694,0.5758872711613516,0.9965169890748724,0.0,0.5103364143698169,0.661505921417967,0.6698821386295678,0.2645151996203334,0.5437156087635442,0.2083333333333357,0.5498873411590399,0.5693456941229147,0.745227576994856,0.3580541641108683,0.0600000000000591,0.4752905893091485,0.5001964786402076,1,1
197,0.2800461377530029,0.5465199791000677,0.8122666340209341,0.5528133530533206,0.5572836280211475,0.7035761634310729,0.7140108127920827,0.1132092357279691,0.8570748759052047,0.1987442760704338,0.5119571510473551,0.5188410789991471,0.9033094547607124,0.4951626374512493,0.5931174089068918,0.3600581295893359,0.5188552898026298,0.5118586048707344,0.8650479191992694,0.5072812919881419,0.9965169890748724,0.0,0.4801892398530797,0.5121244725252851,0.5261635971626432,0.334686156755011,0.5339942801977942,0.2083333333333357,0.5498873411590399,0.5693456941229147,0.745227576994856,0.3189691072351293,0.0600000000000591,0.4752905893091485,0.5001964786402076,1,1
