,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,carts_ctn_read,label,class
44,0.0296123473293962,0.9860263771976732,0.9772015698725582,0.975451398319662,0.9781532588408024,0.8049879181996018,0.4205975688468157,0.8570023949370439,0.9396974452090424,0.0855614973262035,0.9691336358434172,0.9683940141283288,0.0280178664844391,0.9142900441845264,0.5157232704402759,0.3232667087850575,0.9579864745417388,0.9495403177931032,0.0091491896641193,0.2606591710085473,0.789796765647859,0.4811279717694091,0.9675557225887657,0.9660515548992534,0.2221258734923825,0.8297978169151233,0.8076923076923075,0.969781732075468,0.9651063973058572,0.8843830110256493,0.916894468863576,0.0256410256408798,0.8990853060887796,0.8815868873884557,0.0,0,2
45,0.0299921356330317,0.8255743394675021,0.92128588437624,0.973867685721382,0.9762055791505828,0.8049879181996018,0.4321545416362711,0.8570023949370439,0.9371785285825032,0.0855614973262035,0.9691336358434172,0.9683940141283288,0.0280178664844391,0.9301958448251976,0.3899371069181825,0.3232667087850575,0.9579864745417388,0.9495403177931032,0.0091491896641193,0.3197428644990454,0.789796765647859,0.4300767400526349,0.9657080227010156,0.9592799704693482,0.1716862891529125,0.8176362398172724,0.8076923076923075,0.9653881320469988,0.9606959974586212,0.8843830110256493,0.896343088684665,0.0256410256408798,0.8990853060887796,0.8815868873884557,0.0,0,2
46,0.0299921356330317,0.9795166019331806,0.8751598535961549,0.624790772799092,0.6272119539220378,0.8049879181996018,0.4321545416362711,0.8570023949370439,0.933731043308926,0.0855614973262035,0.9672739826158012,0.9663383916596512,0.0283887705466116,0.9301958448251976,0.3899371069181825,0.3232667087850575,0.955067862231431,0.948489787506845,0.0091136496619306,0.3183374685419779,0.789796765647859,0.5919021389980976,0.6362136117526214,0.62514181852269,0.1716862891529125,0.9062242634680436,0.8076923076923075,0.9653881320469988,0.9606959974586212,0.8843830110256493,0.8806599132685691,0.0256410256408798,0.8902999449745397,0.8771556806183936,0.0,0,2
47,0.0299921356330317,0.9834065678972717,0.9013096970498744,0.7048623837128666,0.707593857306938,0.768245510864634,0.3360845276691368,0.8407111443660761,0.8562338759705659,0.0855614973262035,0.8044696804167791,0.8036915611134361,0.0283887705466116,0.7517139294972452,0.3899371069181825,0.5632671472395961,0.955067862231431,0.948489787506845,0.0091136496619306,0.3183374685419779,0.789796765647859,0.5984481156499817,0.7159025695337419,0.7048921481265336,0.1716862891529125,0.9000943517738205,0.8076923076923075,0.7928131582055267,0.7693390548337306,0.8789114566465676,0.7607499057484836,0.0256410256408798,0.8902999449745397,0.8771556806183936,0.0,0,2
48,0.0297116898708937,0.9820356191517954,0.933765489262248,0.7935978639461758,0.7962414686918917,0.768245510864634,0.6125898284902546,0.8407111443660761,0.9136994537671952,0.0855614973262035,0.9715974731990092,0.9704598250901972,0.0283887705466116,0.7174431673714199,0.3899371069181825,0.5632671472395961,0.955067862231431,0.948489787506845,0.0091136496619306,0.2879643307138911,0.789796765647859,0.5984481156499817,0.6360542338370591,0.6249823178634824,0.1390371583384362,0.8890208194445934,0.8076923076923075,0.9657112554121604,0.9522246276393822,0.8789114566465676,0.8392253021822266,0.0256410256408798,0.8902999449745397,0.8771556806183936,0.0,0,2
49,0.0297116898708937,0.8780401783236127,0.933765489262248,0.9667608437409,0.9699812827952308,0.768245510864634,0.6125898284902546,0.8407111443660761,0.9136994537671952,0.0855614973262035,0.9715974731990094,0.9704598250901976,0.0282676689207143,0.9414082158169638,0.4276729559747991,0.5632671472395961,0.964800562926893,0.9629042207619756,0.009070881644414,0.3146119514347253,0.789796765647859,0.7885714599093696,0.9614473358840878,0.958944770943902,0.1390371583384362,0.8890208194445934,0.8076923076923075,0.9657112554121604,0.9522246276393822,0.8789114566465676,0.861570201100466,0.0256410256408798,0.5938692784438608,0.5742421491405862,0.0,0,2
50,0.0297116898708937,0.9723843115840692,0.916435154561891,0.8354586084801569,0.838241658236925,0.7763113210749713,0.7438879375951293,0.8289698287683037,0.9109934037264712,0.0855614973262035,0.970218007394225,0.9685502703574198,0.0282676689207143,0.9414082158169638,0.4276729559747991,0.6372821315883659,0.964800562926893,0.9629042207619756,0.009070881644414,0.3154600495556358,0.789796765647859,0.7885714599093696,0.9614473358840878,0.958944770943902,0.1390371583384362,0.8884814250326223,0.8076923076923075,0.970199892140125,0.9570836882137476,0.8905894686638006,0.7502291515478973,0.0256410256408798,0.6519893043182309,0.6361001204069974,0.0,0,2
51,0.0295597250176274,0.9757233246445092,0.8838029721744498,0.9704802825142468,0.9725460571189728,0.7763113210749713,0.6412784976217811,0.8289698287683037,0.8358750345397982,0.0855614973262035,0.9727564812960428,0.9716492587620654,0.0282676689207143,0.9426516198404514,0.2264150943395861,0.5440334993425305,0.964800562926893,0.9629042207619756,0.009070881644414,0.3141410253644465,0.789796765647859,0.8389095076593805,0.9646881225526722,0.9566308861662892,0.113248308145228,0.8019983535768028,0.8076923076923075,0.9670264110312388,0.9582409833818976,0.8905894686638006,0.7322874319499444,0.0256410256408798,0.5792619992135948,0.5586954138232383,0.0,0,2
52,0.0295597250176274,0.9784738895678105,0.8838029721744498,0.9755019595928364,0.976399683741658,0.7763113210749713,0.6412784976217811,0.8289698287683037,0.9113492930821504,0.0855614973262035,0.9789161423031324,0.9782160989786226,0.0280692289558746,0.9426516198404514,0.2264150943395861,0.6710808153143233,0.8385054407556087,0.8437987243477044,0.0090139378713895,0.3141410253644465,0.789796765647859,0.8389095076593805,0.968804487863784,0.958205755426679,0.113248308145228,0.900797993541457,0.8076923076923075,0.9670264110312388,0.9582409833818976,0.8905894686638006,0.916109562917203,0.0256410256408798,0.9386022804047192,0.9301166561919788,0.0,0,2
53,0.0295597250176274,0.9865684665256153,0.8832738016492481,0.9772281185246824,0.9773149439292412,0.816263429471646,0.7037845378453785,0.8358885256718592,0.913980679710361,0.0855614973262035,0.9789161423031324,0.9782160989786226,0.0280692289558746,0.9426516198404514,0.2264150943395861,0.6710808153143233,0.9843442432638404,0.9905581722124076,0.0090139378713895,0.3185904506409591,0.789796765647859,0.5734816871438491,0.968804487863784,0.958205755426679,0.113248308145228,0.9096937942394998,0.8076923076923075,0.982291557493424,0.9729036603293676,0.8910760806934312,0.916109562917203,0.0256410256408798,0.9602294778607096,0.9474331369768976,0.0,0,2
54,0.0296855550997749,0.8224291520259625,0.8832738016492481,0.9799228923107872,0.9795957078920278,0.816263429471646,0.5804961489927399,0.8358885256718592,0.913443075129389,0.0855614973262035,0.982451660891306,0.9815420402707368,0.0280692289558746,0.9318329790272984,0.2735849056604138,0.5547103105304991,0.8505636577355906,0.8559330619573061,0.0090139378713895,0.3212804409324686,0.789796765647859,0.5734816871438491,0.97068108428999,0.961847909457498,0.1392744355573856,0.845054211615109,0.8076923076923075,0.982291557493424,0.9729036603293676,0.8910760806934312,0.9772672350467396,0.0256410256408798,0.9534781829410534,0.9446664456056874,0.0,0,2
55,0.0296855550997749,0.9875233913280806,0.8918287251400099,0.9826495631359152,0.983551367663555,0.816263429471646,0.665296736746578,0.8358885256718592,0.9126604255226828,0.0855614973262035,0.982451660891306,0.9815420402707368,0.0277561972914538,0.7732236456743098,0.4276729559747991,0.5547103105304991,0.9831056287029108,0.9873214400448188,0.0089711906202376,0.3233764607948246,0.789796765647859,0.805569672650684,0.9737519058953318,0.96878967008836,0.1392744355573856,0.9210607177523956,0.8076923076923075,0.982291557493424,0.9729036603293676,0.8910760806934312,0.969977150217657,0.0256410256408798,0.9832866971625528,0.9745209267714556,0.0,0,2
56,0.0296855550997749,0.9875233913280806,0.8918287251400099,0.9826495631359152,0.983551367663555,0.8130284998118307,0.5148938427321413,0.8441272447179274,0.9120553130797612,0.0855614973262035,0.8348471469276012,0.8343868755315096,0.0277561972914538,0.7444116956155569,0.4276729559747991,0.3490027940406701,0.9852402984718164,0.9903568448752696,0.0089711906202376,0.3244025700360983,0.789796765647859,0.805569672650684,0.9737519058953318,0.96878967008836,0.1392744355573856,0.7014982539650534,0.8076923076923075,0.9862506420084628,0.9771798459670722,0.8854684529934461,0.969977150217657,0.0256410256408798,0.9832866971625528,0.9745209267714556,0.0,0,2
57,0.0296150770228845,0.9829499707274676,0.8961502844291573,0.9844999511807188,0.9849083898871204,0.8130284998118307,0.5148938427321413,0.8441272447179274,0.911381208841337,0.0855614973262035,0.986002592136238,0.9855158169993627,0.0277561972914538,0.8504229614258001,0.4056603773584584,0.3490027940406701,0.9852402984718164,0.9903568448752696,0.0089711906202376,0.3312619028316341,0.789796765647859,0.805569672650684,0.6733795866837934,0.6597503851052537,0.1659076585785734,0.9354481019023252,0.8076923076923075,0.9877933952847536,0.9764210074470852,0.8854684529934461,0.9015571971450284,0.0256410256408798,0.9832866971625528,0.9745209267714556,0.0,0,2
