,food_cpu,food_rx,food_tx,inside_cpu,inside_rx,inside_tx,assurance_cpu,assurance_rx,assurance_tx,train_cpu,train_rx,train_tx,order_other_cpu,order_other_rx,order_other_tx,food_map_cpu,food_map_rx,food_map_tx,label,class
1180,0.0798282841880358,0.0,0.0,0.142791105382172,0.4268292682926829,0.37109375,0.0076991121089279,0.0,0.0,0.3860270880835695,0.0,0.0,0.0064184541769647,0.0,0.0,6.807043906297786e-06,0.0365483197265995,0.0153771447070249,2,2
1181,0.1781302297943249,0.2450668364099299,0.4112554112554112,0.2451668675705876,0.0,0.0,0.0076991121089279,0.0,0.0,0.1709617327740726,0.0,0.0,0.00571766037029,0.0794797687861271,0.0405117270788912,1.4775232728772e-05,0.0,0.0,2,2
1182,0.1476011747397499,0.0,0.0,0.1273419971316199,0.0,0.0,0.0032286860175147,0.0,0.0,0.2572826639908852,0.0,0.0,0.0111806514179844,0.0,0.0,1.4775232728772e-05,0.0,0.0,2,2
1183,0.1476011747397499,0.0,0.0,0.1273419971316199,0.0,0.0,0.0149914522104669,0.237215033887862,0.0972862263184843,0.4828345088927225,0.0,0.0,0.0111806514179844,0.0,0.0,3.99855388462066e-06,0.0,0.0,2,2
1184,0.0538599615907575,0.0,0.0,0.0945892321364152,0.0,0.0,0.0051753689926513,0.0,0.0,0.4828345088927225,0.0,0.0,0.0058454470054265,0.0,0.0,3.99855388462066e-06,0.0,0.0,2,2
1185,0.1928937325706712,0.0,0.0,0.0945892321364152,0.0,0.0,0.0064859815406909,0.0,0.0,0.2274465672871695,0.4104477611940298,0.5,0.0058454470054265,0.0,0.0,5.578372773257481e-06,0.0,0.0,2,2
1186,0.1428304207784815,0.0,0.0,0.1617618980581242,0.0,0.0,0.0064859815406909,0.0,0.0,0.2274465672871695,0.4104477611940298,0.5,0.0071953565518304,0.0,0.0,1.762175862532986e-05,0.0,0.0,2,2
1187,0.1428304207784815,0.0,0.0,0.1617618980581242,0.0,0.0,0.0050396952056646,0.0,0.0,0.1850458475168906,0.0,0.0,0.0134915243043933,0.0,0.0,1.762175862532986e-05,0.0,0.0,2,2
1188,0.0954308773031008,0.336728198599618,0.2229437229437229,0.1048125654404195,0.0,0.0,0.0050396952056646,0.0,0.0,0.1850458475168906,0.0,0.0,0.0486993489060975,0.8410404624277457,0.4742004264392324,5.272800134975502e-05,0.3612113157395101,0.485432178698608,2,2
1189,0.0972756679599849,0.0,0.0,0.2950557838332468,0.8536585365853658,0.7421875,0.0182276951678443,0.381392483056069,0.4508448540706605,0.2734394816981309,0.0,0.0,0.0486993489060975,0.8410404624277457,0.4742004264392324,1.5949576874438835e-05,0.0730966394531991,0.0307542894140498,2,2
1190,0.0972756679599849,0.0,0.0,0.2263697394701415,0.0,0.0,0.008114382493132,0.0,0.0,0.2734394816981309,0.0,0.0,0.0061509095784582,0.0,0.2223880597014925,1.0452399361379943e-05,0.0,0.0,2,2
1191,0.1062784481561519,0.1225334182049649,0.2056277056277056,0.2263697394701415,0.0,0.0,0.008114382493132,0.0,0.0,0.1812296005527208,0.0,0.0,0.0115920576153483,0.1589595375722543,0.0810234541577825,1.0452399361379943e-05,0.0,0.0,2,2
1192,0.0930571829345712,0.0,0.0,0.0593851460146234,0.0,0.0,0.0058229656613568,0.0,0.0,0.1812296005527208,0.0,0.0,0.0119672485121188,0.0,0.0,5.082909632597698e-06,0.0,0.0,2,2
1193,0.1883985820495071,0.0,0.0,0.1887350091946538,0.0,0.0,0.0058229656613568,0.0,0.0,0.1399904843454169,0.0,0.0,0.0119672485121188,0.0,0.0,1.3592343050207573e-05,0.0079741788494399,0.0067983166073162,2,2
1194,0.1883985820495071,0.0,0.0,0.1887350091946538,0.0,0.0,0.0089224814401302,0.1574245224892175,0.0809011776753712,0.3371027494495915,0.0,0.0,0.0044312997804344,0.0086705202312138,0.008955223880597,1.3592343050207573e-05,0.0079741788494399,0.0067983166073162,2,2
1195,0.0675992444536135,0.0,0.0,0.1304646599737798,0.0,0.0,0.0089224814401302,0.1574245224892175,0.0809011776753712,0.3780960912942271,0.8208955223880597,1.0,0.0070271792387342,0.0,0.0,2.2244669713676358e-06,0.0,0.0,2,2
1196,0.1679737916528267,0.0,0.0,0.1619882449209435,0.0,0.0,0.0053217802497458,0.0,0.0,0.263610434146485,0.0,0.0,0.0070271792387342,0.0,0.0,1.74906043767426e-05,0.0,0.0,2,2
1197,0.1679737916528267,0.0,0.0,0.1374585360703193,0.0,0.0,0.0092362089435146,0.0,0.0,0.2126690990679143,0.0,0.0,0.0022697743552416,0.0,0.0,1.74906043767426e-05,0.0,0.0,2,2
1198,0.1074402706542607,0.0,0.0,0.1815864957370241,0.0,0.0,0.0119036204276022,0.0,0.0,0.2126690990679143,0.0,0.0,0.0177038439557117,0.0,0.0,3.825795715470311e-06,0.0,0.0,2,2
1199,0.1074402706542607,0.0,0.0,0.2242219739030206,0.8536585365853658,0.7421875,0.0119036204276022,0.0,0.0,0.2046720602723523,0.0,0.0,0.005431735502346,0.0,0.0,1.4338191574533942e-05,0.0730966394531991,0.0307542894140498,2,2
1200,0.0676554006458891,0.0,0.0,0.2429788478966679,0.0,0.0,0.0029592111397496,0.0,0.0,0.2349846404161662,0.0,0.0,0.005431735502346,0.0,0.0,1.4338191574533942e-05,0.0730966394531991,0.0307542894140498,2,2
1201,0.1827757939463359,0.2450668364099299,0.4112554112554112,0.2429788478966679,0.0,0.0,0.0029592111397496,0.0,0.0,0.2349846404161662,0.0,0.0,0.0054283492856503,0.0794797687861271,0.0405117270788912,7.450453966060528e-06,0.0,0.0,2,2
1202,0.1827757939463359,0.2450668364099299,0.4112554112554112,0.0556908968527007,0.0,0.0,0.0050214516841782,0.0,0.0,0.1900681931888093,0.0,0.0,0.0054283492856503,0.0794797687861271,0.0405117270788912,1.553994999289899e-05,0.0,0.0,2,2
1203,0.103438179466694,0.0,0.0,0.2809653066791022,0.0,0.0,0.0178319252506794,0.237215033887862,0.0972862263184843,0.1900681931888093,0.0,0.0,0.0051350780492816,0.0,0.0,1.553994999289899e-05,0.0,0.0,2,2
1204,0.103438179466694,0.0,0.0,0.2809653066791022,0.0,0.0,0.0178319252506794,0.237215033887862,0.0972862263184843,0.2352615964157233,0.0,0.0,0.009463533454563,0.0,0.0,5.820333251905416e-06,0.0,0.0,2,2
1205,0.0545137232192712,0.0,0.0,0.1801811214838147,0.0,0.0,0.0032578705630445,0.0,0.0,0.4018375794080674,0.8208955223880597,1.0,0.009463533454563,0.0,0.0,5.820333251905416e-06,0.0,0.0,2,2
1206,0.1708555468909516,0.0,0.0,0.1801811214838147,0.0,0.0,0.0032578705630445,0.0,0.0,0.4018375794080674,0.8208955223880597,1.0,0.0051257611705764,0.0,0.0,8.052850546983413e-06,0.0,0.0,2,2
1207,0.1708555468909516,0.0,0.0,0.061828328332732,0.0,0.0,0.0045023280819844,0.0,0.0,0.1821564659503532,0.0,0.0,0.0051257611705764,0.0,0.0,1.0160733847772684e-05,0.0,0.0,2,2
1208,0.0730414167185082,0.0,0.0,0.061828328332732,0.0,0.0,0.0154780275383437,0.0,0.0,0.4309216380940102,0.0,0.0,0.0054954040286929,0.0,0.0,1.0160733847772684e-05,0.0,0.0,2,2
1209,0.0951258018188234,0.0,0.0,0.1460906223328904,0.4268292682926829,0.37109375,0.0154780275383437,0.0,0.0,0.4309216380940102,0.0,0.0,0.0075144405163161,0.0,0.0,2.2864189104573097e-06,0.0,0.0,2,2
1210,0.1543916930255602,0.2450668364099299,0.4112554112554112,0.2399404327206496,0.0,0.0,0.0052938679163141,0.0,0.0,0.1868743527182679,0.0703624733475479,0.1736842105263157,0.0075144405163161,0.0,0.0,1.2876867356031336e-05,0.0730966394531991,0.0307542894140498,2,2
1211,0.0961712628452311,0.0,0.0,0.2287504509339832,0.0,0.0,0.0052938679163141,0.0,0.0,0.1868743527182679,0.0703624733475479,0.1736842105263157,0.0058782904376999,0.0794797687861271,0.0405117270788912,1.2876867356031336e-05,0.0730966394531991,0.0307542894140498,2,2
1212,0.1805868972601885,0.0,0.0,0.2287504509339832,0.0,0.0,0.0055351556628343,0.0,0.0,0.1073233402610288,0.0,0.0,0.016739078296112,0.0,0.0,7.78917070129041e-06,0.0,0.0,2,2
1213,0.1805868972601885,0.0,0.0,0.0439099715801606,0.0,0.0,0.0156779276808895,0.237215033887862,0.0972862263184843,0.1073233402610288,0.0,0.0,0.016739078296112,0.0,0.0,8.389675329164647e-06,0.0,0.0,2,2
1214,0.0637442479730004,0.0,0.0,0.144520822151637,0.0,0.0,0.0057852165839828,0.0,0.0,0.2565742452292096,0.0,0.0,0.00279466185704,0.0,0.0,8.388189701602956e-06,0.0,0.0,2,2
1215,0.1062270712142827,0.0,0.0,0.2597927463419355,0.0,0.0,0.0057852165839828,0.0,0.0,0.2324508696523493,0.0,0.0,0.0093062656898891,0.0,0.0,1.085294740782056e-05,0.0,0.0,2,2
1216,0.0887255889828719,0.0,0.0,0.2597927463419355,0.0,0.0,0.0030497519303452,0.0,0.0,0.2324508696523493,0.0,0.0,0.0052331252841157,0.0,0.0,1.085294740782056e-05,0.0,0.0,2,2
1217,0.0887255889828719,0.0,0.0,0.1076880944629706,0.0,0.0,0.0146536239210967,0.0,0.0,0.2340567239521218,0.4104477611940298,0.5,0.0052331252841157,0.0,0.0,6.725918483292268e-06,0.0,0.0,2,2
1218,0.097856745155234,0.0,0.0,0.1183563126358301,0.0,0.0,0.0146536239210967,0.0,0.0,0.5287244187953097,0.0,0.0,0.007493424928518,0.0,0.0,7.564136218708579e-06,0.0,0.0,2,2
1219,0.097856745155234,0.0,0.0,0.2288874908713364,0.8536585365853658,0.7421875,0.0031532641954927,0.0,0.0,0.2510628033202487,0.0,0.0,0.007493424928518,0.0,0.0,7.564136218708579e-06,0.0,0.0,2,2
1220,0.077079949690424,0.0,0.0,0.2288874908713364,0.8536585365853658,0.7421875,0.0031532641954927,0.0,0.0,0.2510628033202487,0.0,0.0,0.0052334887763034,0.0794797687861271,0.0405117270788912,7.462288195868187e-06,0.0365483197265995,0.0153771447070249,2,2
1221,0.2130150405665429,0.2450668364099299,0.4112554112554112,0.1043698802495314,0.0,0.0,0.0048266149457828,0.0,0.0,0.1047025061627527,0.0,0.0,0.0052334887763034,0.0794797687861271,0.0405117270788912,1.989546716664826e-05,0.0,0.0,2,2
1222,0.2130150405665429,0.2450668364099299,0.4112554112554112,0.1184379206884112,0.0,0.0,0.0091530266276943,0.0,0.0,0.1047025061627527,0.0,0.0,0.0064270584196704,0.0,0.0,1.989546716664826e-05,0.0,0.0,2,2
1223,0.0964760064371192,0.0,0.0,0.1478003220328544,0.0,0.0,0.0091530266276943,0.0,0.0,0.2047421313664844,0.0,0.0,0.0064270584196704,0.0,0.0,2.6788531448302263e-06,0.0,0.0,2,2
1224,0.0964760064371192,0.0,0.0,0.1395220539712986,0.0,0.0,0.0064641605587848,0.118607516943931,0.0486431131592421,0.5449192500711222,0.0,0.0,0.0038688051855872,0.0,0.0,6.717366601558943e-06,0.0,0.0,2,2
1225,0.0747762182375664,0.0,0.0,0.2386089676471364,0.0,0.0,0.0112957167763566,0.0,0.0,0.5449192500711222,0.0,0.0,0.0105749490807229,0.0,0.0,6.717366601558943e-06,0.0,0.0,2,2
1226,0.0747762182375664,0.0,0.0,0.1598275012538164,0.0,0.0,0.0112957167763566,0.0,0.0,0.157474098220054,0.4104477611940298,0.5,0.008387194824514,0.0,0.0,8.772160937942818e-06,0.0,0.0,2,2
1227,0.076743145293726,0.0,0.0,0.1598275012538164,0.0,0.0,0.0031144719041983,0.0,0.0,0.3335340286254434,0.0,0.0,0.008387194824514,0.0,0.0,1.570055014161926e-05,0.0,0.0,2,2
1237,0.2779942601202619,0.918523233609166,0.8571428571428571,0.0664628298417111,0.0,0.0,0.0052047112924812,0.0,0.0,0.2494742916162738,0.0,0.0,0.0576906916604915,0.97233691164327,0.5270788912579957,9.759462034058424e-06,0.0,0.0,0,2
1238,0.2779942601202619,0.918523233609166,0.8571428571428571,0.1244595391234723,0.0,0.0,0.0339997156555072,0.7627849661121381,0.901689708141321,0.3024455862918517,0.0,0.0,0.00988796797718,0.0,0.444776119402985,5.670834677349136e-05,0.3423201063223846,0.3355454839753966,0,2
1358,0.0561274503946996,0.0210057288351368,0.0714285714285714,0.1678845916957757,0.0,0.0,0.0058505879304301,0.0,0.0,0.1825933592222669,0.0,0.0,0.0284049487395186,0.366019818331957,0.2511727078891257,0.0007254659744822,1.0,0.4985432178698608,0,3
1551,0.1193912509448976,0.6581795035009548,0.303030303030303,0.2087588976973771,0.0,0.0,0.0362441929497119,0.7886629698089958,0.4188428059395801,0.3952757717980663,0.0,0.0,0.0250248492346801,0.3594137076796036,0.4104477611940298,3.7390814123683954e-05,0.1756217960888551,0.1101489155066364,0,3
1666,0.7013032883101393,0.0,0.0,0.4098349801589047,0.8536585365853658,0.7421875,0.0107864146515598,0.0,0.0,0.3560615350334449,0.0,0.0,0.0120804093694932,0.1589595375722543,0.0810234541577825,1.1297232583630797e-05,0.0365483197265995,0.0100356102298478,0,1
1693,0.1154283230592725,0.0,0.0,0.1959237767590824,0.0,0.0,0.0117621809753871,0.0,0.0,0.1620513172664985,0.0,0.0,0.0055908876870455,0.0,0.0,9.552591570510776e-06,0.0,0.0,3,3
1694,0.1154283230592725,0.0,0.0,0.1107691833915514,0.0,0.0,0.009362641381821,0.118607516943931,0.0486431131592421,0.1620513172664985,0.0,0.0,0.0055908876870455,0.0,0.0,9.552591570510776e-06,0.0,0.0,3,3
1695,0.0858251813924664,0.0,0.0,0.1107691833915514,0.0,0.0,0.009362641381821,0.118607516943931,0.0486431131592421,0.2005729012656241,0.0,0.0,0.0024562123679766,0.0,0.0,5.560069079837156e-06,0.0,0.0,3,3
1696,0.0858251813924664,0.0,0.0,0.1419913024733179,0.0,0.0,0.0049739981729202,0.0,0.0,0.2005729012656241,0.0,0.0,0.008641419347459,0.0,0.0,5.560069079837156e-06,0.0,0.0,3,3
1697,0.0858251813924664,0.0,0.0,0.1419913024733179,0.0,0.0,0.0098651804271044,0.0,0.0,0.2515902634813281,0.4104477611940298,0.5,0.0124770654365045,0.0,0.0,8.2560386858055e-06,0.0,0.0,3,3
1698,0.0858251813924664,0.0,0.0,0.1325867992925835,0.0,0.0,0.0098651804271044,0.0,0.0,0.3216026730720989,0.0,0.0,0.0124770654365045,0.0,0.0,1.1031565552353136e-05,0.0,0.0,3,3
1699,0.1078432212041533,0.0,0.0,0.1976373258954888,0.0,0.0,0.0064111093142952,0.0,0.0,0.4451429170035919,0.0,0.0,0.002913150744639,0.0,0.0,1.1031565552353136e-05,0.0,0.0,3,3
1700,0.1547841225867108,0.0,0.0,0.1976373258954888,0.0,0.0,0.0064111093142952,0.0,0.0,0.4451429170035919,0.0,0.0,0.0074081573137559,0.0,0.0,5.41533467161546e-06,0.0,0.0,3,3
1701,0.1547841225867108,0.0,0.0,0.158244173053065,0.4268292682926829,0.37109375,0.0044489562400461,0.0,0.0,0.0455274671681888,0.0,0.0,0.0074081573137559,0.0,0.0,1.1501734931449762e-05,0.0730966394531991,0.0307542894140498,3,3
1702,0.1093125420009818,0.1225334182049649,0.2056277056277056,0.1783274528609011,0.0,0.0,0.0097675356041532,0.0,0.0,0.3706531396755148,0.0,0.0,0.0076539928196327,0.0794797687861271,0.0405117270788912,1.5001936955151797e-05,0.0,0.0,3,3
1703,0.1593106037494281,0.0,0.0,0.1712191935100701,0.0,0.0,0.0075129111462542,0.0,0.0,0.3706531396755148,0.0,0.0,0.0098342763548264,0.0,0.0,1.5001936955151797e-05,0.0,0.0,3,3
1704,0.0926010300346681,0.0,0.0,0.1712191935100701,0.0,0.0,0.0075129111462542,0.0,0.0,0.1053399779416195,0.0,0.0,0.0098342763548264,0.0,0.0,5.972984658287064e-06,0.0,0.0,3,3
1705,0.0926010300346681,0.0,0.0,0.0736628157637721,0.0,0.0,0.0074861946921947,0.118607516943931,0.0486431131592421,0.4587559788161067,0.0,0.0,0.0034613974022877,0.0,0.0,5.972984658287064e-06,0.0,0.0,3,3
1706,0.0547384807453294,0.0,0.0,0.2474958866022014,0.0,0.0,0.0074861946921947,0.118607516943931,0.0486431131592421,0.3214180357390608,0.8208955223880597,1.0,0.0034613974022877,0.0,0.0,5.0081393941616375e-06,0.0,0.0,3,3
1707,0.1433172405351592,0.0,0.0,0.2474958866022014,0.0,0.0,0.0052780314201173,0.0,0.0,0.3214180357390608,0.8208955223880597,1.0,0.008581964460814,0.0136251032204789,0.0140724946695095,2.713442236791125e-05,0.0375925574330738,0.0320492068630624,3,3
1708,0.1433172405351592,0.0,0.0,0.0943171319718793,0.0,0.0,0.0372219948128961,0.7627849661121381,0.901689708141321,0.144131510830889,0.0,0.0,0.5672578395197104,0.8133773740710156,0.8908315565031982,2.713442236791125e-05,0.0375925574330738,0.0320492068630624,3,2
1709,0.0865953708711591,0.0617441120305537,0.1428571428571428,0.1780379752404247,0.0,0.0,0.0372219948128961,0.7627849661121381,0.901689708141321,0.4533037469816876,0.0,0.0,0.5672578395197104,0.8133773740710156,0.8908315565031982,8.204969920930576e-05,0.3424150370229732,0.4690029135642603,3,1
1710,0.1266737665086593,0.6314449395289624,0.303030303030303,0.3737160479705771,0.8536585365853658,0.7421875,0.0083834909738129,0.0,0.0,0.4533037469816876,0.0,0.0,0.004723738811005,0.0,0.0,1.445495936134858e-05,0.0730966394531991,0.0307542894140498,3,3
1711,0.0820511002763734,0.0,0.0,0.3737160479705771,0.8536585365853658,0.7421875,0.0083834909738129,0.0,0.0,0.1215637135437614,0.0,0.0,0.004723738811005,0.0,0.0,7.41666546228565e-06,0.0,0.0,3,3
1712,0.2176914043322843,0.2450668364099299,0.4112554112554112,0.0521529348103437,0.0,0.0,0.0038675705777726,0.0,0.0,0.2309264729995053,0.0,0.0,0.0047892104499144,0.0794797687861271,0.0405117270788912,7.41666546228565e-06,0.0,0.0,3,3
1713,0.2176914043322843,0.2450668364099299,0.4112554112554112,0.1656650066430274,0.0,0.0,0.0205616344167854,0.314849044978435,0.1618023553507424,0.2147109707509238,0.0,0.0,0.0047892104499144,0.0794797687861271,0.0405117270788912,5.783319539577809e-06,0.0,0.0,3,3
1714,0.0909565032455093,0.0,0.0,0.1400143419003457,0.0,0.0,0.0205616344167854,0.314849044978435,0.1618023553507424,0.4035304970422991,0.0,0.0,0.0063120370562302,0.0086705202312138,0.008955223880597,8.448110013257836e-06,0.0079741788494399,0.0067983166073162,3,3
1715,0.0909565032455093,0.0,0.0,0.2778716795861086,0.0,0.0,0.0058830853162633,0.0,0.0,0.4035304970422991,0.0,0.0,0.0080406050235634,0.0,0.0,8.448110013257836e-06,0.0079741788494399,0.0067983166073162,3,3
1716,0.077983360774196,0.0,0.0,0.2778716795861086,0.0,0.0,0.0058830853162633,0.0,0.0,0.0801895353025179,0.0,0.0,0.0077429049218554,0.0,0.0,5.818955554551198e-06,0.0,0.0,3,3
1717,0.077983360774196,0.0,0.0,0.08312934986318,0.0,0.0,0.0030652678290933,0.0,0.0,0.2830611188111457,0.8208955223880597,1.0,0.0077429049218554,0.0,0.0,9.777568913571006e-06,0.0,0.0,3,3
1718,0.0615270076768037,0.0,0.0,0.1148330884358529,0.0,0.0,0.0030652678290933,0.0,0.0,0.2830611188111457,0.8208955223880597,1.0,0.0019900623340317,0.0,0.0,9.777568913571006e-06,0.0,0.0,3,3
1719,0.2138322923860434,0.0,0.0,0.1148330884358529,0.0,0.0,0.0070333177183716,0.0,0.0,0.1722911566074939,0.0,0.0,0.0140356147158434,0.0,0.0,8.323145879510957e-06,0.0,0.0,3,3
1720,0.2138322923860434,0.0,0.0,0.1376477083754938,0.4268292682926829,0.37109375,0.0068662101148657,0.0,0.0,0.1722911566074939,0.0,0.0,0.0140356147158434,0.0,0.0,8.323145879510957e-06,0.0,0.0,3,3
1721,0.049032785923302,0.0,0.0,0.2208371094471769,0.1463414634146341,0.2578125,0.0112670054937273,0.0,0.0,0.2649365296029352,0.0,0.0,0.0030888657378376,0.0,0.0,8.702615791315611e-06,0.0365483197265995,0.0153771447070249,3,3
1722,0.1371736468946422,0.2450668364099299,0.4112554112554112,0.1908108452922491,0.0,0.0,0.0112670054937273,0.0,0.0,0.3496829633345992,0.0,0.0,0.0110883339678982,0.1589595375722543,0.0810234541577825,8.121475112429231e-06,0.0,0.0,3,3
1723,0.2278357615908106,0.0,0.0,0.1908108452922491,0.0,0.0,0.0050293546657315,0.0,0.0,0.3496829633345992,0.0,0.0,0.0110883339678982,0.1589595375722543,0.0810234541577825,1.2925169298293504e-05,0.0,0.0,3,3
1724,0.2278357615908106,0.0,0.0,0.0494218146463357,0.0,0.0,0.0050293546657315,0.0,0.0,0.2728675263922776,0.0,0.0,0.0056848217208085,0.0,0.0,8.666256009068575e-06,0.0,0.0,3,3
1725,0.0761197186295977,0.0,0.0,0.0494218146463357,0.0,0.0,0.0088776486857942,0.118607516943931,0.0486431131592421,0.2369722070012234,0.0,0.0,0.0073078621667086,0.0,0.0,8.666256009068575e-06,0.0,0.0,3,3
1726,0.1024286291968124,0.0,0.0,0.1692830369633885,0.0,0.0,0.0086114001379098,0.0,0.0,0.2369722070012234,0.0,0.0,0.0073078621667086,0.0,0.0,4.3245919948902965e-06,0.0,0.0,3,3
1727,0.1053970747270318,0.0,0.0,0.2429922659322675,0.0,0.0,0.0114808083700808,0.0,0.0,0.1247897867176036,0.4104477611940298,0.5,0.0039958744019321,0.0,0.0,4.3245919948902965e-06,0.0,0.0,3,3
1728,0.1053970747270318,0.0,0.0,0.2429922659322675,0.0,0.0,0.0114808083700808,0.0,0.0,0.3166917404398502,0.0,0.0,0.0142632756123363,0.0,0.0,8.307603929634802e-06,0.0,0.0,3,3
1729,0.0571532633916587,0.0,0.0,0.089675481509507,0.0,0.0,0.0068026351319009,0.0,0.0,0.3166917404398502,0.0,0.0,0.0142632756123363,0.0,0.0,1.1369666450516846e-05,0.0,0.0,3,3
1730,0.1015882776670142,0.0,0.0,0.089675481509507,0.0,0.0,0.0070348749059797,0.0,0.0,0.2073415937810502,0.0,0.0,0.0030954803390949,0.0,0.0,1.1369666450516846e-05,0.0,0.0,3,3
1731,0.1344273037513663,0.0,0.0,0.1882232541155974,0.4268292682926829,0.37109375,0.0070348749059797,0.0,0.0,0.2073415937810502,0.0,0.0,0.0030954803390949,0.0,0.0,7.631992575030616e-06,0.0365483197265995,0.0153771447070249,3,3
1732,0.16658502113889,0.2450668364099299,0.4112554112554112,0.1882232541155974,0.4268292682926829,0.37109375,0.0040045776430381,0.0,0.0,0.1555536247076283,0.0,0.0,0.0057973273356867,0.0794797687861271,0.0405117270788912,7.631992575030616e-06,0.0365483197265995,0.0153771447070249,3,3
1733,0.16658502113889,0.2450668364099299,0.4112554112554112,0.1038989291967656,0.0,0.0,0.0078497420213396,0.0,0.0,0.3058675081737931,0.0,0.0,0.0149387780152157,0.0,0.0,8.510620649892077e-06,0.0,0.0,3,3
1734,0.1206069063885567,0.0,0.0,0.1598937115606275,0.0,0.0,0.0147015303398616,0.237215033887862,0.0972862263184843,0.3468597989520167,0.0,0.0,0.0149387780152157,0.0,0.0,6.319002554610728e-06,0.0,0.0,3,3
1735,0.1206069063885567,0.0,0.0,0.1694581313295733,0.0,0.0,0.0147015303398616,0.237215033887862,0.0972862263184843,0.3468597989520167,0.0,0.0,0.0028725831033774,0.0,0.0,6.319002554610728e-06,0.0,0.0,3,3
1736,0.0807000327378652,0.0,0.0,0.1694581313295733,0.0,0.0,0.0019896888328997,0.0,0.0,0.109099292141807,0.0,0.0,0.0028725831033774,0.0,0.0,5.960617126277771e-06,0.0,0.0,3,3
1737,0.0807000327378652,0.0,0.0,0.1350770547191891,0.0,0.0,0.0019896888328997,0.0,0.0,0.109099292141807,0.0,0.0,0.0055181462043825,0.0,0.0,5.960617126277771e-06,0.0,0.0,3,3
1738,0.077978382388356,0.0,0.0,0.1350770547191891,0.0,0.0,0.0052458851648232,0.0,0.0,0.194996643594591,0.4104477611940298,0.5,0.0128257787970778,0.0,0.0,9.601902977654609e-06,0.0,0.0,3,3
1739,0.1886071432269658,0.0,0.0,0.0943890614414049,0.0,0.0,0.0052458851648232,0.0,0.0,0.309604749979329,0.0,0.0,0.0056477168209137,0.0,0.0,9.601902977654609e-06,0.0,0.0,3,3
1740,0.1886071432269658,0.0,0.0,0.2498438228643326,0.8536585365853658,0.7421875,0.0078683672064554,0.0,0.0,0.3302396361348224,0.0,0.0,0.0079380141363833,0.0,0.0,4.489839491367651e-06,0.0,0.0,3,3
1741,0.0420457873430049,0.0,0.0,0.2498438228643326,0.8536585365853658,0.7421875,0.0087967563517504,0.0,0.0,0.3302396361348224,0.0,0.0,0.0079380141363833,0.0,0.0,1.3371733706132148e-05,0.0730966394531991,0.0307542894140498,3,3
1742,0.2478286936104873,0.2450668364099299,0.4112554112554112,0.1383587542783736,0.0,0.0,0.0063921838871243,0.0,0.0,0.1232170410098085,0.0,0.0,0.004110427051762,0.0794797687861271,0.0405117270788912,1.3371733706132148e-05,0.0730966394531991,0.0307542894140498,3,3
1757,0.0474863665244308,0.1225334182049649,0.2056277056277056,0.1880639974307761,0.0,0.0,0.0340852388415879,0.7627849661121381,0.4188428059395801,0.2476440346375432,0.0,0.0,0.0137194147748994,0.1589595375722543,0.0810234541577825,3.250723888661797e-05,0.3339662046705904,0.2228876659112981,0,3
1979,0.1583872791222959,0.0,0.0,0.1970137171918031,0.0,0.0,0.0511111006846261,1.0,0.5161290322580645,0.3135136659654886,0.1407249466950959,0.3473684210526315,0.0037136275009924,0.0,0.0,9.946993943961147e-06,0.0125308524776912,0.0830365814179346,0,3
1980,0.182402481386811,0.6314449395289624,0.303030303030303,0.1970137171918031,0.0,0.0,0.0511111006846261,1.0,0.5161290322580645,0.421178953165882,0.0,0.0,0.0109500060593191,0.0,0.0,9.946993943961147e-06,0.0125308524776912,0.0830365814179346,0,3
2040,0.1216523674149645,0.0210057288351368,0.0714285714285714,0.2685797999172921,0.0,0.0,0.0367351853979932,0.7627849661121381,0.901689708141321,0.2436471794282478,0.0,0.0,0.0497544902022546,0.8137902559867878,0.8904051172707889,4.723185869692072e-05,0.3424150370229732,0.3357073486565232,0,2
2041,0.1641612773980486,0.6314449395289624,0.303030303030303,0.2685797999172921,0.0,0.0,0.0367351853979932,0.7627849661121381,0.901689708141321,0.4071041228430365,0.8208955223880597,1.0,0.0064694483046623,0.0,0.0,1.6053253361970534e-05,0.0,0.267076723858854,0,2
2086,0.1381940168564162,0.0,0.0,0.2306945263213465,0.0,0.0,0.0072664887517062,0.0,0.0,0.3941945748156079,0.0,0.0,0.0073922210510015,0.1589595375722543,0.0810234541577825,8.142413572679051e-06,0.0365483197265995,0.0153771447070249,0,1
2087,0.1763365505653986,0.0,0.0,0.276789438026273,0.8536585365853658,0.7421875,0.0059926278667556,0.0,0.0,0.2313484761639159,0.0,0.0,0.0098267099779724,0.0,0.0,7.005698976405996e-06,0.0,0.0,0,1
