,label,time,front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,carts_ctn_read
0,0,2023-01-10 09:37:45,0.0008642897999986113,0.0471321488876931,189280256.0,478.9022462761626,10090.401839168542,0.0013293810000002775,1138.505156071935,0.0003491507878782778,0.003434485888579609,28454912.0,2091.581849024597,2217.2179813401185,0.011689736000014717,0.013650772502657107,691224576.0,27913.640971726807,71.02440672240522,674.6896376995187,0.004742011499994684,0.013155468110774806,653557760.0,2010.5923993076187,76.21556664817896,1447.1713810316141,0.0002636693571438576,0.0011700887346027143,25894912.0,327.4397027148571,506.8995715874932,0.0,0.0036123875614069807,603455488.0,48.55089146394496,797.6619855217048,0.0
1,0,2023-01-10 09:37:50,0.0008642897999986113,0.104129220355509,226390016.0,52963.27251745654,196058.16508281603,0.0019031474839366143,1138.505156071935,0.00175240095101314,0.00863666236188493,29327360.0,2091.581849024597,2217.2179813401185,0.011689736000014717,0.013650354931423003,691224576.0,36469.55829685635,11188.054683998205,18131.913939937247,0.004742011499994684,0.035580911612308655,653557760.0,25464.550264550264,76.21556664817896,1447.1713810316141,0.0002636693571438576,0.003719267524941585,26402816.0,2767.637501363374,1295.2287040932392,0.0005458604237290629,0.006438079749650189,603455488.0,2065.4363037281105,2845.933138351042,0.0
2,0,2023-01-10 09:37:55,0.009590798059976546,0.104129220355509,226390016.0,65715.67260097903,243264.69220882218,0.0019031474839366143,1100.0613873542052,0.00175240095101314,0.00863666236188493,29327360.0,24942.87142946434,23137.50859428714,0.011689736000014717,0.013430667103968511,691224576.0,37354.01407439321,11188.054683998207,18131.91393993725,0.004742011499994684,0.03922140829507979,653557760.0,25464.550264550264,26449.685901777164,29290.955372364027,0.00022973195631102717,0.0039634347694901505,26402816.0,3309.1198055438695,1548.6374047585657,0.0005458604237290629,0.009732234277676426,603455488.0,2065.4363037281105,2845.933138351042,0.0
3,0,2023-01-10 09:38:00,0.009590798059976546,0.20257921527986175,224694272.0,65715.67260097903,243264.69220882218,0.0019031474839366143,1100.0613873542052,0.00175240095101314,0.010202395294794383,29327360.0,24942.87142946434,23137.50859428714,0.011376643747626942,0.041240795032301866,691437568.0,48205.979139703086,11188.054683998207,18131.91393993725,0.004704492590335483,0.050599774595447684,653557760.0,37151.75008115488,26449.685901777168,29290.95537236403,0.00022973195631102717,0.004419735027937395,26402816.0,3309.1198055438695,1548.6374047585657,0.0005458604237290629,0.010887754139458188,603455488.0,2619.4466739058585,3384.3302960200176,0.0
4,0,2023-01-10 09:38:05,0.009590798059976546,0.2860957080939275,228327424.0,65715.67260097903,243264.69220882218,0.0019051169868385261,1136.7665035025086,0.00186129672963504,0.018405876007262807,30175232.0,24942.87142946434,23137.50859428714,0.011376643747626942,0.0674584845912015,691572736.0,54029.32873770057,22554.46961147832,35785.58761889408,0.004704492590335483,0.0772570372283286,653557760.0,37151.75008115488,26449.685901777168,29290.95537236403,0.00022973195631102717,0.006244162951787105,26828800.0,4765.650109569029,2090.467494521549,0.0005615896091955247,0.0155712651756309,603455488.0,2619.4466739058585,3384.3302960200176,0.0
5,0,2023-01-10 09:38:10,0.009508755950549432,0.3236282388483784,228327424.0,114427.23914713088,419835.64349193574,0.0019051169868385261,1023.9999999999999,0.00186129672963504,0.020366845552001155,30175232.0,44081.121433311215,40696.96179732676,0.011376643747626942,0.09104948452984205,691671040.0,69880.19517596981,22554.46961147832,35785.58761889408,0.004704492590335483,0.1283877686499379,653557760.0,47361.92092897384,49091.633062473404,52754.118624490875,0.00021048376216266758,0.00754197243586442,27254784.0,5802.007607301209,2485.471855236209,0.0005615896091955247,0.0155712651756309,603455488.0,5476.072874493928,6178.7651821862355,0.0
6,0,2023-01-10 09:38:15,0.009508755950549432,0.3001022966195743,228327424.0,172115.0159744409,627786.823840476,0.0019051169868385261,1225.5872106691743,0.00186129672963504,0.025984117892694496,30175232.0,44081.121433311215,40696.96179732676,0.011524039766021446,0.0960192444964164,691720192.0,57682.87615169895,30002.04833294416,47371.1043598639,0.004819485270518814,0.13599503176590835,653557760.0,39919.38973766002,49091.633062473404,52754.118624490875,0.00021048376216266758,0.008792568744969408,27254784.0,5802.007607301209,2485.471855236209,0.0005615896091955247,0.0206224701340496,603455488.0,5476.072874493928,6178.7651821862355,0.0
7,0,2023-01-10 09:38:20,0.009508755950549432,0.3988380943532357,227946496.0,172115.0159744409,627786.823840476,0.0019209283638837102,1225.5872106691743,0.0018776696537612773,0.029254376336678982,30195712.0,44081.121433311215,40696.96179732676,0.011524039766021446,0.11634249215896698,691720192.0,57682.87615169895,37289.31216225231,58877.17659617052,0.004819485270518814,0.1613025385483916,653557760.0,47104.0,75253.76009944064,80253.79117464264,0.00021048376216266758,0.010422682897166706,27295744.0,6984.549583459857,2842.5425045266943,0.0005613948923449213,0.022630974968798203,603455488.0,7828.2813633067435,8551.820159535895,0.0
8,0,2023-01-10 09:38:25,0.009484062943993317,0.5343914424568457,232550400.0,186405.0508241503,678076.1154367903,0.0019209283638837102,1225.5872106691743,0.0018776696537612773,0.03371730472423901,30212096.0,63023.35336129691,57965.53678721234,0.011524039766021446,0.11769409990750763,691642368.0,57682.876151698954,38516.5282251229,61106.0984912697,0.004819485270518814,0.18754147011563121,653557760.0,67896.74271660236,75253.76009944064,80253.79117464264,0.0002021352178031515,0.010732375080520143,27336704.0,6273.5634953102335,2553.188387766119,0.0005613948923449213,0.024010870222506926,603455488.0,7828.2813633067435,8551.820159535895,0.0
9,0,2023-01-10 09:38:30,0.009484062943993317,0.5343914424568457,232550400.0,214361.27329889958,779230.2380417695,0.0019209283638837102,797.8961722022012,0.0018776696537612773,0.03371730472423901,30212096.0,63023.35336129691,57965.53678721234,0.0114700023568172,0.12077014177625367,691642368.0,39230.50867254569,38516.5282251229,61106.0984912697,0.004810697609548527,0.18848818927042194,653557760.0,67896.74271660234,75772.18394037407,80562.32798280331,0.0002021352178031515,0.011551768112237529,27336704.0,9121.455392982001,3682.3588168920296,0.0005613948923449213,0.02565516465517423,603455488.0,6243.152240754169,6820.18347498187,0.0
