front-end_ctn_latency,front-end_ctn_cpu,front-end_ctn_mem,front-end_ctn_net_in,front-end_ctn_net_out,user_ctn_latency,user_ctn_write,catalogue_ctn_latency,catalogue_ctn_cpu,catalogue_ctn_mem,catalogue_ctn_net_in,catalogue_ctn_net_out,orders_ctn_latency,orders_ctn_cpu,orders_ctn_mem,orders_ctn_write,orders_ctn_net_in,orders_ctn_net_out,carts_ctn_latency,carts_ctn_cpu,carts_ctn_mem,carts_ctn_write,carts_ctn_net_in,carts_ctn_net_out,payment_ctn_latency,payment_ctn_cpu,payment_ctn_mem,payment_ctn_net_in,payment_ctn_net_out,shipping_ctn_latency,shipping_ctn_cpu,shipping_ctn_mem,shipping_ctn_net_in,shipping_ctn_net_out,carts_ctn_read,label
9.270792810935329e-05,0.07898118299600591,0.3945500864343552,0.000489161701278381,0.0028378443052624967,0.0,0.5195627120745948,0.007454660256741491,0.06610547821346173,0.42021276595744705,0.028683275329939424,0.030471726039013144,0.027732360456166394,0.07770168206703475,0.16620498614958024,0.24021316264744258,0.0,0.0,0.008990619841415177,0.018145797917579237,0.7724183335592434,0.006256454479503234,0.0002949040007682261,0.009608018958479429,0.5672370239393769,0.002743044647800605,0.5899280575539567,0.000766574813222981,0.029628986906273927,0.0,0.04869949180291379,0.0,0.001949283323066237,0.03042751562762245,0.0,0
9.270792810935329e-05,0.1807273328286589,0.8067054863069785,0.24009960910054717,0.23892800149934526,0.3037838405297134,0.5195627120745948,0.4876428049934574,0.21048570259535618,0.6468085106382979,0.028683275329939424,0.030471726039013144,0.027732360456166394,0.07769880035801902,0.16620498614958024,0.32208598509411596,0.2708659491607899,0.2700816957898445,0.008990619841415177,0.05561526601340737,0.7724183335592434,0.22747678750077766,0.0002949040007682261,0.009608018958479429,0.5672370239393769,0.2234872588457223,0.701438848920863,0.2513727029112584,0.2476176657109717,0.7647935741636213,0.14376571125721438,0.0,0.2287351794141339,0.2531969203051784,0.0,0
0.030108494667564625,0.1807273328286589,0.8067054863069785,0.29831900420120927,0.29885772380914033,0.3037838405297134,0.5020186995325118,0.4876428049934574,0.21048570259535618,0.6468085106382979,0.38267294570324517,0.38421937346585755,0.027732360456166394,0.07618270839257534,0.16620498614958024,0.3305494716011123,0.27086594916079,0.27008169578984453,0.008990619841415177,0.06169797623043074,0.7724183335592434,0.22747678750077766,0.33428806864705013,0.3447647913245211,0.35114031400409274,0.24463073718275535,0.701438848920863,0.30698245051427325,0.31769020975113127,0.7647935741636213,0.2545926507875342,0.0,0.2287351794141339,0.2531969203051784,0.0,0
0.030108494667564625,0.35647158909721627,0.787871895186971,0.29831900420120927,0.29885772380914033,0.3037838405297134,0.5020186995325118,0.4876428049934574,0.25394075901945107,0.6468085106382979,0.38267294570324517,0.38421937346585755,0.026989590285887054,0.2681037264965017,0.3102493074792392,0.43439351020350325,0.27086594916079,0.27008169578984453,0.00891948583981888,0.0807094768522633,0.7724183335592434,0.3377117529752798,0.3342880686470502,0.34476479132452115,0.35114031400409274,0.284143713820949,0.701438848920863,0.30698245051427325,0.31769020975113127,0.7647935741636213,0.2934684013809628,0.0,0.2910301107377031,0.31175284642283685,0.0,0
0.030108494667564625,0.505557873225969,0.8282230916204167,0.29831900420120927,0.29885772380914033,0.304826604741678,0.5187692689887125,0.524906625287119,0.4816186150200188,0.8670212765957448,0.38267294570324517,0.38421937346585755,0.026989590285887054,0.449035137004338,0.4016620498614998,0.4901179929870645,0.547808144252276,0.5432026708993889,0.00891948583981888,0.1252496640586626,0.7724183335592434,0.3377117529752798,0.3342880686470502,0.34476479132452115,0.35114031400409274,0.44212867350180546,0.7949640287769784,0.45656680804109356,0.46751700231001536,0.7868314055371213,0.4510381783842607,0.0,0.2910301107377031,0.31175284642283685,0.0,0
0.029826301791920095,0.5725576400455212,0.8282230916204167,0.5207052154358287,0.5230184219712343,0.304826604741678,0.4673076923076923,0.524906625287119,0.536042993802288,0.8670212765957448,0.6791438641840437,0.6811375843836747,0.026989590285887054,0.6118394483682124,0.4681440443213205,0.6417972488997791,0.547808144252276,0.5432026708993889,0.00891948583981888,0.210681254724297,0.7724183335592434,0.434015217325997,0.6210252894170468,0.6271918517961982,0.22857726186709004,0.5545115066820465,0.8884892086330929,0.5629997947341693,0.576743561577956,0.7868314055371213,0.4510381783842607,0.0,0.6122395006010153,0.6156748125851511,0.0,0
0.029826301791920095,0.5305612009071025,0.8282230916204167,0.7840711269184522,0.7870170096880706,0.304826604741678,0.5593030577535483,0.524906625287119,0.6919437105744373,0.8670212765957448,0.6791438641840437,0.6811375843836747,0.027339267944297377,0.6461363561341543,0.5013850415512593,0.5250793217797387,0.7292680691625354,0.7224428498550817,0.009137506287908381,0.22339182174612324,0.7724183335592434,0.3638164373109791,0.6210252894170468,0.6271918517961982,0.22857726186709004,0.6628059505941246,0.8884892086330929,0.5629997947341693,0.576743561577956,0.7868314055371213,0.6209784716276783,0.0,0.6122395006010153,0.6156748125851511,0.0,0
0.029826301791920095,0.7068156471680515,0.8239923573833134,0.7840711269184522,0.7870170096880706,0.3131980258290529,0.5593030577535483,0.5305093925389046,0.7827058464520137,0.8723404255319149,0.6791438641840437,0.6811375843836747,0.027339267944297377,0.7863895183140053,0.5013850415512593,0.5250793217797387,0.9068219288426169,0.9004539384256627,0.009137506287908381,0.2656767744564835,0.7724183335592434,0.43158247850517284,0.9523420062510813,0.9582065406007442,0.22857726186709004,0.8039644558129286,0.8974820143884887,0.6844457964159388,0.6754806954339106,0.786558591847675,0.6885516355376321,0.0,0.8767303371575549,0.873767616285024,0.0,0
0.029741367474932955,0.9487935402648137,0.8751251023564734,0.8493103900742908,0.8508603691556877,0.3131980258290529,0.5593030577535483,0.5305093925389046,0.9065691189308976,0.8765957446808512,0.9725782637052863,0.9731372458656973,0.027339267944297377,0.7957171249990793,0.44875346260386095,0.5250793217797389,0.9367229937317076,0.9349377140127322,0.009137506287908381,0.3095179947721512,0.7724183335592434,0.6277019349577251,0.9523420062510813,0.9582065406007442,0.17541782936590988,0.8307820167924389,0.9064748201438846,0.6114281620334195,0.595468529171771,0.786558591847675,0.7349761631485385,0.0,0.8767303371575549,0.873767616285024,0.0,0
0.029741367474932955,0.9487935402648137,0.8751251023564734,0.9769408244332687,0.9792777480072604,0.3131980258290529,0.36412404192671066,0.5305093925389046,0.9065691189308976,0.8765957446808512,0.9725782637052863,0.9731372458656973,0.02721107130151893,0.8169452577391152,0.44875346260386095,0.3485059224664616,0.9367229937317076,0.9349377140127322,0.009120845316276554,0.31109981691822,0.7724183335592434,0.627701934957725,0.9589073166581386,0.961920410842355,0.17541782936590988,0.901736738207515,0.9064748201438846,0.9039041089064821,0.9077066031448863,0.786558591847675,0.7902960086836675,0.0,0.6984926810705024,0.6854352888961129,0.0,0
